condition,dataset,dense_queried,event_count,evidence_recall_at_10,final_context_tokens,hit_at_10,method,mrr_at_10,ndcg_at_10,phase,route_true_reward,seed,selected_cluster_hit,unique_query_count
repeated,lotte_technology_search_100k,0.0,20,0.7266269841269841,1814.55,0.9,cluster_equal_noisy,0.8,0.7098629362726536,B_recurrent_shift_2,0.95,13,0.95,20
unseen,lotte_technology_search_100k,0.0,64,0.08422619047619047,1341.90625,0.171875,cluster_equal_noisy,0.09407242063492063,0.07103795975473244,unseen_tail,0.1875,13,0.1875,64
nearby,lotte_technology_search_100k,0.0,24,0.12037037037037036,1535.7083333333333,0.20833333333333334,cluster_equal_noisy,0.20833333333333334,0.12954547006120934,A_nearby,0.25,17,0.25,24
nearby,lotte_technology_search_100k,0.0,24,0.11805555555555555,1207.9166666666667,0.20833333333333334,cluster_equal_noisy,0.1875,0.13026981504316937,B_nearby,0.20833333333333334,17,0.20833333333333334,24
repeated,lotte_technology_search_100k,0.0,20,0.12083333333333333,1301.5,0.25,cluster_equal_noisy,0.25,0.14810011892074176,A_recurrent_return,0.25,17,0.25,20
repeated,lotte_technology_search_100k,0.0,20,0.10972222222222222,1704.25,0.25,cluster_equal_noisy,0.25,0.13480911865687217,A_recurrent_warmup_1,0.25,17,0.25,20
repeated,lotte_technology_search_100k,0.0,20,0.10972222222222222,1523.35,0.25,cluster_equal_noisy,0.25,0.13480911865687217,A_recurrent_warmup_2,0.25,17,0.25,20
repeated,lotte_technology_search_100k,0.0,20,0.05972222222222222,1148.1,0.2,cluster_equal_noisy,0.12291666666666666,0.06362799803234027,B_recurrent_shift_1,0.2,17,0.2,20
repeated,lotte_technology_search_100k,0.0,20,0.05972222222222222,1083.65,0.2,cluster_equal_noisy,0.12291666666666666,0.06380903248844277,B_recurrent_shift_2,0.2,17,0.2,20
unseen,lotte_technology_search_100k,0.0,64,0.09933035714285714,1229.859375,0.1875,cluster_equal_noisy,0.16160714285714287,0.1053612375380986,unseen_tail,0.21875,17,0.25,64
nearby,lotte_technology_search_100k,0.0,24,0.08171296296296296,1924.5833333333333,0.20833333333333334,cluster_equal_noisy,0.20833333333333334,0.10832121938322756,A_nearby,0.20833333333333334,19,0.20833333333333334,24
nearby,lotte_technology_search_100k,0.0,24,0.010416666666666666,1473.5416666666667,0.041666666666666664,cluster_equal_noisy,0.041666666666666664,0.01626583541633757,B_nearby,0.041666666666666664,19,0.041666666666666664,24
repeated,lotte_technology_search_100k,0.0,20,0.12833333333333333,1464.3,0.3,cluster_equal_noisy,0.2625,0.15090011460172395,A_recurrent_return,0.3,19,0.3,20
repeated,lotte_technology_search_100k,0.0,20,0.10333333333333333,1895.35,0.25,cluster_equal_noisy,0.2125,0.12008390503933161,A_recurrent_warmup_1,0.25,19,0.25,20
repeated,lotte_technology_search_100k,0.0,20,0.10333333333333333,1847.9,0.25,cluster_equal_noisy,0.21,0.11949959134693279,A_recurrent_warmup_2,0.25,19,0.25,20
repeated,lotte_technology_search_100k,0.0,20,0.0,1816.8,0.0,cluster_equal_noisy,0.0,0.0,B_recurrent_shift_1,0.0,19,0.0,20
repeated,lotte_technology_search_100k,0.0,20,0.0,1260.4,0.0,cluster_equal_noisy,0.0,0.0,B_recurrent_shift_2,0.0,19,0.0,20
unseen,lotte_technology_search_100k,0.0,64,0.05171130952380952,1273.75,0.09375,cluster_equal_noisy,0.07421875,0.04861799770379997,unseen_tail,0.09375,19,0.125,64
nearby,lotte_technology_search_100k,0.0,24,0.3900462962962963,1680.5416666666667,0.625,cluster_oracle,0.5972222222222222,0.4497203883709393,A_nearby,0.625,13,0.625,24
nearby,lotte_technology_search_100k,0.0,24,0.6770833333333334,1857.7083333333333,0.8333333333333334,cluster_oracle,0.7458333333333333,0.6467638515425643,B_nearby,0.9166666666666666,13,0.9166666666666666,24
repeated,lotte_technology_search_100k,0.0,20,0.6052777777777778,1986.75,0.8,cluster_oracle,0.6458333333333334,0.5567851751417441,A_recurrent_return,0.8,13,0.85,20
repeated,lotte_technology_search_100k,0.0,20,0.4097222222222222,1705.9,0.6,cluster_oracle,0.46130952380952384,0.37172113448792093,A_recurrent_warmup_1,0.6,13,0.65,20
repeated,lotte_technology_search_100k,0.0,20,0.5411111111111111,2062.95,0.75,cluster_oracle,0.6208333333333333,0.515394399488548,A_recurrent_warmup_2,0.75,13,0.8,20
repeated,lotte_technology_search_100k,0.0,20,0.5980555555555556,1690.4,0.75,cluster_oracle,0.6583333333333333,0.583008903196945,B_recurrent_shift_1,0.8,13,0.8,20
repeated,lotte_technology_search_100k,0.0,20,0.7123412698412699,1716.7,0.9,cluster_oracle,0.7916666666666666,0.697445118773056,B_recurrent_shift_2,0.95,13,0.95,20
unseen,lotte_technology_search_100k,0.0,64,0.16414930555555554,1408.71875,0.328125,cluster_oracle,0.23678075396825396,0.1696382198707722,unseen_tail,0.375,13,0.375,64
nearby,lotte_technology_search_100k,0.0,24,0.19814814814814816,1345.8333333333333,0.2916666666666667,cluster_oracle,0.2708333333333333,0.19291223710529234,A_nearby,0.2916666666666667,17,0.2916666666666667,24
nearby,lotte_technology_search_100k,0.0,24,0.6631944444444444,1927.6666666666667,0.8333333333333334,cluster_oracle,0.6715277777777777,0.6107555314796332,B_nearby,0.875,17,0.875,24
repeated,lotte_technology_search_100k,0.0,20,0.2583333333333333,1551.2,0.45,cluster_oracle,0.425,0.2794235327877897,A_recurrent_return,0.45,17,0.45,20
repeated,lotte_technology_search_100k,0.0,20,0.13472222222222222,1560.15,0.3,cluster_oracle,0.3,0.16546647829514508,A_recurrent_warmup_1,0.3,17,0.3,20
repeated,lotte_technology_search_100k,0.0,20,0.15833333333333333,1422.55,0.35,cluster_oracle,0.35,0.19827648105861978,A_recurrent_warmup_2,0.35,17,0.35,20
repeated,lotte_technology_search_100k,0.0,20,0.05972222222222222,1256.35,0.2,cluster_oracle,0.125,0.06410681296804623,B_recurrent_shift_1,0.2,17,0.2,20
repeated,lotte_technology_search_100k,0.0,20,0.37472222222222223,1321.4,0.55,cluster_oracle,0.48125,0.3863509202243553,B_recurrent_shift_2,0.55,17,0.55,20
unseen,lotte_technology_search_100k,0.0,64,0.1462673611111111,1317.96875,0.28125,cluster_oracle,0.21071428571428572,0.1432737085663502,unseen_tail,0.3125,17,0.359375,64
nearby,lotte_technology_search_100k,0.0,24,0.5157407407407407,1817.125,0.7083333333333334,cluster_oracle,0.6597222222222222,0.5492732722403139,A_nearby,0.75,19,0.75,24
nearby,lotte_technology_search_100k,0.0,24,0.7048611111111112,1874.25,0.875,cluster_oracle,0.7340277777777777,0.6604993769757314,B_nearby,0.9583333333333334,19,0.9583333333333334,24
repeated,lotte_technology_search_100k,0.0,20,0.6794444444444444,2091.5,0.8,cluster_oracle,0.7016666666666667,0.6242909560980237,A_recurrent_return,0.85,19,0.9,20
repeated,lotte_technology_search_100k,0.0,20,0.39611111111111114,1872.45,0.55,cluster_oracle,0.4766666666666667,0.36630542234041613,A_recurrent_warmup_1,0.6,19,0.6,20
repeated,lotte_technology_search_100k,0.0,20,0.5461111111111111,1909.75,0.7,cluster_oracle,0.6266666666666667,0.5140738029192016,A_recurrent_warmup_2,0.75,19,0.75,20
repeated,lotte_technology_search_100k,0.0,20,0.5630555555555555,1744.55,0.75,cluster_oracle,0.7,0.5737518319009397,B_recurrent_shift_1,0.8,19,0.8,20
repeated,lotte_technology_search_100k,0.0,20,0.7694047619047619,1737.55,0.95,cluster_oracle,0.86,0.7616073247393758,B_recurrent_shift_2,0.95,19,0.95,20
unseen,lotte_technology_search_100k,0.0,64,0.2374751984126984,1313.171875,0.46875,cluster_oracle,0.34172867063492063,0.2378293665074344,unseen_tail,0.515625,19,0.5625,64
nearby,lotte_technology_search_100k,0.0,24,0.5426587301587301,1669.25,0.7916666666666666,cluster_static_nearest,0.7430555555555556,0.598128571922965,A_nearby,0.7916666666666666,13,0.8333333333333334,24
nearby,lotte_technology_search_100k,0.0,24,0.7326388888888888,1847.7083333333333,0.875,cluster_static_nearest,0.7027777777777777,0.6663435701293154,B_nearby,0.9583333333333334,13,0.9583333333333334,24
repeated,lotte_technology_search_100k,0.0,20,0.6361111111111111,1810.7,0.85,cluster_static_nearest,0.7113095238095238,0.6005181586494918,A_recurrent_return,0.85,13,0.9,20
repeated,lotte_technology_search_100k,0.0,20,0.6361111111111111,1810.7,0.85,cluster_static_nearest,0.7113095238095238,0.6005181586494918,A_recurrent_warmup_1,0.85,13,0.9,20
repeated,lotte_technology_search_100k,0.0,20,0.6361111111111111,1810.7,0.85,cluster_static_nearest,0.7113095238095238,0.6005181586494918,A_recurrent_warmup_2,0.85,13,0.9,20
repeated,lotte_technology_search_100k,0.0,20,0.750515873015873,1683.2,0.95,cluster_static_nearest,0.835,0.7395450374134318,B_recurrent_shift_1,0.95,13,0.95,20
repeated,lotte_technology_search_100k,0.0,20,0.750515873015873,1683.2,0.95,cluster_static_nearest,0.835,0.7395450374134318,B_recurrent_shift_2,0.95,13,0.95,20
unseen,lotte_technology_search_100k,0.0,64,0.4750248015873016,1332.21875,0.703125,cluster_static_nearest,0.5173735119047619,0.44651449775501884,unseen_tail,0.828125,13,0.890625,64
nearby,lotte_technology_search_100k,0.0,24,0.5256944444444445,1575.6666666666667,0.7083333333333334,cluster_static_nearest,0.6805555555555556,0.559483636703628,A_nearby,0.7083333333333334,17,0.75,24
nearby,lotte_technology_search_100k,0.0,24,0.7071759259259259,1923.9166666666667,0.875,cluster_static_nearest,0.6962301587301587,0.6429625598375783,B_nearby,0.9583333333333334,17,0.9583333333333334,24
repeated,lotte_technology_search_100k,0.0,20,0.7433333333333333,1844.45,0.95,cluster_static_nearest,0.86,0.7250951167089049,A_recurrent_return,0.95,17,0.95,20
repeated,lotte_technology_search_100k,0.0,20,0.7433333333333333,1844.45,0.95,cluster_static_nearest,0.86,0.7250951167089049,A_recurrent_warmup_1,0.95,17,0.95,20
repeated,lotte_technology_search_100k,0.0,20,0.7433333333333333,1844.45,0.95,cluster_static_nearest,0.86,0.7250951167089049,A_recurrent_warmup_2,0.95,17,0.95,20
repeated,lotte_technology_search_100k,0.0,20,0.675515873015873,1679.2,0.9,cluster_static_nearest,0.7833333333333333,0.6797854409370826,B_recurrent_shift_1,0.95,17,0.95,20
repeated,lotte_technology_search_100k,0.0,20,0.675515873015873,1679.2,0.9,cluster_static_nearest,0.7833333333333333,0.6797854409370826,B_recurrent_shift_2,0.95,17,0.95,20
unseen,lotte_technology_search_100k,0.0,64,0.4781498015873016,1320.484375,0.71875,cluster_static_nearest,0.5316964285714286,0.4566223817605067,unseen_tail,0.875,17,0.90625,64
nearby,lotte_technology_search_100k,0.0,24,0.6289351851851852,1725.875,0.7916666666666666,cluster_static_nearest,0.7430555555555556,0.6583873903670325,A_nearby,0.7916666666666666,19,0.8333333333333334,24
nearby,lotte_technology_search_100k,0.0,24,0.6620370370370371,1789.25,0.8333333333333334,cluster_static_nearest,0.6337301587301587,0.5923154033366242,B_nearby,0.9166666666666666,19,0.9166666666666666,24
repeated,lotte_technology_search_100k,0.0,20,0.8225,1965.8,0.95,cluster_static_nearest,0.8516666666666667,0.7597516821939172,A_recurrent_return,0.95,19,0.95,20
repeated,lotte_technology_search_100k,0.0,20,0.8225,1965.8,0.95,cluster_static_nearest,0.8516666666666667,0.7597516821939172,A_recurrent_warmup_1,0.95,19,0.95,20
repeated,lotte_technology_search_100k,0.0,20,0.8225,1965.8,0.95,cluster_static_nearest,0.8516666666666667,0.7597516821939172,A_recurrent_warmup_2,0.95,19,0.95,20
repeated,lotte_technology_search_100k,0.0,20,0.6232936507936508,1614.1,0.9,cluster_static_nearest,0.8375,0.6542989168327289,B_recurrent_shift_1,0.9,19,0.9,20
repeated,lotte_technology_search_100k,0.0,20,0.6232936507936508,1614.1,0.9,cluster_static_nearest,0.8375,0.6542989168327289,B_recurrent_shift_2,0.9,19,0.9,20
unseen,lotte_technology_search_100k,0.0,64,0.45261036706349206,1330.796875,0.71875,cluster_static_nearest,0.5323474702380953,0.43738091075824387,unseen_tail,0.859375,19,0.9375,64
nearby,lotte_technology_search_100k,0.0,24,0.12986111111111112,1471.875,0.25,cluster_trust_weighted,0.25,0.15038377288799162,A_nearby,0.25,13,0.2916666666666667,24
nearby,lotte_technology_search_100k,0.0,24,0.3888888888888889,1485.125,0.5,cluster_trust_weighted,0.43194444444444446,0.3556766247073443,B_nearby,0.5,13,0.5,24
repeated,lotte_technology_search_100k,0.0,20,0.145,1755.7,0.2,cluster_trust_weighted,0.175,0.13986117081725297,A_recurrent_return,0.25,13,0.25,20
repeated,lotte_technology_search_100k,0.0,20,0.0,1169.05,0.0,cluster_trust_weighted,0.0,0.0,A_recurrent_warmup_1,0.0,13,0.0,20
repeated,lotte_technology_search_100k,0.0,20,0.095,1379.65,0.15,cluster_trust_weighted,0.15,0.1083146831386801,A_recurrent_warmup_2,0.2,13,0.2,20
repeated,lotte_technology_search_100k,0.0,20,0.0,1445.05,0.0,cluster_trust_weighted,0.0,0.0,B_recurrent_shift_1,0.0,13,0.0,20
repeated,lotte_technology_search_100k,0.0,20,0.01,1164.05,0.05,cluster_trust_weighted,0.05,0.016958010263680805,B_recurrent_shift_2,0.05,13,0.05,20
unseen,lotte_technology_search_100k,0.0,64,0.09551091269841269,1326.359375,0.21875,cluster_trust_weighted,0.1478050595238095,0.09347106328185627,unseen_tail,0.234375,13,0.234375,64
nearby,lotte_technology_search_100k,0.0,24,0.0744047619047619,1187.4166666666667,0.125,cluster_trust_weighted,0.125,0.07715990259239562,A_nearby,0.125,17,0.125,24
nearby,lotte_technology_search_100k,0.0,24,0.05555555555555555,1241.5,0.125,cluster_trust_weighted,0.10416666666666667,0.06640193654038305,B_nearby,0.20833333333333334,17,0.20833333333333334,24
repeated,lotte_technology_search_100k,0.0,20,0.10138888888888889,1385.9,0.25,cluster_trust_weighted,0.25,0.12526307534792544,A_recurrent_return,0.25,17,0.25,20
repeated,lotte_technology_search_100k,0.0,20,0.05555555555555555,1730.8,0.15,cluster_trust_weighted,0.15,0.07162434590631842,A_recurrent_warmup_1,0.15,17,0.15,20
repeated,lotte_technology_search_100k,0.0,20,0.06388888888888888,1523.6,0.15,cluster_trust_weighted,0.15,0.07918940624378876,A_recurrent_warmup_2,0.15,17,0.15,20
repeated,lotte_technology_search_100k,0.0,20,0.05277777777777778,1157.7,0.15,cluster_trust_weighted,0.15,0.06601180376868553,B_recurrent_shift_1,0.15,17,0.15,20
repeated,lotte_technology_search_100k,0.0,20,0.06527777777777778,1157.0,0.2,cluster_trust_weighted,0.16666666666666666,0.07521063277486485,B_recurrent_shift_2,0.2,17,0.2,20
unseen,lotte_technology_search_100k,0.0,64,0.13206845238095238,1258.34375,0.21875,cluster_trust_weighted,0.1527529761904762,0.11493158169989652,unseen_tail,0.234375,17,0.265625,64
nearby,lotte_technology_search_100k,0.0,24,0.513425925925926,1816.4583333333333,0.7083333333333334,cluster_trust_weighted,0.6597222222222222,0.546906973633976,A_nearby,0.7083333333333334,19,0.7083333333333334,24
nearby,lotte_technology_search_100k,0.0,24,0.16435185185185186,1609.375,0.2916666666666667,cluster_trust_weighted,0.2708333333333333,0.1836502968037798,B_nearby,0.2916666666666667,19,0.2916666666666667,24
repeated,lotte_technology_search_100k,0.0,20,0.5961111111111111,1979.9,0.8,cluster_trust_weighted,0.7266666666666667,0.5855976230773606,A_recurrent_return,0.8,19,0.8,20
repeated,lotte_technology_search_100k,0.0,20,0.3233333333333333,1710.05,0.5,cluster_trust_weighted,0.4666666666666667,0.33893365438307066,A_recurrent_warmup_1,0.5,19,0.5,20
repeated,lotte_technology_search_100k,0.0,20,0.5961111111111111,1939.95,0.8,cluster_trust_weighted,0.7266666666666667,0.58575647300148,A_recurrent_warmup_2,0.8,19,0.8,20
repeated,lotte_technology_search_100k,0.0,20,0.0725,1560.0,0.15,cluster_trust_weighted,0.15,0.08647701276328588,B_recurrent_shift_1,0.15,19,0.15,20
repeated,lotte_technology_search_100k,0.0,20,0.0725,1373.5,0.15,cluster_trust_weighted,0.15,0.08647701276328588,B_recurrent_shift_2,0.15,19,0.15,20
unseen,lotte_technology_search_100k,0.0,64,0.10934399801587301,1301.25,0.234375,cluster_trust_weighted,0.20625,0.12714624026777216,unseen_tail,0.25,19,0.3125,64
