dataset,method,routing_mode,feedback_mode,model,protocol,task_type,scope,query_split,corpus_scope,corpus_sampling,num_queries,num_skipped_no_gt,gt_query_coverage,num_corpus_chunks,num_total_corpus_chunks,top_k,metric_ks,num_seeds,seeds,epochs,dense_depth,bm25_depth,cluster_depth,dense_lite_depth,bm25_lite_depth,dense_floor_k,dense_lite_floor_k,high_confidence_threshold,mid_confidence_threshold,drift_threshold,reward_drop_threshold,confidence_feedback_floor,embedding_cache_enabled,corpus_embedding_cache_hit,query_embedding_cache_hit,artifact_cache_enabled,dense_ranking_cache_hit,bm25_ranking_cache_hit,context_cluster_cache_hits,avg_bm25_candidates_mean,avg_cluster_candidates_mean,avg_confidence_mean,avg_dense_candidates_mean,avg_observed_feedback_reward_mean,avg_semantic_drift_mean,avg_source_candidate_cost_mean,avg_true_feedback_reward_mean,avg_union_candidate_chunks_mean,bm25_query_rate_mean,cross_arm_update_weight_mean,dense_query_rate_mean,dense_saved_rate_mean,epoch_confidence_gain_mean,epoch_hit_rate_gain_mean,epoch_source_cost_delta_mean,epoch_true_reward_gain_mean,epochs_mean,fallback_high_drift_rate_mean,fallback_low_confidence_rate_mean,fallback_reward_drop_rate_mean,final_effective_alpha_mean,first_window_source_cost_mean,first_window_true_reward_mean,full_dense_fallback_rate_mean,full_multi_route_rate_mean,hybrid_lite_rate_mean,last_epoch_confidence_mean,last_epoch_hit_rate_mean,last_epoch_lite_route_rate_mean,last_epoch_source_cost_mean,last_epoch_true_reward_mean,last_window_source_cost_mean,last_window_true_reward_mean,linucb_primary_rate_mean,mrr@10_mean,mrr@10_std,mrr@1_mean,mrr@1_std,mrr@5_mean,mrr@5_std,n_effective_arms_mean,ndcg@10_mean,ndcg@10_std,ndcg@1_mean,ndcg@1_std,ndcg@5_mean,ndcg@5_std,num_interactions_mean,num_queries_mean,num_skipped_no_gt_mean,propagated_updates_mean,quality_cost_ratio@10_mean,quality_cost_ratio@10_std,recall@10_mean,recall@10_std,recall@1_mean,recall@1_std,recall@5_mean,recall@5_std,selected_cluster_hit_rate_mean,soft_fused_hit_rate_mean,total_feedback_updates_mean,total_update_weight_mean,window_source_cost_delta_mean,window_true_reward_gain_mean,elapsed_sec,notes
lotte_technology_search_200k,linucb_cost_full_multi_route,full_multi_route,trust_weighted,sentence-transformers/all-MiniLM-L6-v2,prequential_cost_aware_feedback,evidence_retrieval,heldout_test,test,full,first,596,0,1.0,201010,201010,10,"1,5,10",3,13|17|19,3,100,100,100,30,20,5,3,0.74,0.44,1.0,0.0,8.0,True,True,True,True,True,True,True|False|False,100.0,100.0,0.4273842198370967,100.0,0.6508202833706189,0.731889880999569,300.0,0.38217747949291575,248.7043251304996,1.0,691.0616000520868,1.0,0.0,0.16846435120525602,0.0005592841163310677,0.0,0.2874720357941834,3.0,0.0,0.0,0.0,0.3,300.0,0.12666666666666668,0.0,1.0,0.0,0.5000545220838045,0.8299776286353469,0.0,300.0,0.5078299776286354,300.0,0.54,0.0,0.6325709758176202,0.0005228795728099667,0.5503355704697986,0.0,0.6188199105145413,0.0,32.0,0.5720138632800382,0.00215409093015235,0.5503355704697986,0.0,0.5381092479044733,0.0,1788.0,596.0,0.0,16092.0,0.0027665920954511557,1.6037146284568635e-05,0.8299776286353469,0.004811143885370579,0.5503355704697986,0.0,0.7298657718120806,0.0,0.4546979865771812,0.8297912005965697,21456.0,4869.811600052031,0.0,0.41333333333333333,100.945,LoTTE domain search evidence retrieval; suitable for large-scale vertical RAG validation.
lotte_technology_search_200k,linucb_cost_gated_cost_aware,gated_cost_aware,trust_weighted,sentence-transformers/all-MiniLM-L6-v2,prequential_cost_aware_feedback,evidence_retrieval,heldout_test,test,full,first,596,0,1.0,201010,201010,10,"1,5,10",3,13|17|19,3,100,100,100,30,20,5,3,0.74,0.44,1.0,0.0,8.0,True,True,True,True,True,True,True|False|False,65.2945563012677,100.0,0.44267684144462566,66.71327367636093,0.6648023862788963,0.7126860117455035,232.00782997762863,0.42337807606263983,200.24067859806118,1.0,697.2090452397,0.9026845637583892,0.09731543624161072,0.19698962676974477,0.0022371364653243444,-66.77852348993291,0.3394854586129754,3.0,0.04753914988814317,0.5186428038777032,0.0,0.3,293.0,0.12666666666666668,0.5661819537658465,0.0,0.33650260999254283,0.5297130679982853,0.8154362416107382,0.6129753914988815,202.53355704697984,0.5676733780760627,209.4,0.5533333333333333,0.09731543624161072,0.630463451226874,0.006867462317052604,0.5480984340044742,0.007545155236706968,0.6209545115585383,0.006572414680360049,32.0,0.5471611317182951,0.0049559576164026845,0.5480984340044742,0.007545155236706968,0.5270261896746188,0.006263499830272156,1788.0,596.0,0.0,16092.0,0.003521471691066673,0.00016161993894147863,0.8154362416107382,0.004939463571771713,0.5480984340044742,0.007545155236706968,0.7444071588366891,0.005703601245629498,0.5054064131245338,0.8141312453392989,21456.0,4875.959045239647,-83.6,0.4266666666666666,198.683,LoTTE domain search evidence retrieval; suitable for large-scale vertical RAG validation.
