bm25_queried,condition,confidence,dataset,dense_queried,event_index,evidence_recall_at_10,final_context_k,final_context_tokens,final_true_reward,hit_at_10,method,mrr_at_10,ndcg_at_10,observed_reward,occurrence,phase,query_id,query_index,region,route,route_reason,route_true_reward,seed,selected_cluster_hit,semantic_drift
0,nearby,nan,lotte_technology_search_100k,1,106,0.5,10,7585.0,nan,1.0,dense,0.5,0.4290337866138163,nan,1,B_nearby,lotte_technology_search_100k_q558,558,B,dense,dense_only,nan,13,nan,nan
0,nearby,nan,lotte_technology_search_100k,1,107,0.75,10,985.0,nan,1.0,dense,1.0,0.75369761125927,nan,1,B_nearby,lotte_technology_search_100k_q89,89,B,dense,dense_only,nan,13,nan,nan
0,nearby,nan,lotte_technology_search_100k,1,108,1.0,10,893.0,nan,1.0,dense,1.0,1.0,nan,1,B_nearby,lotte_technology_search_100k_q589,589,B,dense,dense_only,nan,13,nan,nan
0,nearby,nan,lotte_technology_search_100k,1,109,1.0,10,1122.0,nan,1.0,dense,1.0,1.0,nan,1,B_nearby,lotte_technology_search_100k_q475,475,B,dense,dense_only,nan,13,nan,nan
0,nearby,nan,lotte_technology_search_100k,1,110,0.5,10,1868.0,nan,1.0,dense,0.5,0.38685280723454163,nan,1,B_nearby,lotte_technology_search_100k_q564,564,B,dense,dense_only,nan,13,nan,nan
0,nearby,nan,lotte_technology_search_100k,1,111,0.16666666666666666,10,919.0,nan,1.0,dense,0.2,0.11706259313796355,nan,1,B_nearby,lotte_technology_search_100k_q127,127,B,dense,dense_only,nan,13,nan,nan
0,nearby,nan,lotte_technology_search_100k,1,112,1.0,10,1424.0,nan,1.0,dense,1.0,1.0,nan,1,B_nearby,lotte_technology_search_100k_q546,546,B,dense,dense_only,nan,13,nan,nan
0,nearby,nan,lotte_technology_search_100k,1,113,0.0,10,1564.0,nan,0.0,dense,0.0,0.0,nan,1,B_nearby,lotte_technology_search_100k_q105,105,B,dense,dense_only,nan,13,nan,nan
0,nearby,nan,lotte_technology_search_100k,1,114,0.0,10,1281.0,nan,0.0,dense,0.0,0.0,nan,1,B_nearby,lotte_technology_search_100k_q185,185,B,dense,dense_only,nan,13,nan,nan
0,nearby,nan,lotte_technology_search_100k,1,115,0.5,10,1443.0,nan,1.0,dense,0.125,0.19342640361727081,nan,1,B_nearby,lotte_technology_search_100k_q165,165,B,dense,dense_only,nan,13,nan,nan
0,nearby,nan,lotte_technology_search_100k,1,116,1.0,10,4052.0,nan,1.0,dense,1.0,1.0,nan,1,B_nearby,lotte_technology_search_100k_q590,590,B,dense,dense_only,nan,13,nan,nan
0,nearby,nan,lotte_technology_search_100k,1,117,1.0,10,912.0,nan,1.0,dense,1.0,1.0,nan,1,B_nearby,lotte_technology_search_100k_q574,574,B,dense,dense_only,nan,13,nan,nan
0,nearby,nan,lotte_technology_search_100k,1,118,1.0,10,1998.0,nan,1.0,dense,0.2,0.38685280723454163,nan,1,B_nearby,lotte_technology_search_100k_q565,565,B,dense,dense_only,nan,13,nan,nan
0,nearby,nan,lotte_technology_search_100k,1,119,1.0,10,1688.0,nan,1.0,dense,1.0,1.0,nan,1,B_nearby,lotte_technology_search_100k_q315,315,B,dense,dense_only,nan,13,nan,nan
0,nearby,nan,lotte_technology_search_100k,1,120,0.5555555555555556,10,1941.0,nan,1.0,dense,1.0,0.6082776070543024,nan,1,B_nearby,lotte_technology_search_100k_q473,473,B,dense,dense_only,nan,13,nan,nan
