blocks,ci_high,ci_low,comparison,condition,dataset,delta,metric,seed
0,nan,nan,learned_feedback_minus_dense,nearby,lotte_science_search_100k,nan,route_true_reward,19
48,309.8020833333332,-0.8973958333333328,learned_feedback_minus_dense,nearby,lotte_science_search_100k,147.33333333333334,final_context_tokens,19
48,0.0625,0.0,learned_feedback_minus_static_nearest,nearby,lotte_science_search_100k,0.020833333333333332,hit_at_10,19
48,0.06701388888888889,-0.021874999999999995,learned_feedback_minus_static_nearest,nearby,lotte_science_search_100k,0.014236111111111116,evidence_recall_at_10,19
48,0.008928571428571428,0.0,learned_feedback_minus_static_nearest,nearby,lotte_science_search_100k,0.002976190476190476,mrr_at_10,19
48,0.021530946057705506,-0.012232141804731388,learned_feedback_minus_static_nearest,nearby,lotte_science_search_100k,0.0025081870638225035,ndcg_at_10,19
48,-0.3333333333333333,-0.625,learned_feedback_minus_static_nearest,nearby,lotte_science_search_100k,-0.4791666666666667,selected_cluster_hit,19
48,-0.3333333333333333,-0.625,learned_feedback_minus_static_nearest,nearby,lotte_science_search_100k,-0.4791666666666667,route_true_reward,19
48,196.29583333333326,-90.74427083333333,learned_feedback_minus_static_nearest,nearby,lotte_science_search_100k,46.291666666666664,final_context_tokens,19
48,0.0625,0.0,learned_feedback_minus_cold_no_feedback,nearby,lotte_science_search_100k,0.020833333333333332,hit_at_10,19
48,0.06354166666666666,-0.02083333333333333,learned_feedback_minus_cold_no_feedback,nearby,lotte_science_search_100k,0.013541666666666669,evidence_recall_at_10,19
48,0.008267195767195767,0.0,learned_feedback_minus_cold_no_feedback,nearby,lotte_science_search_100k,0.002976190476190476,mrr_at_10,19
48,0.018755235057296576,-0.012328951184196316,learned_feedback_minus_cold_no_feedback,nearby,lotte_science_search_100k,0.0018783837155456073,ndcg_at_10,19
48,0.22916666666666666,-0.0625,learned_feedback_minus_cold_no_feedback,nearby,lotte_science_search_100k,0.08333333333333333,selected_cluster_hit,19
48,0.22916666666666666,-0.0625,learned_feedback_minus_cold_no_feedback,nearby,lotte_science_search_100k,0.08333333333333333,route_true_reward,19
48,147.12552083333333,-108.39947916666667,learned_feedback_minus_cold_no_feedback,nearby,lotte_science_search_100k,14.145833333333334,final_context_tokens,19
40,0.05,-0.075,learned_feedback_minus_dense,repeated,lotte_science_search_100k,-0.008333333333333335,hit_at_10,19
40,0.04793402777777753,-0.03958333333333334,learned_feedback_minus_dense,repeated,lotte_science_search_100k,0.007638888888888884,evidence_recall_at_10,19
40,0.007291666666666667,-0.008333333333333335,learned_feedback_minus_dense,repeated,lotte_science_search_100k,0.00014880952380952363,mrr_at_10,19
40,0.026209018118350618,-0.011433827098689462,learned_feedback_minus_dense,repeated,lotte_science_search_100k,0.007951066830247327,ndcg_at_10,19
0,nan,nan,learned_feedback_minus_dense,repeated,lotte_science_search_100k,nan,selected_cluster_hit,19
0,nan,nan,learned_feedback_minus_dense,repeated,lotte_science_search_100k,nan,route_true_reward,19
40,62.81260416666667,-176.45364583333335,learned_feedback_minus_dense,repeated,lotte_science_search_100k,-54.54166666666667,final_context_tokens,19
40,0.05,-0.075,learned_feedback_minus_static_nearest,repeated,lotte_science_search_100k,-0.008333333333333335,hit_at_10,19
40,0.017361111111111105,-0.035416666666666666,learned_feedback_minus_static_nearest,repeated,lotte_science_search_100k,-0.004861111111111113,evidence_recall_at_10,19
40,0.006696428571428571,-0.008333333333333333,learned_feedback_minus_static_nearest,repeated,lotte_science_search_100k,-0.0005456349206349204,mrr_at_10,19
40,0.007919414419729036,-0.013136734505760335,learned_feedback_minus_static_nearest,repeated,lotte_science_search_100k,-0.0012702930396672218,ndcg_at_10,19
40,-0.4791666666666667,-0.7708333333333334,learned_feedback_minus_static_nearest,repeated,lotte_science_search_100k,-0.6250000000000001,selected_cluster_hit,19
40,-0.4791666666666667,-0.7708333333333334,learned_feedback_minus_static_nearest,repeated,lotte_science_search_100k,-0.6333333333333334,route_true_reward,19
40,47.54739583333328,-168.95916666666668,learned_feedback_minus_static_nearest,repeated,lotte_science_search_100k,-56.91666666666667,final_context_tokens,19
40,0.0,-0.09166666666666667,learned_feedback_minus_cold_no_feedback,repeated,lotte_science_search_100k,-0.03333333333333334,hit_at_10,19
40,0.002083333333333334,-0.07027777777777777,learned_feedback_minus_cold_no_feedback,repeated,lotte_science_search_100k,-0.028611111111111108,evidence_recall_at_10,19
40,0.0,-0.013412698412698413,learned_feedback_minus_cold_no_feedback,repeated,lotte_science_search_100k,-0.005466269841269841,mrr_at_10,19
40,0.0016310298639783268,-0.02782054247470603,learned_feedback_minus_cold_no_feedback,repeated,lotte_science_search_100k,-0.011420130166126684,ndcg_at_10,19
40,0.17083333333333334,-0.06666666666666667,learned_feedback_minus_cold_no_feedback,repeated,lotte_science_search_100k,0.05,selected_cluster_hit,19
40,0.15833333333333335,-0.07083333333333333,learned_feedback_minus_cold_no_feedback,repeated,lotte_science_search_100k,0.041666666666666664,route_true_reward,19
40,-11.913750000000164,-195.25843749999999,learned_feedback_minus_cold_no_feedback,repeated,lotte_science_search_100k,-97.6,final_context_tokens,19
64,0.078125,0.0,learned_feedback_minus_dense,unseen,lotte_science_search_100k,0.03125,hit_at_10,19
64,0.04643043154761902,-0.035455729166666665,learned_feedback_minus_dense,unseen,lotte_science_search_100k,0.0015252976190476206,evidence_recall_at_10,19
64,0.009827628968253968,0.0,learned_feedback_minus_dense,unseen,lotte_science_search_100k,0.003968253968253968,mrr_at_10,19
64,0.01379501400996309,-0.016692927880731866,learned_feedback_minus_dense,unseen,lotte_science_search_100k,-0.0023839438002124583,ndcg_at_10,19
0,nan,nan,learned_feedback_minus_dense,unseen,lotte_science_search_100k,nan,selected_cluster_hit,19
0,nan,nan,learned_feedback_minus_dense,unseen,lotte_science_search_100k,nan,route_true_reward,19
64,435.362890625,106.947265625,learned_feedback_minus_dense,unseen,lotte_science_search_100k,255.5625,final_context_tokens,19
64,0.0,0.0,learned_feedback_minus_static_nearest,unseen,lotte_science_search_100k,0.0,hit_at_10,19
64,-0.004836309523809526,-0.04419642857142857,learned_feedback_minus_static_nearest,unseen,lotte_science_search_100k,-0.02098214285714286,evidence_recall_at_10,19
64,0.0,-0.0033482142857142855,learned_feedback_minus_static_nearest,unseen,lotte_science_search_100k,-0.001240079365079365,mrr_at_10,19
64,-0.0027704495795615926,-0.020126901918943528,learned_feedback_minus_static_nearest,unseen,lotte_science_search_100k,-0.010459340709689478,ndcg_at_10,19
64,-0.5,-0.78125,learned_feedback_minus_static_nearest,unseen,lotte_science_search_100k,-0.640625,selected_cluster_hit,19
64,-0.5,-0.796875,learned_feedback_minus_static_nearest,unseen,lotte_science_search_100k,-0.65625,route_true_reward,19
64,245.21953124999976,-101.301171875,learned_feedback_minus_static_nearest,unseen,lotte_science_search_100k,55.421875,final_context_tokens,19
64,0.0,0.0,learned_feedback_minus_cold_no_feedback,unseen,lotte_science_search_100k,0.0,hit_at_10,19
64,0.00818452380952381,-0.03348214285714286,learned_feedback_minus_cold_no_feedback,unseen,lotte_science_search_100k,-0.012214781746031748,evidence_recall_at_10,19
64,0.0,-0.0033482142857142855,learned_feedback_minus_cold_no_feedback,unseen,lotte_science_search_100k,-0.001240079365079365,mrr_at_10,19
64,0.003531945191872577,-0.016287701280274892,learned_feedback_minus_cold_no_feedback,unseen,lotte_science_search_100k,-0.006294449725927617,ndcg_at_10,19
64,0.25,-0.03125,learned_feedback_minus_cold_no_feedback,unseen,lotte_science_search_100k,0.109375,selected_cluster_hit,19
64,0.203125,-0.04726562499999987,learned_feedback_minus_cold_no_feedback,unseen,lotte_science_search_100k,0.078125,route_true_reward,19
64,275.51523437499975,-46.441015625,learned_feedback_minus_cold_no_feedback,unseen,lotte_science_search_100k,97.15625,final_context_tokens,19
48,0.0625,-0.0625,learned_feedback_minus_dense,nearby,lotte_technology_search_100k,0.0,hit_at_10,13
48,0.07268518518518519,-0.05439814814814815,learned_feedback_minus_dense,nearby,lotte_technology_search_100k,0.008449074074074069,evidence_recall_at_10,13
48,0.005960648148148148,-0.010706018518518517,learned_feedback_minus_dense,nearby,lotte_technology_search_100k,-0.0016782407407407406,mrr_at_10,13
48,0.021519735159941336,-0.02154470770644919,learned_feedback_minus_dense,nearby,lotte_technology_search_100k,0.0006414302091663203,ndcg_at_10,13
0,nan,nan,learned_feedback_minus_dense,nearby,lotte_technology_search_100k,nan,selected_cluster_hit,13
0,nan,nan,learned_feedback_minus_dense,nearby,lotte_technology_search_100k,nan,route_true_reward,13
48,473.1473958333333,-6.390624999999995,learned_feedback_minus_dense,nearby,lotte_technology_search_100k,195.83333333333334,final_context_tokens,13
48,0.0,0.0,learned_feedback_minus_static_nearest,nearby,lotte_technology_search_100k,0.0,hit_at_10,13
48,0.03564814814814815,-0.007407407407407414,learned_feedback_minus_static_nearest,nearby,lotte_technology_search_100k,0.010185185185185184,evidence_recall_at_10,13
48,0.0,-0.0024470899470899463,learned_feedback_minus_static_nearest,nearby,lotte_technology_search_100k,-0.0008928571428571426,mrr_at_10,13
48,0.012642785377508367,-0.005766999396575054,learned_feedback_minus_static_nearest,nearby,lotte_technology_search_100k,0.002886214561987691,ndcg_at_10,13
48,-0.20833333333333334,-0.5416666666666666,learned_feedback_minus_static_nearest,nearby,lotte_technology_search_100k,-0.375,selected_cluster_hit,13
48,-0.20833333333333334,-0.5005208333333332,learned_feedback_minus_static_nearest,nearby,lotte_technology_search_100k,-0.3541666666666667,route_true_reward,13
48,51.11041666666657,-144.2109375,learned_feedback_minus_static_nearest,nearby,lotte_technology_search_100k,-42.8125,final_context_tokens,13
48,0.0,0.0,learned_feedback_minus_cold_no_feedback,nearby,lotte_technology_search_100k,0.0,hit_at_10,13
48,0.006712962962962965,-0.020494791666666668,learned_feedback_minus_cold_no_feedback,nearby,lotte_technology_search_100k,-0.005439814814814817,evidence_recall_at_10,13
48,0.0,-0.0008680555555555559,learned_feedback_minus_cold_no_feedback,nearby,lotte_technology_search_100k,-0.000289351851851852,mrr_at_10,13
48,0.004615707207401917,-0.012057096032298882,learned_feedback_minus_cold_no_feedback,nearby,lotte_technology_search_100k,-0.0031061721415744565,ndcg_at_10,13
48,0.5416666666666666,0.16666666666666666,learned_feedback_minus_cold_no_feedback,nearby,lotte_technology_search_100k,0.3541666666666667,selected_cluster_hit,13
48,0.5416666666666666,0.16666666666666666,learned_feedback_minus_cold_no_feedback,nearby,lotte_technology_search_100k,0.3541666666666667,route_true_reward,13
48,100.81874999999991,-80.33645833333333,learned_feedback_minus_cold_no_feedback,nearby,lotte_technology_search_100k,10.229166666666666,final_context_tokens,13
40,0.0,0.0,learned_feedback_minus_dense,repeated,lotte_technology_search_100k,0.0,hit_at_10,13
