condition,dataset,dense_queried,event_count,evidence_recall_at_10,final_context_tokens,hit_at_10,method,mrr_at_10,ndcg_at_10,phase,route_true_reward,seed,selected_cluster_hit,unique_query_count
repeated,lotte_technology_search_100k,1.0,20,0.8244047619047619,1974.75,1.0,learned_feedback,0.875,0.7877523715239956,B_recurrent_shift_1,0.1,17,0.1,20
repeated,lotte_technology_search_100k,1.0,20,0.8369047619047619,1872.3,1.0,learned_feedback,0.875,0.7938958682374629,B_recurrent_shift_2,0.2,17,0.2,20
unseen,lotte_technology_search_100k,1.0,64,0.6106026785714286,1400.0,0.796875,learned_feedback,0.569438244047619,0.5282887982122092,unseen_tail,0.15625,17,0.203125,64
nearby,lotte_technology_search_100k,1.0,24,0.8181216931216931,1818.7916666666667,0.9583333333333334,learned_feedback,0.8506944444444444,0.8053975784758235,A_nearby,0.6666666666666666,19,0.6666666666666666,24
nearby,lotte_technology_search_100k,1.0,24,0.7777777777777778,1780.7083333333333,0.9166666666666666,learned_feedback,0.734375,0.6908921984744644,B_nearby,0.25,19,0.25,24
repeated,lotte_technology_search_100k,1.0,20,0.8427777777777777,1938.55,0.95,learned_feedback,0.8516666666666667,0.7734356970631614,A_recurrent_return,0.8,19,0.8,20
repeated,lotte_technology_search_100k,1.0,20,0.7972222222222222,1971.75,0.95,learned_feedback,0.8516666666666667,0.7505122627783507,A_recurrent_warmup_1,0.5,19,0.5,20
repeated,lotte_technology_search_100k,1.0,20,0.8177777777777778,1936.75,0.95,learned_feedback,0.8516666666666667,0.7637053305808778,A_recurrent_warmup_2,0.8,19,0.8,20
repeated,lotte_technology_search_100k,1.0,20,0.7978174603174603,1647.15,1.0,learned_feedback,0.875,0.769836368047429,B_recurrent_shift_1,0.15,19,0.15,20
repeated,lotte_technology_search_100k,1.0,20,0.8160714285714286,1678.95,1.0,learned_feedback,0.875,0.7816977028487088,B_recurrent_shift_2,0.15,19,0.15,20
unseen,lotte_technology_search_100k,1.0,64,0.5829799107142857,1386.484375,0.765625,learned_feedback,0.5659226190476191,0.5177245777773731,unseen_tail,0.203125,19,0.25,64
nearby,lotte_technology_search_100k,1.0,24,0.8093253968253968,1837.7916666666667,0.9583333333333334,static_nearest,0.8506944444444444,0.8013654833054047,A_nearby,0.7916666666666666,13,0.8333333333333334,24
nearby,lotte_technology_search_100k,1.0,24,0.7650462962962963,2221.2083333333335,0.9166666666666666,static_nearest,0.7355820105820106,0.6904701440117397,B_nearby,0.9583333333333334,13,0.9583333333333334,24
repeated,lotte_technology_search_100k,1.0,20,0.8466666666666667,1895.05,0.95,static_nearest,0.8516666666666667,0.7765449793875135,A_recurrent_return,0.85,13,0.9,20
repeated,lotte_technology_search_100k,1.0,20,0.8466666666666667,1895.05,0.95,static_nearest,0.8516666666666667,0.7765449793875135,A_recurrent_warmup_1,0.85,13,0.9,20
repeated,lotte_technology_search_100k,1.0,20,0.8466666666666667,1895.05,0.95,static_nearest,0.8516666666666667,0.7765449793875135,A_recurrent_warmup_2,0.85,13,0.9,20
repeated,lotte_technology_search_100k,1.0,20,0.810515873015873,1767.35,1.0,static_nearest,0.875,0.7790015672014283,B_recurrent_shift_1,0.95,13,0.95,20
repeated,lotte_technology_search_100k,1.0,20,0.810515873015873,1767.35,1.0,static_nearest,0.875,0.7790015672014283,B_recurrent_shift_2,0.95,13,0.95,20
unseen,lotte_technology_search_100k,1.0,64,0.6162946428571429,1416.765625,0.796875,static_nearest,0.5704303075396825,0.5316492044237943,unseen_tail,0.828125,13,0.890625,64
nearby,lotte_technology_search_100k,1.0,24,0.8204365079365079,1794.2083333333333,0.9583333333333334,static_nearest,0.8506944444444444,0.8085699753475204,A_nearby,0.7083333333333334,17,0.75,24
nearby,lotte_technology_search_100k,1.0,24,0.7650462962962963,2263.5416666666665,0.9166666666666666,static_nearest,0.734375,0.6893400996574176,B_nearby,0.9583333333333334,17,0.9583333333333334,24
repeated,lotte_technology_search_100k,1.0,20,0.8191666666666667,1938.25,0.95,static_nearest,0.8516666666666667,0.7645978382872699,A_recurrent_return,0.95,17,0.95,20
repeated,lotte_technology_search_100k,1.0,20,0.8191666666666667,1938.25,0.95,static_nearest,0.8516666666666667,0.7645978382872699,A_recurrent_warmup_1,0.95,17,0.95,20
repeated,lotte_technology_search_100k,1.0,20,0.8191666666666667,1938.25,0.95,static_nearest,0.8516666666666667,0.7645978382872699,A_recurrent_warmup_2,0.95,17,0.95,20
repeated,lotte_technology_search_100k,1.0,20,0.8160714285714286,1783.5,1.0,static_nearest,0.875,0.782708997965682,B_recurrent_shift_1,0.95,17,0.95,20
repeated,lotte_technology_search_100k,1.0,20,0.8160714285714286,1783.5,1.0,static_nearest,0.875,0.782708997965682,B_recurrent_shift_2,0.95,17,0.95,20
unseen,lotte_technology_search_100k,1.0,64,0.6209573412698413,1392.09375,0.828125,static_nearest,0.5737289186507937,0.5328202070583469,unseen_tail,0.875,17,0.90625,64
nearby,lotte_technology_search_100k,1.0,24,0.8204365079365079,1828.7916666666667,0.9583333333333334,static_nearest,0.8506944444444444,0.8082123071575541,A_nearby,0.7916666666666666,19,0.8333333333333334,24
nearby,lotte_technology_search_100k,1.0,24,0.7962962962962963,2235.8333333333335,0.9166666666666666,static_nearest,0.734837962962963,0.7020898143620261,B_nearby,0.9166666666666666,19,0.9166666666666666,24
repeated,lotte_technology_search_100k,1.0,20,0.8566666666666667,1943.8,0.95,static_nearest,0.8516666666666667,0.7820502366065666,A_recurrent_return,0.95,19,0.95,20
repeated,lotte_technology_search_100k,1.0,20,0.8566666666666667,1943.8,0.95,static_nearest,0.8516666666666667,0.7820502366065666,A_recurrent_warmup_1,0.95,19,0.95,20
repeated,lotte_technology_search_100k,1.0,20,0.8566666666666667,1943.8,0.95,static_nearest,0.8516666666666667,0.7820502366065666,A_recurrent_warmup_2,0.95,19,0.95,20
repeated,lotte_technology_search_100k,1.0,20,0.810515873015873,1766.15,1.0,static_nearest,0.875,0.778902390053243,B_recurrent_shift_1,0.9,19,0.9,20
repeated,lotte_technology_search_100k,1.0,20,0.810515873015873,1766.15,1.0,static_nearest,0.875,0.778902390053243,B_recurrent_shift_2,0.9,19,0.9,20
unseen,lotte_technology_search_100k,1.0,64,0.6054873511904761,1419.609375,0.8125,static_nearest,0.5717137896825397,0.5267976775985236,unseen_tail,0.859375,19,0.9375,64
