calibration_eligible,calibration_hit_delta_pp,calibration_queries,calibration_saving_pct,dataset,fold,hit@10,hit_delta_pp,method,saving_pct,seed,selected_policy,test_queries
False,-0.1685934489402685,1412,9.564726222427847,covidqa,0,0.6403508771929824,0.0,intentroute,0.0,13,dense_top10_fallback,353
False,-0.1685934489402685,1412,9.564726222427847,covidqa,0,0.6403508771929824,0.0,intentroute,0.0,17,dense_top10_fallback,353
False,-0.1685934489402685,1412,9.564726222427847,covidqa,0,0.6403508771929824,0.0,intentroute,0.0,19,dense_top10_fallback,353
False,-1.8063583815028927,1412,10.079682052168193,covidqa,0,0.6403508771929824,0.0,dense,0.0,,dense_top10_fallback,353
True,3.700743415417188e-15,1412,9.793822609253862,covidqa,1,0.5919540229885057,-0.5747126436781658,intentroute,10.12069427092629,13,token_budget_r0.95_m4,353
True,3.700743415417188e-15,1412,9.793822609253862,covidqa,1,0.5890804597701149,-0.8620689655172487,intentroute,9.95225771907906,17,token_budget_r0.95_m4,353
True,3.700743415417188e-15,1412,9.793822609253862,covidqa,1,0.603448275862069,0.5747126436781547,intentroute,10.001338568623952,19,token_budget_r0.95_m4,353
False,-1.9593613933236553,1412,12.444541482271465,covidqa,1,0.5977011494252874,0.0,dense,0.0,,dense_top10_fallback,353
True,0.04834421078076338,1412,9.311782990180376,covidqa,2,0.6455331412103746,-0.2881844380403509,intentroute,9.523600390869479,13,token_budget_r0.98_m4,353
True,0.04834421078076338,1412,9.311782990180376,covidqa,2,0.654178674351585,0.5763688760806907,intentroute,9.66523567452433,17,token_budget_r0.98_m4,353
True,0.04834421078076338,1412,9.311782990180376,covidqa,2,0.6570605187319885,0.8645533141210304,intentroute,9.036111507592315,19,token_budget_r0.98_m4,353
False,-1.5953589557650472,1412,12.377395185178951,covidqa,2,0.6484149855907781,0.0,dense,0.0,,dense_top10_fallback,353
True,0.024172105390377986,1412,11.448279745481164,covidqa,3,0.5590778097982709,-0.8645533141210304,intentroute,11.557290360565641,13,token_budget_r0.92_m4,353
True,0.024172105390377986,1412,11.448279745481164,covidqa,3,0.5561959654178674,-1.1527377521613813,intentroute,12.492776693524643,17,token_budget_r0.92_m4,353
True,0.024172105390377986,1412,11.448279745481164,covidqa,3,0.5648414985590778,-0.2881844380403398,intentroute,11.566012843856644,19,token_budget_r0.92_m4,353
False,-1.7403915881073262,1412,10.426825834787989,covidqa,3,0.5677233429394812,0.0,dense,0.0,,dense_top10_fallback,353
True,0.024084778420037832,1412,9.746306466226585,covidqa,4,0.5906432748538012,-0.29239766081871066,intentroute,10.570075384740086,13,token_budget_r0.95_m4,353
True,0.024084778420037832,1412,9.746306466226585,covidqa,4,0.5935672514619883,0.0,intentroute,10.682399805458742,17,token_budget_r0.95_m4,353
True,0.024084778420037832,1412,9.746306466226585,covidqa,4,0.5847953216374269,-0.8771929824561431,intentroute,9.443357226397397,19,token_budget_r0.95_m4,353
False,-1.5895953757225412,1412,10.124812780828751,covidqa,4,0.5935672514619883,0.0,dense,0.0,,dense_top10_fallback,353
