run_id,source_label,method,seed,policy,num_queries,num_skipped_no_gt,avg_context_chunks@1,avg_context_chunks@10,avg_context_chunks@5,avg_context_tokens@1,avg_context_tokens@10,avg_context_tokens@5,avg_missing_chunks@1,avg_missing_chunks@10,avg_missing_chunks@5,context_token_delta_vs_baseline@1,context_token_delta_vs_baseline@10,context_token_delta_vs_baseline@5,context_token_ratio_vs_baseline@1,context_token_ratio_vs_baseline@10,context_token_ratio_vs_baseline@5,evidence_recall@1,evidence_recall@10,evidence_recall@5,hit@1,hit@10,hit@5,hit_delta_vs_baseline@1,hit_delta_vs_baseline@10,hit_delta_vs_baseline@5,max_context_tokens@1,max_context_tokens@10,max_context_tokens@5,median_context_tokens@1,median_context_tokens@10,median_context_tokens@5,mrr@1,mrr@10,mrr@5,ndcg@1,ndcg@10,ndcg@5,p95_context_tokens@1,p95_context_tokens@10,p95_context_tokens@5,recall@1,recall@10,recall@5
dense:token_budget_r0.95_m5,dense,dense,,token_budget_r0.95_m5,596,0,1.0,8.88758389261745,5.0,161.64093959731542,1264.976510067114,770.5184563758389,0.0,0.0,0.0,0.0,-207.4110738255033,0.0,1.0,0.8591328288186448,1.0,0.291594348575516,0.6863354916156649,0.611129549370119,0.6308724832214765,0.8540268456375839,0.8104026845637584,0.0,-0.01342281879194629,0.0,1520.0,6553.0,4718.0,104.0,1139.0,656.0,0.6308724832214765,0.7066901033343984,0.7003914988814316,0.6308724832214765,0.6405694812989504,0.6265869854600753,501.25,2470.75,1773.5,0.6308724832214765,0.8540268456375839,0.8104026845637584
dense:token_budget_r0.95_m6,dense,dense,,token_budget_r0.95_m6,596,0,1.0,8.889261744966444,5.0,161.64093959731542,1264.996644295302,770.5184563758389,0.0,0.0,0.0,0.0,-207.3909395973153,0.0,1.0,0.8591465033622285,1.0,0.291594348575516,0.6863354916156649,0.611129549370119,0.6308724832214765,0.8540268456375839,0.8104026845637584,0.0,-0.01342281879194629,0.0,1520.0,6553.0,4718.0,104.0,1139.0,656.0,0.6308724832214765,0.7066901033343984,0.7003914988814316,0.6308724832214765,0.6405694812989504,0.6265869854600753,501.25,2470.75,1773.5,0.6308724832214765,0.8540268456375839,0.8104026845637584
dense:token_budget_r0.95_m7,dense,dense,,token_budget_r0.95_m7,596,0,1.0,8.88758389261745,5.0,161.64093959731542,1266.6308724832215,770.5184563758389,0.0,0.0,0.0,0.0,-205.75671140939585,0.0,1.0,0.8602564204830989,1.0,0.291594348575516,0.6863354916156649,0.611129549370119,0.6308724832214765,0.8540268456375839,0.8104026845637584,0.0,-0.01342281879194629,0.0,1520.0,7492.0,4718.0,104.0,1139.0,656.0,0.6308724832214765,0.7066901033343984,0.7003914988814316,0.6308724832214765,0.6405694812989504,0.6265869854600753,501.25,2470.75,1773.5,0.6308724832214765,0.8540268456375839,0.8104026845637584
dense:token_budget_r0.95_m8,dense,dense,,token_budget_r0.95_m8,596,0,1.0,8.87248322147651,5.0,161.64093959731542,1281.4630872483222,770.5184563758389,0.0,0.0,0.0,0.0,-190.92449664429523,0.0,1.0,0.8703300009230317,1.0,0.291594348575516,0.6870905251727119,0.611129549370119,0.6308724832214765,0.8557046979865772,0.8104026845637584,0.0,-0.011744966442952975,0.0,1520.0,7551.0,4718.0,104.0,1142.0,656.0,0.6308724832214765,0.7068998348780227,0.7003914988814316,0.6308724832214765,0.6409556294981745,0.6265869854600753,501.25,2521.75,1773.5,0.6308724832214765,0.8557046979865772,0.8104026845637584
dense:token_budget_r0.96_m5,dense,dense,,token_budget_r0.96_m5,596,0,1.0,8.934563758389261,5.0,161.64093959731542,1287.6644295302012,770.5184563758389,0.0,0.0,0.0,0.0,-184.72315436241615,0.0,1.0,0.8745417603467864,1.0,0.291594348575516,0.689500107573905,0.611129549370119,0.6308724832214765,0.8573825503355704,0.8104026845637584,0.0,-0.010067114093959773,0.0,1520.0,6553.0,4718.0,104.0,1145.0,656.0,0.6308724832214765,0.7070862629167995,0.7003914988814316,0.6308724832214765,0.6419927903876386,0.6265869854600753,501.25,2531.75,1773.5,0.6308724832214765,0.8573825503355704,0.8104026845637584
dense:token_budget_r0.96_m6,dense,dense,,token_budget_r0.96_m6,596,0,1.0,8.936241610738255,5.0,161.64093959731542,1287.6845637583892,770.5184563758389,0.0,0.0,0.0,0.0,-184.70302013422815,0.0,1.0,0.87455543489037,1.0,0.291594348575516,0.689500107573905,0.611129549370119,0.6308724832214765,0.8573825503355704,0.8104026845637584,0.0,-0.010067114093959773,0.0,1520.0,6553.0,4718.0,104.0,1145.0,656.0,0.6308724832214765,0.7070862629167995,0.7003914988814316,0.6308724832214765,0.6419927903876386,0.6265869854600753,501.25,2531.75,1773.5,0.6308724832214765,0.8573825503355704,0.8104026845637584
dense:token_budget_r0.96_m7,dense,dense,,token_budget_r0.96_m7,596,0,1.0,8.934563758389261,5.0,161.64093959731542,1289.2852348993288,770.5184563758389,0.0,0.0,0.0,0.0,-183.10234899328862,0.0,1.0,0.8756425611052677,1.0,0.291594348575516,0.689500107573905,0.611129549370119,0.6308724832214765,0.8573825503355704,0.8104026845637584,0.0,-0.010067114093959773,0.0,1520.0,7492.0,4718.0,104.0,1145.0,656.0,0.6308724832214765,0.7070862629167995,0.7003914988814316,0.6308724832214765,0.6419927903876386,0.6265869854600753,501.25,2531.75,1773.5,0.6308724832214765,0.8573825503355704,0.8104026845637584
dense:token_budget_r0.96_m8,dense,dense,,token_budget_r0.96_m8,596,0,1.0,8.926174496644295,5.0,161.64093959731542,1298.6728187919464,770.5184563758389,0.0,0.0,0.0,0.0,-173.714765100671,0.0,1.0,0.8820183170511303,1.0,0.291594348575516,0.689500107573905,0.611129549370119,0.6308724832214765,0.8573825503355704,0.8104026845637584,0.0,-0.010067114093959773,0.0,1520.0,7551.0,4718.0,104.0,1145.0,656.0,0.6308724832214765,0.7070862629167995,0.7003914988814316,0.6308724832214765,0.6419927903876386,0.6265869854600753,501.25,2531.75,1773.5,0.6308724832214765,0.8573825503355704,0.8104026845637584
dense:token_budget_r0.97_m5,dense,dense,,token_budget_r0.97_m5,596,0,1.0,8.96476510067114,5.0,161.64093959731542,1309.1929530201342,770.5184563758389,0.0,0.0,0.0,0.0,-163.19463087248323,0.0,1.0,0.8891632660735713,1.0,0.291594348575516,0.6897494550757691,0.611129549370119,0.6308724832214765,0.8573825503355704,0.8104026845637584,0.0,-0.010067114093959773,0.0,1520.0,6553.0,4718.0,104.0,1150.5,656.0,0.6308724832214765,0.7070862629167995,0.7003914988814316,0.6308724832214765,0.6423096923223703,0.6265869854600753,501.25,2531.75,1773.5,0.6308724832214765,0.8573825503355704,0.8104026845637584
dense:token_budget_r0.97_m6,dense,dense,,token_budget_r0.97_m6,596,0,1.0,8.96476510067114,5.0,161.64093959731542,1309.1929530201342,770.5184563758389,0.0,0.0,0.0,0.0,-163.19463087248323,0.0,1.0,0.8891632660735713,1.0,0.291594348575516,0.6897494550757691,0.611129549370119,0.6308724832214765,0.8573825503355704,0.8104026845637584,0.0,-0.010067114093959773,0.0,1520.0,6553.0,4718.0,104.0,1150.5,656.0,0.6308724832214765,0.7070862629167995,0.7003914988814316,0.6308724832214765,0.6423096923223703,0.6265869854600753,501.25,2531.75,1773.5,0.6308724832214765,0.8573825503355704,0.8104026845637584
