hit@10,hit_delta_vs_dense_pp,method,policy,seed_rows,split,token_saving_vs_dense_pct,tokens
0.8491620111731844,-1.1173184357541888,dense,token_budget_r0.87_m6,1,calibration,22.00201888069322,1152.5530726256984
0.8491620111731844,-1.1173184357541888,dense,token_budget_r0.87_m7,1,calibration,21.137000336480128,1165.3351955307262
0.8491620111731844,-1.1173184357541888,dense,token_budget_r0.87_m8,1,calibration,17.358971353822085,1221.1620111731843
0.8491620111731844,-1.1173184357541888,dense,token_budget_r0.88_m4,1,calibration,21.658733549335928,1157.6256983240223
0.8491620111731844,-1.1173184357541888,dense,token_budget_r0.88_m5,1,calibration,21.65381867124381,1157.6983240223465
0.8491620111731844,-1.1173184357541888,dense,token_budget_r0.88_m6,1,calibration,21.310155272340957,1162.7765363128492
0.8491620111731844,-1.1173184357541888,dense,token_budget_r0.88_m7,1,calibration,20.510164345962057,1174.5977653631285
0.8491620111731844,-1.1173184357541888,dense,token_budget_r0.88_m8,1,calibration,16.974098592454535,1226.8491620111731
0.8491620111731844,-1.1173184357541888,dense,token_budget_r0.89_m4,1,calibration,20.34116815310223,1177.0949720670392
0.8491620111731844,-1.1173184357541888,dense,token_budget_r0.89_m5,1,calibration,20.33625327501012,1177.167597765363
0.8491620111731844,-1.1173184357541888,dense,token_budget_r0.89_m6,1,calibration,20.230016294711216,1178.7374301675977
0.8491620111731844,-1.1173184357541888,dense,token_budget_r0.89_m7,1,calibration,19.932099068819642,1183.1396648044692
0.8491620111731844,-1.1173184357541888,dense,token_budget_r0.89_m8,1,calibration,16.803590129412527,1229.3687150837989
0.8491620111731844,-1.1173184357541888,dense,token_budget_r0.90_m4,1,calibration,19.419817544602523,1190.7094972067039
0.8491620111731844,-1.1173184357541888,dense,token_budget_r0.90_m5,1,calibration,19.414902666510404,1190.782122905028
0.8491620111731844,-1.1173184357541888,dense,token_budget_r0.90_m6,1,calibration,19.40129223487068,1190.9832402234638
0.8491620111731844,-1.1173184357541888,dense,token_budget_r0.90_m7,1,calibration,19.26443178338242,1193.0055865921788
0.8491620111731844,-1.1173184357541888,dense,token_budget_r0.90_m8,1,calibration,16.43724267777681,1234.782122905028
0.8491620111731844,-1.1173184357541888,dense,token_budget_r0.91_m4,1,calibration,18.871619603558376,1198.8100558659219
0.8491620111731844,-1.1173184357541888,dense,token_budget_r0.91_m5,1,calibration,18.866704725466256,1198.8826815642458
0.8491620111731844,-1.1173184357541888,dense,token_budget_r0.91_m6,1,calibration,18.853094293826544,1199.0837988826815
0.8491620111731844,-1.1173184357541888,dense,token_budget_r0.91_m7,1,calibration,18.76462648816839,1200.391061452514
0.8491620111731844,-1.1173184357541888,dense,token_budget_r0.91_m8,1,calibration,16.163143707254747,1238.832402234637
0.8491620111731844,-1.1173184357541888,dense,token_budget_r0.92_m4,1,calibration,17.84403201475977,1213.9944134078212
0.8491620111731844,-1.1173184357541888,dense,token_budget_r0.92_m5,1,calibration,17.84403201475977,1213.9944134078212
0.8491620111731844,-1.1173184357541888,dense,token_budget_r0.92_m6,1,calibration,17.83042158312005,1214.195530726257
0.8491620111731844,-1.1173184357541888,dense,token_budget_r0.92_m7,1,calibration,17.76841850565023,1215.1117318435754
0.8491620111731844,-1.1173184357541888,dense,token_budget_r0.92_m8,1,calibration,15.891691209551517,1242.8435754189943
