protocol,seed,method,num_queries,affected_count,learned_arm_count,hit_rate,hit_delta_vs_dense,hit_delta_vs_before,recovered_count,regressed_count,avg_context_tokens,token_ratio_vs_dense,token_saving_percent_vs_dense
same_query_retry,17,budgeted_before_feedback,,8,,0.0,,,0,0,1558.375,0.8680545884974238,13.19454115025762
same_query_retry,17,same_arm_boost,,8,,0.25,,,2,0,1539.125,0.8573318479320429,14.266815206795712
same_query_retry,17,same_arm_boost_conservative,,8,,0.5,,,4,0,1802,1.0037599220164322,-0.375992201643216
same_query_retry,17,same_full_context,,8,,0.625,,,5,0,1987.625,1.1071577774683192,-10.715777746831922
same_query_retry_all_queries,17,budgeted_before_feedback,596,,0,0.8976510067114094,0.005033557046979831,0.0,,,1557.4278523489934,0.8303005256985835,16.96994743014165
same_query_retry_all_queries,17,same_arm_boost,596,,0,0.9010067114093959,0.008389261744966348,0.003355704697986517,,,1557.1694630872482,0.8301627724540025,16.98372275459975
same_query_retry_all_queries,17,same_arm_boost_conservative,596,,0,0.9043624161073825,0.011744966442952975,0.006711409395973145,,,1560.6979865771812,0.832043909293961,16.795609070603902
same_query_retry_all_queries,17,same_full_context,596,,0,0.9060402684563759,0.01342281879194629,0.008389261744966459,,,1563.1895973154362,0.8333722441524195,16.662775584758048
calibration_to_test,17,budgeted_before_feedback,417,,1,0.8968824940047961,0.0023980815347721673,0.0,,,1585.306954436451,0.8258622498950609,17.413775010493914
calibration_to_test,17,generalized_arm_boost,417,,1,0.8872901678657075,-0.007194244604316502,-0.00959232613908867,,,1569.5227817745804,0.8176395190789342,18.236048092106582
calibration_to_test,17,generalized_arm_boost_conservative,417,,1,0.8992805755395683,0.004796163069544335,0.0023980815347721673,,,1615.7194244604316,0.8417055607747506,15.829443922524945
calibration_to_test,17,generalized_conservative_budget,417,,1,0.8992805755395683,0.004796163069544335,0.0023980815347721673,,,1629.074340527578,0.8486627755901577,15.133722440984233
calibration_to_test,17,generalized_full_context,417,,1,0.9064748201438849,0.011990407673860948,0.00959232613908878,,,1702.441247002398,0.8868831077974775,11.311689220252251
same_query_retry,19,budgeted_before_feedback,,12,,0.0,,,0,0,1286.5833333333333,0.8580082249638767,14.199177503612326
same_query_retry,19,same_arm_boost,,12,,0.25,,,3,0,1177.25,0.7850950316772257,21.49049683227743
same_query_retry,19,same_arm_boost_conservative,,12,,0.4166666666666667,,,5,0,1286.6666666666667,0.8580637990441259,14.193620095587411
same_query_retry,19,same_full_context,,12,,0.5,,,6,0,1591.75,1.061520506835612,-6.152050683561194
same_query_retry_all_queries,19,budgeted_before_feedback,596,,0,0.8909395973154363,-0.001677852348993314,0.0,,,1508.5838926174497,0.8042606899648551,19.57393100351449
same_query_retry_all_queries,19,same_arm_boost,596,,0,0.8959731543624161,0.003355704697986517,0.005033557046979831,,,1506.3825503355704,0.8030871038811529,19.69128961188471
same_query_retry_all_queries,19,same_arm_boost_conservative,596,,0,0.8993288590604027,0.006711409395973145,0.008389261744966459,,,1508.5855704697988,0.8042615844664432,19.573841553355674
same_query_retry_all_queries,19,same_full_context,596,,0,0.9010067114093959,0.008389261744966348,0.010067114093959662,,,1514.7281879194632,0.807536354780798,19.2463645219202
calibration_to_test,19,budgeted_before_feedback,417,,3,0.8920863309352518,-0.0023980815347721673,0.0,,,1547.757793764988,0.8063010953646885,19.36989046353115
calibration_to_test,19,generalized_arm_boost,417,,3,0.8848920863309353,-0.00959232613908867,-0.007194244604316502,,,1545.0239808153476,0.8048769213855963,19.51230786144037
calibration_to_test,19,generalized_arm_boost_conservative,417,,3,0.8896882494004796,-0.004796163069544335,-0.0023980815347721673,,,1577.21103117506,0.8216446960762758,17.835530392372423
calibration_to_test,19,generalized_conservative_budget,417,,3,0.894484412470024,0.0,0.0023980815347721673,,,1581.8705035971223,0.8240720382178336,17.59279617821664
calibration_to_test,19,generalized_full_context,417,,3,0.894484412470024,0.0,0.0023980815347721673,,,1625.2374100719423,0.8466639349177476,15.33360650822524
