scale,split,source_label,run_id,policy,seed,num_queries,hit@10,hit_delta_vs_dense@10,context_token_ratio_vs_dense@10,context_token_saving_percent_vs_dense@10,avg_context_chunks@1,avg_context_chunks@10,avg_context_chunks@5,avg_context_tokens@1,avg_context_tokens@10,avg_context_tokens@5,avg_missing_chunks@1,avg_missing_chunks@10,avg_missing_chunks@5,evidence_recall@1,evidence_recall@10,evidence_recall@5,hit@1,hit@5,max_context_tokens@1,max_context_tokens@10,max_context_tokens@5,median_context_tokens@1,median_context_tokens@10,median_context_tokens@5,method,mrr@1,mrr@10,mrr@5,ndcg@1,ndcg@10,ndcg@5,num_skipped_no_gt,p95_context_tokens@1,p95_context_tokens@10,p95_context_tokens@5,recall@1,recall@10,recall@5
task60_100k,calibration,task60,task60:static_nearest_ensemble:seed13:token_budget_r0.98_m4,token_budget_r0.98_m4,13,179,0.8994413407821229,0.011173184357541888,0.9273963152645825,7.260368473541745,1.0,9.0,5.0,155.45251396648044,1381.8826815642458,754.072625698324,0.0,0.0,0.0,0.3071262025822805,0.7196057535756051,0.6266960930826275,0.6983240223463687,0.8435754189944135,1073.0,4463.0,2777.0,107.0,1204.0,647.0,static_nearest_ensemble,0.6983240223463687,0.7625055422541456,0.7544692737430169,0.6983240223463687,0.6773316674847255,0.6620025630660867,0,442.99999999999994,2751.6999999999985,1771.3999999999999,0.6983240223463687,0.8994413407821229,0.8435754189944135
task60_100k,calibration,task60,task60:static_nearest_ensemble:seed13:token_budget_r0.98_m5,token_budget_r0.98_m5,13,179,0.8994413407821229,0.011173184357541888,0.9273963152645825,7.260368473541745,1.0,9.0,5.0,155.45251396648044,1381.8826815642458,754.072625698324,0.0,0.0,0.0,0.3071262025822805,0.7196057535756051,0.6266960930826275,0.6983240223463687,0.8435754189944135,1073.0,4463.0,2777.0,107.0,1204.0,647.0,static_nearest_ensemble,0.6983240223463687,0.7625055422541456,0.7544692737430169,0.6983240223463687,0.6773316674847255,0.6620025630660867,0,442.99999999999994,2751.6999999999985,1771.3999999999999,0.6983240223463687,0.8994413407821229,0.8435754189944135
task60_100k,calibration,task60,task60:static_nearest_ensemble:seed13:token_budget_r0.98_m6,token_budget_r0.98_m6,13,179,0.8994413407821229,0.011173184357541888,0.9273963152645825,7.260368473541745,1.0,9.0,5.0,155.45251396648044,1381.8826815642458,754.072625698324,0.0,0.0,0.0,0.3071262025822805,0.7196057535756051,0.6266960930826275,0.6983240223463687,0.8435754189944135,1073.0,4463.0,2777.0,107.0,1204.0,647.0,static_nearest_ensemble,0.6983240223463687,0.7625055422541456,0.7544692737430169,0.6983240223463687,0.6773316674847255,0.6620025630660867,0,442.99999999999994,2751.6999999999985,1771.3999999999999,0.6983240223463687,0.8994413407821229,0.8435754189944135
task60_100k,calibration,task60,task60:static_nearest_ensemble:seed13:token_budget_r0.98_m7,token_budget_r0.98_m7,13,179,0.8994413407821229,0.011173184357541888,0.9273963152645825,7.260368473541745,1.0,9.0,5.0,155.45251396648044,1381.8826815642458,754.072625698324,0.0,0.0,0.0,0.3071262025822805,0.7196057535756051,0.6266960930826275,0.6983240223463687,0.8435754189944135,1073.0,4463.0,2777.0,107.0,1204.0,647.0,static_nearest_ensemble,0.6983240223463687,0.7625055422541456,0.7544692737430169,0.6983240223463687,0.6773316674847255,0.6620025630660867,0,442.99999999999994,2751.6999999999985,1771.3999999999999,0.6983240223463687,0.8994413407821229,0.8435754189944135
task60_100k,calibration,task60,task60:static_nearest_ensemble:seed13:token_budget_r0.98_m8,token_budget_r0.98_m8,13,179,0.8994413407821229,0.011173184357541888,0.9273963152645825,7.260368473541745,1.0,9.0,5.0,155.45251396648044,1381.8826815642458,754.072625698324,0.0,0.0,0.0,0.3071262025822805,0.7196057535756051,0.6266960930826275,0.6983240223463687,0.8435754189944135,1073.0,4463.0,2777.0,107.0,1204.0,647.0,static_nearest_ensemble,0.6983240223463687,0.7625055422541456,0.7544692737430169,0.6983240223463687,0.6773316674847255,0.6620025630660867,0,442.99999999999994,2751.6999999999985,1771.3999999999999,0.6983240223463687,0.8994413407821229,0.8435754189944135
task60_100k,calibration,task60,task60:static_nearest_ensemble:seed13:token_budget_r0.95_m4,token_budget_r0.95_m4,13,179,0.8994413407821229,0.011173184357541888,0.9110234626315039,8.897653736849609,1.0,8.921787709497206,5.0,155.45251396648044,1357.486033519553,754.072625698324,0.0,0.0,0.0,0.3071262025822805,0.7171228237183734,0.6266960930826275,0.6983240223463687,0.8435754189944135,1073.0,4463.0,2777.0,107.0,1160.0,647.0,static_nearest_ensemble,0.6983240223463687,0.7625055422541456,0.7544692737430169,0.6983240223463687,0.6761270880561131,0.6620025630660867,0,442.99999999999994,2733.1999999999994,1771.3999999999999,0.6983240223463687,0.8994413407821229,0.8435754189944135
task60_100k,calibration,task60,task60:static_nearest_ensemble:seed13:token_budget_r0.95_m5,token_budget_r0.95_m5,13,179,0.8994413407821229,0.011173184357541888,0.9110234626315039,8.897653736849609,1.0,8.921787709497206,5.0,155.45251396648044,1357.486033519553,754.072625698324,0.0,0.0,0.0,0.3071262025822805,0.7171228237183734,0.6266960930826275,0.6983240223463687,0.8435754189944135,1073.0,4463.0,2777.0,107.0,1160.0,647.0,static_nearest_ensemble,0.6983240223463687,0.7625055422541456,0.7544692737430169,0.6983240223463687,0.6761270880561131,0.6620025630660867,0,442.99999999999994,2733.1999999999994,1771.3999999999999,0.6983240223463687,0.8994413407821229,0.8435754189944135
task60_100k,calibration,task60,task60:static_nearest_ensemble:seed13:token_budget_r0.95_m6,token_budget_r0.95_m6,13,179,0.8994413407821229,0.011173184357541888,0.9110234626315039,8.897653736849609,1.0,8.921787709497206,5.0,155.45251396648044,1357.486033519553,754.072625698324,0.0,0.0,0.0,0.3071262025822805,0.7171228237183734,0.6266960930826275,0.6983240223463687,0.8435754189944135,1073.0,4463.0,2777.0,107.0,1160.0,647.0,static_nearest_ensemble,0.6983240223463687,0.7625055422541456,0.7544692737430169,0.6983240223463687,0.6761270880561131,0.6620025630660867,0,442.99999999999994,2733.1999999999994,1771.3999999999999,0.6983240223463687,0.8994413407821229,0.8435754189944135
task60_100k,calibration,task60,task60:static_nearest_ensemble:seed13:token_budget_r0.95_m7,token_budget_r0.95_m7,13,179,0.8994413407821229,0.011173184357541888,0.9110234626315039,8.897653736849609,1.0,8.921787709497206,5.0,155.45251396648044,1357.486033519553,754.072625698324,0.0,0.0,0.0,0.3071262025822805,0.7171228237183734,0.6266960930826275,0.6983240223463687,0.8435754189944135,1073.0,4463.0,2777.0,107.0,1160.0,647.0,static_nearest_ensemble,0.6983240223463687,0.7625055422541456,0.7544692737430169,0.6983240223463687,0.6761270880561131,0.6620025630660867,0,442.99999999999994,2733.1999999999994,1771.3999999999999,0.6983240223463687,0.8994413407821229,0.8435754189944135
task60_100k,calibration,task60,task60:static_nearest_ensemble:seed13:token_budget_r0.95_m8,token_budget_r0.95_m8,13,179,0.8994413407821229,0.011173184357541888,0.9127631016564062,8.723689834359384,1.0,8.910614525139664,5.0,155.45251396648044,1360.0782122905027,754.072625698324,0.0,0.0,0.0,0.3071262025822805,0.7185194717630663,0.6266960930826275,0.6983240223463687,0.8435754189944135,1073.0,4463.0,2777.0,107.0,1160.0,647.0,static_nearest_ensemble,0.6983240223463687,0.7625055422541456,0.7544692737430169,0.6983240223463687,0.6765662485787173,0.6620025630660867,0,442.99999999999994,2733.1999999999994,1771.3999999999999,0.6983240223463687,0.8994413407821229,0.8435754189944135
task60_100k,calibration,task60,task60:static_nearest_ensemble:seed13:token_budget_r0.92_m4,token_budget_r0.92_m4,13,179,0.8994413407821229,0.011173184357541888,0.8903877445430073,10.961225545699271,1.0,8.748603351955307,5.0,155.45251396648044,1326.7374301675977,754.072625698324,0.0,0.0,0.0,0.3071262025822805,0.7132476796197658,0.6266960930826275,0.6983240223463687,0.8435754189944135,1073.0,4191.0,2777.0,107.0,1145.0,647.0,static_nearest_ensemble,0.6983240223463687,0.7625055422541456,0.7544692737430169,0.6983240223463687,0.6736537091463255,0.6620025630660867,0,442.99999999999994,2733.1999999999994,1771.3999999999999,0.6983240223463687,0.8994413407821229,0.8435754189944135
task60_100k,calibration,task60,task60:static_nearest_ensemble:seed13:token_budget_r0.92_m5,token_budget_r0.92_m5,13,179,0.8994413407821229,0.011173184357541888,0.8903877445430073,10.961225545699271,1.0,8.748603351955307,5.0,155.45251396648044,1326.7374301675977,754.072625698324,0.0,0.0,0.0,0.3071262025822805,0.7132476796197658,0.6266960930826275,0.6983240223463687,0.8435754189944135,1073.0,4191.0,2777.0,107.0,1145.0,647.0,static_nearest_ensemble,0.6983240223463687,0.7625055422541456,0.7544692737430169,0.6983240223463687,0.6736537091463255,0.6620025630660867,0,442.99999999999994,2733.1999999999994,1771.3999999999999,0.6983240223463687,0.8994413407821229,0.8435754189944135
task60_100k,calibration,task60,task60:static_nearest_ensemble:seed13:token_budget_r0.92_m6,token_budget_r0.92_m6,13,179,0.8994413407821229,0.011173184357541888,0.8903877445430073,10.961225545699271,1.0,8.748603351955307,5.0,155.45251396648044,1326.7374301675977,754.072625698324,0.0,0.0,0.0,0.3071262025822805,0.7132476796197658,0.6266960930826275,0.6983240223463687,0.8435754189944135,1073.0,4191.0,2777.0,107.0,1145.0,647.0,static_nearest_ensemble,0.6983240223463687,0.7625055422541456,0.7544692737430169,0.6983240223463687,0.6736537091463255,0.6620025630660867,0,442.99999999999994,2733.1999999999994,1771.3999999999999,0.6983240223463687,0.8994413407821229,0.8435754189944135
task60_100k,calibration,task60,task60:static_nearest_ensemble:seed13:token_budget_r0.92_m7,token_budget_r0.92_m7,13,179,0.8994413407821229,0.011173184357541888,0.893192162626255,10.6807837373745,1.0,8.720670391061452,5.0,155.45251396648044,1330.9162011173185,754.072625698324,0.0,0.0,0.0,0.3071262025822805,0.7152029868823354,0.6266960930826275,0.6983240223463687,0.8435754189944135,1073.0,4191.0,2777.0,107.0,1145.0,647.0,static_nearest_ensemble,0.6983240223463687,0.7625055422541456,0.7544692737430169,0.6983240223463687,0.6745495691584493,0.6620025630660867,0,442.99999999999994,2733.1999999999994,1771.3999999999999,0.6983240223463687,0.8994413407821229,0.8435754189944135
