dataset,method,model,protocol,task_type,scope,query_split,corpus_scope,corpus_sampling,num_queries,num_skipped_no_gt,num_queries_with_gt,num_queries_with_gt_in_corpus,num_queries_gt_missing_from_corpus,num_gt_refs,num_gt_refs_in_corpus,num_gt_refs_missing_from_corpus,gt_query_coverage,gt_ref_coverage,gt_corpus_guardrail,num_corpus_chunks,num_total_corpus_chunks,num_total_queries,max_queries,max_corpus,top_k,metric_ks,num_seeds,seeds,n_clusters_requested,n_effective_arms_mean,context_dim_requested,candidate_arms,alpha,alpha_decay,alpha_min,avg_feedback_reward_mean,mrr@10_mean,mrr@10_std,mrr@1_mean,mrr@1_std,mrr@5_mean,mrr@5_std,ndcg@10_mean,ndcg@10_std,ndcg@1_mean,ndcg@1_std,ndcg@5_mean,ndcg@5_std,recall@10_mean,recall@10_std,recall@1_mean,recall@1_std,recall@5_mean,recall@5_std,elapsed_sec,notes
banking77,linucb_global,sentence-transformers/all-MiniLM-L6-v2,prequential,intent_retrieval_proxy,heldout_test,test,full,,3080,0,,,,,,,,,,10003,10003,3080,,,10,"1,5,10",3,13|17|19,77,77.0,64,3,1.0,0.01,0.3,0.7215367965367966,0.609429198447055,0.009277337629038472,0.557034632034632,0.008388667694838125,0.6037175324675321,0.009775912782487442,0.46015674031155523,0.004587650282992922,0.557034632034632,0.008388667694838125,0.4972018416601907,0.0013638075252327578,0.7215367965367966,0.00872941334635315,0.557034632034632,0.008388667694838125,0.6790043290043289,0.012595096559286758,72.143,Intent retrieval proxy/domain routing; do not mix with evidence retrieval conclusions.
cuad,linucb_global,sentence-transformers/all-MiniLM-L6-v2,prequential,evidence_retrieval,smoke_only,test,gt_anchored_10000,gt_anchored,79,21,79,79,0,1484,1484,0,1.0,1.0,pass,10000,675400,2550,100,10000,10,"1,5,10",3,13|17|19,32,32.0,64,3,1.0,0.01,0.3,0.036666666666666674,0.027466345187864175,0.009077863527966816,0.021097046413502112,0.01193429166559574,0.025457102672292547,0.009436982389432493,0.015493971459629155,0.002961982615894087,0.021097046413502112,0.01193429166559574,0.015217300145920187,0.004921238825892931,0.04641350210970464,0.005967145832797869,0.021097046413502112,0.01193429166559574,0.03375527426160337,0.00596714583279787,80.012,Sampled query/corpus scope; use only with matching comparison group. CUAD smoke/sample result; not a full-corpus held-out result. Corpus sample is GT-anchored: selected query GT chunks plus sampled distractors.
emanual,linucb_global,sentence-transformers/all-MiniLM-L6-v2,prequential,evidence_retrieval,heldout_test,test,full,,130,2,,,,,,,,,,18812,18812,1318,,,10,"1,5,10",3,13|17|19,32,32.0,64,3,1.0,0.01,0.3,0.11363636363636363,0.01817867317867318,0.004165162754864052,0.0,0.0,0.006623931623931624,0.003154876722272094,0.013767284128693083,0.0021378559623098773,0.0,0.0,0.003810872225431442,0.0017391045586722547,0.11538461538461538,0.03263569759322527,0.0,0.0,0.020512820512820513,0.009593993299420362,46.952,
pubmedqa,linucb_global,sentence-transformers/all-MiniLM-L6-v2,prequential,evidence_retrieval,full,train,full,,1000,0,,,,,,,,,,4348,4348,1000,,,10,"1,5,10",3,13|17|19,32,32.0,64,3,1.0,0.01,0.3,0.548,0.46374074074074073,0.018568001895046687,0.39266666666666666,0.021669230617526673,0.4624777777777777,0.01872261621741714,0.343953142392037,0.011133383349778845,0.39266666666666666,0.021669230617526673,0.335998776475066,0.011755295008032116,0.548,0.0158954920234218,0.39266666666666666,0.021669230617526673,0.5386666666666667,0.016759740119968728,64.951,"GT is abstract context section-level, not strict answer-supporting sentence evidence."
