scale,split,source_label,run_id,policy,seed,num_queries,hit@10,hit_delta_vs_dense@10,context_token_ratio_vs_dense@10,context_token_saving_percent_vs_dense@10,avg_context_chunks@1,avg_context_chunks@10,avg_context_chunks@5,avg_context_tokens@1,avg_context_tokens@10,avg_context_tokens@5,avg_missing_chunks@1,avg_missing_chunks@10,avg_missing_chunks@5,evidence_recall@1,evidence_recall@10,evidence_recall@5,hit@1,hit@5,max_context_tokens@1,max_context_tokens@10,max_context_tokens@5,median_context_tokens@1,median_context_tokens@10,median_context_tokens@5,method,mrr@1,mrr@10,mrr@5,ndcg@1,ndcg@10,ndcg@5,num_skipped_no_gt,p95_context_tokens@1,p95_context_tokens@10,p95_context_tokens@5,recall@1,recall@10,recall@5
task59_100k,calibration,task59,task59:static_nearest_ensemble:seed13:token_budget_r0.98_m4,token_budget_r0.98_m4,13,179,0.8547486033519553,0.027932960893854775,0.9438717687877369,5.612823121226307,1.0,8.994413407821229,5.0,170.62569832402235,1363.2513966480446,779.8212290502794,0.0,0.0,0.0,0.28945195411194274,0.7132761692384115,0.6157908515209612,0.6145251396648045,0.7877094972067039,1520.0,3967.0,3821.0,112.0,1255.0,656.0,static_nearest_ensemble,0.6145251396648045,0.689055156513257,0.6794227188081936,0.6145251396648045,0.6464686218552609,0.6197593357440774,0,499.29999999999995,2544.2,1784.5,0.6145251396648045,0.8547486033519553,0.7877094972067039
task59_100k,calibration,task59,task59:static_nearest_ensemble:seed13:token_budget_r0.98_m5,token_budget_r0.98_m5,13,179,0.8547486033519553,0.027932960893854775,0.9438717687877369,5.612823121226307,1.0,8.994413407821229,5.0,170.62569832402235,1363.2513966480446,779.8212290502794,0.0,0.0,0.0,0.28945195411194274,0.7132761692384115,0.6157908515209612,0.6145251396648045,0.7877094972067039,1520.0,3967.0,3821.0,112.0,1255.0,656.0,static_nearest_ensemble,0.6145251396648045,0.689055156513257,0.6794227188081936,0.6145251396648045,0.6464686218552609,0.6197593357440774,0,499.29999999999995,2544.2,1784.5,0.6145251396648045,0.8547486033519553,0.7877094972067039
task59_100k,calibration,task59,task59:static_nearest_ensemble:seed13:token_budget_r0.98_m6,token_budget_r0.98_m6,13,179,0.8547486033519553,0.027932960893854775,0.9438717687877369,5.612823121226307,1.0,8.994413407821229,5.0,170.62569832402235,1363.2513966480446,779.8212290502794,0.0,0.0,0.0,0.28945195411194274,0.7132761692384115,0.6157908515209612,0.6145251396648045,0.7877094972067039,1520.0,3967.0,3821.0,112.0,1255.0,656.0,static_nearest_ensemble,0.6145251396648045,0.689055156513257,0.6794227188081936,0.6145251396648045,0.6464686218552609,0.6197593357440774,0,499.29999999999995,2544.2,1784.5,0.6145251396648045,0.8547486033519553,0.7877094972067039
task59_100k,calibration,task59,task59:static_nearest_ensemble:seed13:token_budget_r0.98_m7,token_budget_r0.98_m7,13,179,0.8547486033519553,0.027932960893854775,0.9438717687877369,5.612823121226307,1.0,8.994413407821229,5.0,170.62569832402235,1363.2513966480446,779.8212290502794,0.0,0.0,0.0,0.28945195411194274,0.7132761692384115,0.6157908515209612,0.6145251396648045,0.7877094972067039,1520.0,3967.0,3821.0,112.0,1255.0,656.0,static_nearest_ensemble,0.6145251396648045,0.689055156513257,0.6794227188081936,0.6145251396648045,0.6464686218552609,0.6197593357440774,0,499.29999999999995,2544.2,1784.5,0.6145251396648045,0.8547486033519553,0.7877094972067039
task59_100k,calibration,task59,task59:static_nearest_ensemble:seed13:token_budget_r0.98_m8,token_budget_r0.98_m8,13,179,0.8547486033519553,0.027932960893854775,0.9443049823426796,5.569501765732044,1.0,8.988826815642458,5.0,170.62569832402235,1363.877094972067,779.8212290502794,0.0,0.0,0.0,0.28945195411194274,0.7132761692384115,0.6157908515209612,0.6145251396648045,0.7877094972067039,1520.0,4079.0,3821.0,112.0,1255.0,656.0,static_nearest_ensemble,0.6145251396648045,0.689055156513257,0.6794227188081936,0.6145251396648045,0.6464686218552609,0.6197593357440774,0,499.29999999999995,2544.2,1784.5,0.6145251396648045,0.8547486033519553,0.7877094972067039
task59_100k,calibration,task59,task59:static_nearest_ensemble:seed13:token_budget_r0.95_m4,token_budget_r0.95_m4,13,179,0.8491620111731844,0.022346368715083775,0.9207412593363322,7.925874066366778,1.0,8.893854748603353,5.0,170.62569832402235,1329.8435754189943,779.8212290502794,0.0,0.0,0.0,0.28945195411194274,0.7058273796667169,0.6157908515209612,0.6145251396648045,0.7877094972067039,1520.0,3911.0,3821.0,112.0,1152.0,656.0,static_nearest_ensemble,0.6145251396648045,0.6884344240489491,0.6794227188081936,0.6145251396648045,0.6433679186978906,0.6197593357440774,0,499.29999999999995,2515.1,1784.5,0.6145251396648045,0.8491620111731844,0.7877094972067039
task59_100k,calibration,task59,task59:static_nearest_ensemble:seed13:token_budget_r0.95_m5,token_budget_r0.95_m5,13,179,0.8491620111731844,0.022346368715083775,0.9207412593363322,7.925874066366778,1.0,8.893854748603353,5.0,170.62569832402235,1329.8435754189943,779.8212290502794,0.0,0.0,0.0,0.28945195411194274,0.7058273796667169,0.6157908515209612,0.6145251396648045,0.7877094972067039,1520.0,3911.0,3821.0,112.0,1152.0,656.0,static_nearest_ensemble,0.6145251396648045,0.6884344240489491,0.6794227188081936,0.6145251396648045,0.6433679186978906,0.6197593357440774,0,499.29999999999995,2515.1,1784.5,0.6145251396648045,0.8491620111731844,0.7877094972067039
task59_100k,calibration,task59,task59:static_nearest_ensemble:seed13:token_budget_r0.95_m6,token_budget_r0.95_m6,13,179,0.8491620111731844,0.022346368715083775,0.921913256721579,7.808674327842102,1.0,8.87709497206704,5.0,170.62569832402235,1331.536312849162,779.8212290502794,0.0,0.0,0.0,0.28945195411194274,0.7076895770596406,0.6157908515209612,0.6145251396648045,0.7877094972067039,1520.0,3911.0,3821.0,112.0,1158.0,656.0,static_nearest_ensemble,0.6145251396648045,0.6884344240489491,0.6794227188081936,0.6145251396648045,0.6443017759882046,0.6197593357440774,0,499.29999999999995,2515.1,1784.5,0.6145251396648045,0.8491620111731844,0.7877094972067039
task59_100k,calibration,task59,task59:static_nearest_ensemble:seed13:token_budget_r0.95_m7,token_budget_r0.95_m7,13,179,0.8491620111731844,0.022346368715083775,0.9219712763941159,7.802872360588409,1.0,8.88268156424581,5.0,170.62569832402235,1331.6201117318435,779.8212290502794,0.0,0.0,0.0,0.28945195411194274,0.7076895770596406,0.6157908515209612,0.6145251396648045,0.7877094972067039,1520.0,3911.0,3821.0,112.0,1158.0,656.0,static_nearest_ensemble,0.6145251396648045,0.6884344240489491,0.6794227188081936,0.6145251396648045,0.6443017759882046,0.6197593357440774,0,499.29999999999995,2515.1,1784.5,0.6145251396648045,0.8491620111731844,0.7877094972067039
task59_100k,calibration,task59,task59:static_nearest_ensemble:seed13:token_budget_r0.95_m8,token_budget_r0.95_m8,13,179,0.8491620111731844,0.022346368715083775,0.9273593699837158,7.2640630016284184,1.0,8.871508379888269,5.0,170.62569832402235,1339.4022346368715,779.8212290502794,0.0,0.0,0.0,0.28945195411194274,0.7076895770596406,0.6157908515209612,0.6145251396648045,0.7877094972067039,1520.0,4079.0,3821.0,112.0,1206.0,656.0,static_nearest_ensemble,0.6145251396648045,0.6884344240489491,0.6794227188081936,0.6145251396648045,0.6443017759882046,0.6197593357440774,0,499.29999999999995,2515.1,1784.5,0.6145251396648045,0.8491620111731844,0.7877094972067039
