seed,baseline_hit@10,baseline_only_hits,baseline_run_id,baseline_tokens_mean,contrast,evidence_recall_delta_ci_high,evidence_recall_delta_ci_low,evidence_recall_delta_mean,hit_delta_ci_high,hit_delta_ci_low,hit_delta_mean,hit_losses,hit_ties,hit_wins,mcnemar_p_two_sided,method_dense_saving_pct,method_hit@10,method_label,method_only_hits,method_run_id,method_score_threshold,method_selector,method_tokens_mean,mrr_delta_mean,ndcg_delta_mean,noninferior_by_ci,noninferior_margin,num_queries,reference_dense_saving_pct,reference_score_threshold,reference_selector,saving_target_pct,scale,token_delta_ci_high,token_delta_ci_low,token_delta_mean,token_down_hit_better,token_down_hit_same,token_down_hit_worse,token_down_nonworse_rate,token_ratio,token_saving_ci_high,token_saving_ci_low,token_saving_mean,token_saving_percent,token_saving_wilcoxon_p_greater
17,0.8537170263788969,0,random_feedback:target20,1202.9112709832134,geometry_effect_feedback,0.002141144227475162,-0.002997601918465228,-0.00022838871759735095,0.0,0.0,0.0,0,417,0,1.0,18.32941841750402,0.8537170263788969,geometry_feedback,0,geometry_feedback:target20,0.3354609640230188,geometry_feedback,1205.1103117505995,2.6645350386357552e-05,-4.956870269720588e-05,True,0.0,417,17.943255470007387,0.2662114092890936,random_feedback,20.0,100k,19.168105515587488,-18.97332134292565,2.199040767386091,0,24,0,0.05755395683453238,1.0018280988967614,18.729076738609113,-19.846702637889678,-2.199040767386091,-0.18280988967613876,0.7092728258307951
19,0.8537170263788969,0,random_feedback:target20,1208.2877697841727,geometry_effect_feedback,0.001199040767386091,-0.0031974420463629096,-0.0007993605115907274,0.0,0.0,0.0,0,417,0,1.0,18.32941841750402,0.8537170263788969,geometry_feedback,0,geometry_feedback:target20,0.38713739041778533,geometry_feedback,1195.904076738609,2.6645350386357552e-05,-0.0004205835502329605,True,0.0,417,17.943255470007387,0.2846037304519992,random_feedback,20.0,100k,1.8908273381294902,-34.08249400479615,-12.383693045563549,0,32,0,0.07673860911270983,0.9897510399796766,33.014928057553945,-2.198141486810549,12.383693045563549,1.0248960020323383,0.3252539012771145
13,0.8657074340527577,4,random_no_feedback:target5,1406.5539568345323,geometry_effect_no_feedback,0.0006302101176201866,-0.012607057211373757,-0.005491321228731301,0.002398081534772182,-0.019184652278177457,-0.007194244604316547,4,412,1,0.375,5.0017943364217645,0.8585131894484412,geometry_no_feedback,1,geometry_no_feedback:target5,0.4415777623653412,geometry_no_feedback,1392.5395683453237,-0.0007394084732214229,-0.0014548124657349254,False,0.0,417,3.613576058114746,0.353013277053833,random_no_feedback,5.0,100k,6.9908273381294945,-34.01948441247002,-14.014388489208633,0,121,4,0.290167865707434,0.9900363662402627,34.09454436450837,-8.42643884892086,14.014388489208633,0.99636337597373,1.8564074367867937e-05
17,0.8705035971223022,3,random_no_feedback:target5,1433.3453237410072,geometry_effect_no_feedback,-0.002540110768528039,-0.013204793308210571,-0.007405504168094096,0.0,-0.016786570743405275,-0.007194244604316547,3,414,0,0.25,5.0017943364217645,0.8633093525179856,geometry_no_feedback,0,geometry_no_feedback:target5,0.44373664259910583,geometry_no_feedback,1394.5395683453237,-0.0007727151612043698,-0.0027945043861909206,False,0.0,417,3.613576058114746,0.36882179975509644,random_no_feedback,5.0,100k,-23.081954436450864,-55.283812949640286,-38.805755395683455,0,114,3,0.2733812949640288,0.9729264436469496,54.15353717026379,22.46846522781775,38.805755395683455,2.707355635305042,2.8872436611041217e-09
19,0.8657074340527577,3,random_no_feedback:target5,1411.0887290167866,geometry_effect_no_feedback,-0.0003340184994861258,-0.011651036313806096,-0.005792508850062807,0.004796163069544364,-0.014388489208633094,-0.004796163069544364,3,413,1,0.625,5.0017943364217645,0.8609112709832134,geometry_no_feedback,1,geometry_no_feedback:target5,0.45456963777542114,geometry_no_feedback,1402.68345323741,-0.0004996003197442046,-0.002067898152931872,False,0.0,417,3.613576058114746,0.3524777293205261,random_no_feedback,5.0,100k,15.208333333333309,-30.20923261390887,-8.405275779376499,0,123,3,0.2949640287769784,0.9940434108737917,30.204316546762588,-14.679076738609087,8.405275779376499,0.5956589126208334,3.98489500418193e-05
13,0.8609112709832134,9,random_no_feedback:target10,1336.820143884892,geometry_effect_no_feedback,-0.0017800045677743629,-0.023961402306726044,-0.012105553652316242,-0.004796163069544364,-0.03357314148681055,-0.019184652278177457,9,407,1,0.021484375,10.137674539997384,0.841726618705036,geometry_no_feedback,1,geometry_no_feedback:target10,0.4415777623653412,geometry_no_feedback,1320.4172661870505,-0.0024694530090213543,-0.003870516167378508,False,0.0,417,8.975433903171071,0.29120445251464844,random_no_feedback,10.0,100k,12.600119904076722,-46.09532374100719,-16.402877697841728,0,127,9,0.30455635491606714,0.9877299292856452,46.74124700239807,-11.852637889688246,16.402877697841728,1.227007071435482,0.20330514249339277
17,0.8585131894484412,6,random_no_feedback:target10,1346.3213429256596,geometry_effect_no_feedback,0.0006303766510601025,-0.018894217958966158,-0.008498439343763086,0.002398081534772182,-0.023980815347721823,-0.009592326139088728,6,409,2,0.2890625,10.137674539997384,0.8489208633093526,geometry_no_feedback,2,geometry_no_feedback:target10,0.44373664259910583,geometry_no_feedback,1321.549160671463,-0.0013969776559704615,-0.0023957631430931267,False,0.0,417,8.975433903171071,0.30292809009552,random_no_feedback,10.0,100k,12.360011990407646,-64.01312949640284,-24.772182254196643,0,126,6,0.302158273381295,0.981600096897844,66.76235011990406,-11.276558752997596,24.772182254196643,1.8399903102156001,0.16042658987455816
19,0.8609112709832134,7,random_no_feedback:target10,1331.369304556355,geometry_effect_no_feedback,0.0006086083514141075,-0.018970002569373073,-0.008435156636595484,-0.002398081534772182,-0.02877697841726619,-0.014388489208633094,7,409,1,0.0703125,10.137674539997384,0.8465227817745803,geometry_no_feedback,1,geometry_no_feedback:target10,0.45456963777542114,geometry_no_feedback,1321.2853717026378,-0.00196319135168056,-0.0013507716232085392,False,0.0,417,8.975433903171071,0.2908981442451477,random_no_feedback,10.0,100k,31.27619904076732,-54.683872901678626,-10.083932853717027,0,127,7,0.30455635491606714,0.9924258935374228,54.132793764987994,-31.141966426858513,10.083932853717027,0.7574106462577168,0.5747202838449682
13,0.8561151079136691,4,random_no_feedback:target15,1282.7242206235012,geometry_effect_no_feedback,0.002740947785136569,-0.015324251421373721,-0.005973383705336072,-0.002398081534772182,-0.019184652278177457,-0.009592326139088728,4,413,0,0.125,13.72477054243333,0.8465227817745803,geometry_no_feedback,0,geometry_no_feedback:target15,0.37102270126342773,geometry_no_feedback,1270.0263788968825,-0.0011324273914201971,-0.0005458012755118675,False,0.0,417,13.018835095045455,0.24503621459007263,random_no_feedback,15.0,100k,16.016906474820143,-41.24754196642686,-12.697841726618705,0,220,4,0.5275779376498801,0.9901008794232898,42.1851318944844,-14.821282973621102,12.697841726618705,0.9899120576710163,0.010328303868468214
17,0.8537170263788969,3,random_no_feedback:target15,1286.8561151079136,geometry_effect_no_feedback,-0.0001594110590017335,-0.017938511259957546,-0.008445345529815886,0.004796163069544364,-0.014388489208633094,-0.004796163069544364,3,413,1,0.625,13.72477054243333,0.8489208633093526,geometry_no_feedback,1,geometry_no_feedback:target15,0.3576866388320923,geometry_no_feedback,1264.609112709832,-0.0005995203836930455,-0.0029550600932221026,False,0.0,417,13.018835095045455,0.25730687379837036,random_no_feedback,15.0,100k,3.1619904076738403,-49.793884892086325,-22.247002398081534,0,217,3,0.5203836930455635,0.9827121290897266,49.45257793764987,-3.704916067146279,22.247002398081534,1.7287870910273395,0.0010637564076581459
19,0.8561151079136691,4,random_no_feedback:target15,1266.6019184652278,geometry_effect_no_feedback,0.00011042229807732498,-0.01602446457522741,-0.007210013449160063,-0.002398081534772182,-0.019184652278177457,-0.009592326139088728,4,413,0,0.125,13.72477054243333,0.8465227817745803,geometry_no_feedback,0,geometry_no_feedback:target15,0.38991880416870117,geometry_no_feedback,1270.4124700239809,-0.0011324273914201971,-0.0010915561408139124,False,0.0,417,13.018835095045455,0.23551645874977112,random_no_feedback,15.0,100k,34.51205035971221,-26.948561151079133,3.8105515587529974,0,214,4,0.513189448441247,1.0030084839626412,27.71252997601918,-34.65443645083931,-3.8105515587529974,-0.3008483962641195,0.15550793745294728
13,0.8537170263788969,1,random_no_feedback:target20,1230.2470023980816,geometry_effect_no_feedback,0.0009116534582454926,-0.009649726703187384,-0.004296055617067773,0.011990407673860911,-0.004796163069544364,0.002398081534772182,1,414,2,1.0,17.54442341989647,0.8561151079136691,geometry_no_feedback,2,geometry_no_feedback:target20,0.2659912705421448,geometry_no_feedback,1209.515587529976,0.0002664535038635758,-0.0022516346628519627,False,0.0,417,16.608106050719908,0.22009716928005219,random_no_feedback,20.0,100k,0.1996402877697809,-40.797661870503596,-20.731414868105517,2,165,1,0.40047961630695444,0.9831485751823054,40.79244604316545,-0.9715227817745755,20.731414868105517,1.6851424817694638,1.0003333965807572e-09
17,0.8537170263788969,1,random_no_feedback:target20,1230.9616306954435,geometry_effect_no_feedback,-0.0006817411423898659,-0.01203796896801114,-0.0061228193143350665,0.009592326139088728,-0.004796163069544364,0.002398081534772182,1,414,2,1.0,17.54442341989647,0.8561151079136691,geometry_no_feedback,2,geometry_no_feedback:target20,0.2292739897966385,geometry_no_feedback,1208.0167865707433,0.0002664535038635758,-0.0032928592800809857,False,0.0,417,16.608106050719908,0.23607859015464783,random_no_feedback,20.0,100k,-3.4121702637889704,-42.3751798561151,-22.94484412470024,2,163,1,0.39568345323741005,0.98136022800992,42.017086330935236,3.9589928057554,22.94484412470024,1.8639771990080045,8.803197908531084e-11
19,0.8561151079136691,2,random_no_feedback:target20,1216.673860911271,geometry_effect_no_feedback,0.0010281575083268151,-0.009408542131811791,-0.004198793525263384,0.009592326139088728,-0.009592326139088728,0.0,2,413,2,1.0,17.54442341989647,0.8561151079136691,geometry_no_feedback,2,geometry_no_feedback:target20,0.28702032566070557,geometry_no_feedback,1219.0551558752998,0.0,-0.002418095149833367,False,0.0,417,16.608106050719908,0.20823700726032257,random_no_feedback,20.0,100k,20.646942446043155,-15.261510791366906,2.381294964028777,2,145,2,0.35251798561151076,1.0019572171643805,15.136750599520383,-21.45665467625899,-2.381294964028777,-0.19572171643804648,7.31386197242734e-05
13,0.8657074340527577,0,random_no_feedback:target5,1406.5539568345323,feedback_effect_random,0.0017169738235385651,-0.008881881992540017,-0.0035973579697221474,0.011990407673860911,0.0,0.004796163069544364,0,415,2,0.5,5.1511592500761205,0.8705035971223022,random_feedback,2,random_feedback:target5,0.6947486705214504,random_feedback,1394.3501199040768,0.0005129229949373834,-0.003749043130588457,True,0.0,417,3.613576058114746,0.353013277053833,random_no_feedback,5.0,100k,11.604316546762577,-35.93585131894485,-12.203836930455635,0,78,0,0.18705035971223022,0.9913235913409818,33.907913669064726,-12.826438848920853,12.203836930455635,0.8676408659018198,0.19787495921336457
17,0.8705035971223022,2,random_no_feedback:target5,1433.3453237410072,feedback_effect_random,-0.0044062428069188185,-0.01396418571964342,-0.008964968643088215,0.0,-0.011990407673860911,-0.004796163069544364,2,415,0,0.5,5.1511592500761205,0.8657074340527577,random_feedback,0,random_feedback:target5,0.6896125079221331,random_feedback,1386.9544364508392,-0.0005928590460964561,-0.00613159609281795,False,0.0,417,3.613576058114746,0.36882179975509644,random_no_feedback,5.0,100k,-23.50485611510792,-71.82158273381295,-46.39088729016787,0,90,2,0.2158273381294964,0.9676345354313582,71.7149880095923,22.65947242206235,46.39088729016787,3.2365464568641755,0.0033459073870577786
19,0.8657074340527577,2,random_no_feedback:target5,1411.0887290167866,feedback_effect_random,0.0009281379568684135,-0.013638141882374085,-0.006037310769387178,0.009592326139088728,-0.009592326139088728,0.0,2,413,2,1.0,5.1511592500761205,0.8657074340527577,random_feedback,2,random_feedback:target5,0.7273484368071328,random_feedback,1401.8705035971223,-5.3290700772715104e-05,-0.004718350858235872,False,0.0,417,3.613576058114746,0.3524777293205261,random_no_feedback,5.0,100k,15.701019184652235,-32.23129496402877,-9.218225419664268,0,72,2,0.17266187050359713,0.9934672956915421,33.020203836930435,-14.74988009592326,9.218225419664268,0.6532704308457871,0.26142656604077685
13,0.8609112709832134,2,random_no_feedback:target10,1336.820143884892,feedback_effect_random,0.004269859079149573,-0.011552536109640427,-0.003615438743198605,0.016786570743405275,-0.004796163069544364,0.004796163069544364,2,411,4,0.6875,10.585388664143712,0.8657074340527577,random_feedback,4,random_feedback:target10,0.6201407551366837,random_feedback,1332.707434052758,0.00047961630695443646,-0.004117685579608317,False,0.0,417,8.975433903171071,0.29120445251464844,random_no_feedback,10.0,100k,24.488489208633087,-33.308752997601914,-4.112709832134293,0,105,2,0.2517985611510791,0.996923512971474,32.67476019184651,-23.487050359712217,4.112709832134293,0.30764870285260315,0.9331495591425805
