seed,baseline_hit@10,baseline_only_hits,baseline_run_id,baseline_tokens_mean,contrast,evidence_recall_delta_ci_high,evidence_recall_delta_ci_low,evidence_recall_delta_mean,hit_delta_ci_high,hit_delta_ci_low,hit_delta_mean,hit_losses,hit_ties,hit_wins,mcnemar_p_two_sided,method_dense_saving_pct,method_hit@10,method_label,method_only_hits,method_run_id,method_score_threshold,method_selector,method_tokens_mean,mrr_delta_mean,ndcg_delta_mean,noninferior_by_ci,noninferior_margin,num_queries,reference_dense_saving_pct,reference_score_threshold,reference_selector,saving_target_pct,scale,token_delta_ci_high,token_delta_ci_low,token_delta_mean,token_down_hit_better,token_down_hit_same,token_down_hit_worse,token_down_nonworse_rate,token_ratio,token_saving_ci_high,token_saving_ci_low,token_saving_mean,token_saving_percent,token_saving_wilcoxon_p_greater
17,0.8585131894484412,4,random_no_feedback:target10,1346.3213429256596,feedback_effect_random,-0.0008423238271601063,-0.015370507594521483,-0.007655064185701744,0.011990407673860911,-0.014388489208633094,0.0,4,409,4,1.0,10.585388664143712,0.8585131894484412,random_feedback,4,random_feedback:target10,0.5799361993103358,random_feedback,1286.841726618705,-0.00018937231167446989,-0.005888549180637384,False,0.0,417,8.975433903171071,0.30292809009552,random_no_feedback,10.0,100k,-24.776438848920865,-102.07523980815347,-59.47961630695443,0,139,4,0.3333333333333333,0.9558206392407769,102.22841726618705,21.581414868105522,59.47961630695443,4.417936075922313,0.060045004680677215
19,0.8609112709832134,5,random_no_feedback:target10,1331.369304556355,feedback_effect_random,0.0027994385354531697,-0.0157624246922808,-0.00622620727123332,0.007194244604316547,-0.019184652278177457,-0.004796163069544364,5,409,3,0.7265625,10.585388664143712,0.8561151079136691,random_feedback,3,random_feedback:target10,0.6163558873067024,random_feedback,1323.9568345323742,-0.0006261657340794031,-0.004336326929566614,False,0.0,417,8.975433903171071,0.2908981442451477,random_no_feedback,10.0,100k,32.99400479616303,-48.99088729016784,-7.4124700239808154,0,112,5,0.2685851318944844,0.9944324463553327,49.32038369304548,-32.5956834532374,7.4124700239808154,0.5567553644667322,0.9184132540817127
13,0.8561151079136691,3,random_no_feedback:target15,1282.7242206235012,feedback_effect_random,0.0010832783989258804,-0.01479359910340126,-0.0067325360490828115,0.011990407673860911,-0.011990407673860911,0.0,3,411,3,1.0,14.23713515159423,0.8561151079136691,random_feedback,3,random_feedback:target15,0.48997444330774675,random_feedback,1272.757793764988,-0.00011324273914201964,-0.004046165417871121,False,0.0,417,13.018835095045455,0.24503621459007263,random_no_feedback,15.0,100k,20.836330935251787,-46.38051558752996,-9.96642685851319,0,133,3,0.31894484412470026,0.9922302653226048,47.849580335731375,-22.693525179856113,9.96642685851319,0.7769734677395168,0.9238282679329208
17,0.8537170263788969,2,random_no_feedback:target15,1286.8561151079136,feedback_effect_random,0.0035782045359383434,-0.011251008933113246,-0.004033396659295941,0.019184652278177457,-0.004796163069544364,0.007194244604316547,2,410,5,0.453125,14.23713515159423,0.8609112709832134,random_feedback,5,random_feedback:target15,0.454683097301959,random_feedback,1248.4604316546763,0.0006594724220623502,-0.0038788121595374693,False,0.0,417,13.018835095045455,0.25730687379837036,random_no_feedback,15.0,100k,-3.0882494004796186,-78.61241007194243,-38.39568345323741,0,159,2,0.381294964028777,0.9701631884074177,79.17535971223016,5.0871702637889715,38.39568345323741,2.9836811592582335,0.19492813212142868
19,0.8561151079136691,4,random_no_feedback:target15,1266.6019184652278,feedback_effect_random,0.0018136983919357947,-0.016259769240884347,-0.006942368183375378,0.004856115107913342,-0.016786570743405275,-0.004796163069544364,4,411,2,0.6875,14.23713515159423,0.8513189448441247,random_feedback,2,random_feedback:target15,0.4693940846092788,random_feedback,1261.232613908873,-0.0006528110844657607,-0.003667977938122355,False,0.0,417,13.018835095045455,0.23551645874977112,random_no_feedback,15.0,100k,33.1884292565947,-47.67134292565947,-5.369304556354916,0,154,4,0.36930455635491605,0.9957608586580534,44.561570743405234,-34.239868105515576,5.369304556354916,0.4239141341946584,0.5733578295395995
13,0.8537170263788969,0,random_no_feedback:target20,1230.2470023980816,feedback_effect_random,0.0,-0.005995203836930456,-0.002398081534772182,0.0,0.0,0.0,0,417,0,1.0,17.943255470007387,0.8537170263788969,random_feedback,0,random_feedback:target20,0.27194779812665276,random_feedback,1207.7985611510792,0.0,-0.000842181370972525,True,0.0,417,16.608106050719908,0.22009716928005219,random_no_feedback,20.0,100k,-9.858033573141489,-35.73387290167865,-22.4484412470024,0,56,0,0.1342925659472422,0.9817528990493418,36.42176258992804,9.530335731414873,22.4484412470024,1.824710095065818,0.05413576985218765
17,0.8537170263788969,0,random_no_feedback:target20,1230.9616306954435,feedback_effect_random,0.00037147770960719586,-0.007532571345520985,-0.0033455486692896773,0.0,0.0,0.0,0,417,0,1.0,17.943255470007387,0.8537170263788969,random_feedback,0,random_feedback:target20,0.2662114092890936,random_feedback,1202.9112709832134,-2.6645350386357552e-05,-0.0017874826666162526,True,0.0,417,16.608106050719908,0.23607859015464783,random_no_feedback,20.0,100k,-15.884892086330948,-41.59088729016786,-28.050359712230215,0,52,0,0.12470023980815348,0.9772126449657226,41.75827338129495,15.364028776978417,28.050359712230215,2.2787355034277423,0.010333139443091702
19,0.8561151079136691,1,random_no_feedback:target20,1216.673860911271,feedback_effect_random,0.0015987210231814548,-0.004796163069544364,-0.001199040767386091,0.0,-0.007194244604316547,-0.002398081534772182,1,416,0,1.0,17.943255470007387,0.8537170263788969,random_feedback,0,random_feedback:target20,0.2846037304519992,random_feedback,1208.2877697841727,-0.00029309885424993337,-0.0004347659378311806,False,0.0,417,16.608106050719908,0.20823700726032257,random_no_feedback,20.0,100k,4.053237410071939,-21.671942446043165,-8.386091127098322,0,34,1,0.0815347721822542,0.9931073631179869,21.21618705035971,-4.453956834532373,8.386091127098322,0.6892636882013137,0.34610830929636405
13,0.8609112709832134,1,dense_budget_only:target5,1322.4028776978416,selector_vs_budget_only,0.0107261852855378,-4.0766088427959205e-05,0.005119410964734705,0.014388489208633094,-0.004796163069544364,0.004796163069544364,1,413,3,0.625,3.9954978467962885,0.8657074340527577,geometry_feedback,3,geometry_feedback:target5,0.9301249198330068,geometry_feedback,1411.8705035971223,0.00041966426858513193,0.0021025449273186234,False,0.0,417,10.04795771890904,-inf,dense_budget_only,5.0,100k,116.85503597122302,64.93129496402878,89.46762589928058,0,64,1,0.15347721822541965,1.0676553472532015,-64.26804556354918,-115.03459232613908,-89.46762589928058,-6.765534725320155,1.0
17,0.8609112709832134,0,dense_budget_only:target5,1322.4028776978416,selector_vs_budget_only,0.014908708314733492,0.0018620622982133785,0.008210747419380512,0.019184652278177457,0.002398081534772182,0.009592326139088728,0,413,4,0.125,3.9954978467962885,0.8705035971223022,geometry_feedback,4,geometry_feedback:target5,0.893437709139039,geometry_feedback,1411.021582733813,0.0009592326139088729,0.0036036700472607225,True,0.0,417,10.04795771890904,-inf,dense_budget_only,5.0,100k,114.00005995203837,65.6640887290168,88.61870503597122,0,67,0,0.1606714628297362,1.0670133939743436,-66.62314148681055,-113.03387290167866,-88.61870503597122,-6.701339397434358,1.0
19,0.8609112709832134,0,dense_budget_only:target5,1322.4028776978416,selector_vs_budget_only,0.01089952821292749,0.0014676235202314345,0.005984562998951488,0.016786570743405275,0.0,0.007194244604316547,0,414,3,0.25,3.9954978467962885,0.86810551558753,geometry_feedback,3,geometry_feedback:target5,0.9159969741897146,geometry_feedback,1411.2517985611512,0.0007194244604316547,0.0030935982698092395,True,0.0,417,10.04795771890904,-inf,dense_budget_only,5.0,100k,113.84790167865705,65.90989208633094,88.84892086330935,0,68,0,0.1630695443645084,1.0671874829991188,-66.95821342925659,-115.19490407673861,-88.84892086330935,-6.718748299911881,1.0
13,0.8609112709832134,0,dense_budget_only:target10,1322.4028776978416,selector_vs_budget_only,0.0,0.0,0.0,0.0,0.0,0.0,0,417,0,1.0,9.506448736352166,0.8609112709832134,geometry_feedback,0,geometry_feedback:target10,0.38951424724665046,geometry_feedback,1329.6235011990407,0.0,0.0,True,0.0,417,10.04795771890904,-inf,dense_budget_only,10.0,100k,13.319124700239808,0.25833333333333447,7.220623501199041,0,1,0,0.002398081534772182,1.0054602297249755,-0.5467026378896886,-13.020803357314145,-7.220623501199041,-0.5460229724975507,0.9991536573549863
17,0.8609112709832134,0,dense_budget_only:target10,1322.4028776978416,selector_vs_budget_only,0.0021411442274751626,0.0,0.0007708119218910585,0.0,0.0,0.0,0,417,0,1.0,9.506448736352166,0.8609112709832134,geometry_feedback,0,geometry_feedback:target10,0.3354609640230188,geometry_feedback,1332.904076738609,0.0,0.0004231796871651963,True,0.0,417,10.04795771890904,-inf,dense_budget_only,10.0,100k,17.422601918465226,2.9588729016786575,10.501199040767386,0,1,0,0.002398081534772182,1.00794099832802,-2.7251798561151155,-17.84730215827338,-10.501199040767386,-0.7940998328020088,0.9993638303737079
19,0.8609112709832134,0,dense_budget_only:target10,1322.4028776978416,selector_vs_budget_only,0.0017985611510791368,0.0,0.0005995203836930455,0.0,0.0,0.0,0,417,0,1.0,9.506448736352166,0.8609112709832134,geometry_feedback,0,geometry_feedback:target10,0.38713739041778533,geometry_feedback,1328.5635491606715,0.0,0.00027061184975763836,True,0.0,417,10.04795771890904,-inf,dense_budget_only,10.0,100k,11.726858513189446,-0.5062350119904072,6.160671462829736,0,1,0,0.002398081534772182,1.004658694840074,0.5089928057553924,-12.036390887290167,-6.160671462829736,-0.46586948400739736,0.9974842897655285
13,0.8585131894484412,4,dense_budget_only:target15,1288.9088729016787,selector_vs_budget_only,-0.00036357326290036024,-0.01943239452325287,-0.00948339701130572,0.009592326139088728,-0.014388489208633094,-0.002398081534772182,4,410,3,1.0,13.796272130149202,0.8561151079136691,geometry_feedback,3,geometry_feedback:target15,0.7541204010831316,geometry_feedback,1271.326139088729,-0.0005053100376841384,-0.005334179744948966,False,0.0,417,12.326275610074378,-inf,dense_budget_only,15.0,100k,15.269784172661838,-47.57673860911271,-17.58273381294964,0,177,4,0.4244604316546763,0.9863584352760593,50.762889688249395,-13.036570743405271,17.58273381294964,1.3641564723940736,0.0710243027707433
17,0.8585131894484412,6,dense_budget_only:target15,1288.9088729016787,selector_vs_budget_only,-0.0008186840212857385,-0.021692665497397567,-0.010597743629249461,0.002398081534772182,-0.023980815347721823,-0.009592326139088728,6,409,2,0.2890625,13.796272130149202,0.8489208633093526,geometry_feedback,2,geometry_feedback:target15,0.709152257364208,geometry_feedback,1266.9112709832134,-0.0013379772372578127,-0.0052201763744637196,False,0.0,417,12.326275610074378,-inf,dense_budget_only,15.0,100k,4.348141486810549,-49.228597122302155,-21.99760191846523,0,182,6,0.4364508393285372,0.9829331596818456,49.843345323741,-4.6534172661870485,21.99760191846523,1.706684031815442,0.071077343040508
19,0.8585131894484412,4,dense_budget_only:target15,1288.9088729016787,selector_vs_budget_only,-0.004497915997698932,-0.023916590455057955,-0.013755217650032835,-0.002398081534772182,-0.019184652278177457,-0.009592326139088728,4,413,0,0.125,13.796272130149202,0.8489208633093526,geometry_feedback,0,geometry_feedback:target15,0.7292100693809664,geometry_feedback,1263.6570743405275,-0.0012513798485021506,-0.00678952159121137,False,0.0,417,12.326275610074378,-inf,dense_budget_only,15.0,100k,1.7130695443644646,-50.627458033573134,-25.25179856115108,0,187,4,0.44844124700239807,0.9804083910879575,51.59850119904075,0.6516187050359766,25.25179856115108,1.959160891204248,0.017681235079218826
13,0.8513189448441247,1,dense_budget_only:target20,1207.1870503597122,selector_vs_budget_only,0.008486871422402302,-0.0001611227438410508,0.004110422663511228,0.011990407673860911,-0.004796163069544364,0.002398081534772182,1,414,2,1.0,18.32941841750402,0.8537170263788969,geometry_feedback,2,geometry_feedback:target20,0.38951424724665046,geometry_feedback,1200.9520383693045,0.0002331468158806288,0.0023683767116576696,False,0.0,417,17.885129844708338,-inf,dense_budget_only,20.0,100k,19.28968824940047,-36.46708633093525,-6.235011990407674,0,121,1,0.290167865707434,0.9948350903958506,35.45437649880094,-19.53075539568345,6.235011990407674,0.5164909604149392,0.9983781597619863
17,0.8513189448441247,1,dense_budget_only:target20,1207.1870503597122,selector_vs_budget_only,0.010210076191920023,0.0008859291876843354,0.005280914841197649,0.011990407673860911,-0.004796163069544364,0.002398081534772182,1,414,2,1.0,18.32941841750402,0.8537170263788969,geometry_feedback,2,geometry_feedback:target20,0.3354609640230188,geometry_feedback,1205.1103117505995,0.0002331468158806288,0.0030100034089510625,False,0.0,417,17.885129844708338,-inf,dense_budget_only,20.0,100k,23.694604316546727,-31.426019184652265,-2.07673860911271,0,118,1,0.2829736211031175,0.9982796878010795,30.371582733812925,-23.10413669064747,2.07673860911271,0.17203121989205483,0.9996853587756565
19,0.8513189448441247,1,dense_budget_only:target20,1207.1870503597122,selector_vs_budget_only,0.009333792407781491,0.00023167180541281378,0.004709943047204273,0.011990407673860911,-0.004796163069544364,0.002398081534772182,1,414,2,1.0,18.32941841750402,0.8537170263788969,geometry_feedback,2,geometry_feedback:target20,0.38713739041778533,geometry_feedback,1195.904076738609,0.0002331468158806288,0.0026389885614153076,False,0.0,417,17.885129844708338,-inf,dense_budget_only,20.0,100k,13.50827338129494,-40.662170263788965,-11.282973621103118,0,118,1,0.2829736211031175,0.9906535001201835,41.58129496402877,-13.45281774580335,11.282973621103118,0.9346499879816506,0.997454061451212
