scale,method_label,method_run_id,seed,num_queries,method_hit@10,baseline_hit@10,hit_delta_mean,hit_delta_ci_low,hit_delta_ci_high,noninferior_by_ci,token_ratio,token_saving_percent,token_saving_ci_low,token_saving_ci_high,token_saving_wilcoxon_p_greater,method_only_hits,baseline_only_hits,mcnemar_p_two_sided,baseline_run_id,baseline_tokens_mean,evidence_recall_delta_ci_high,evidence_recall_delta_ci_low,evidence_recall_delta_mean,hit_losses,hit_ties,hit_wins,method_tokens_mean,mrr_delta_mean,ndcg_delta_mean,noninferior_margin,token_delta_ci_high,token_delta_ci_low,token_delta_mean,token_down_hit_better,token_down_hit_same,token_down_hit_worse,token_down_nonworse_rate,token_saving_mean
638k,task29_C,task29_C:gated_cost_aware:seed13,13,596,0.7567114093959731,0.7281879194630873,0.028523489932885907,0.0050335570469798654,0.05201342281879195,True,0.954226966937177,4.577303306282299,35.5074244966443,103.07227348993287,3.8051444931685576e-05,34,17,0.024092907698449295,dense,1525.6191275167785,0.015991343410632897,-0.02012030770937129,-0.0024783950524519902,17,545,34,1455.7869127516778,0.009625679130712687,-0.0011044176257548489,0.01,-36.31036073825504,-104.03024328859058,-69.83221476510067,16,299,12,0.5285234899328859,69.83221476510067
638k,task29_C,task29_C:gated_cost_aware:seed17,17,596,0.7399328859060402,0.7281879194630873,0.01174496644295302,-0.01174496644295302,0.03859060402684564,False,0.9494099105985138,5.059008940148624,39.3506711409396,118.40927013422817,0.00020813691794144344,32,25,0.42704285650325524,dense,1525.6191275167785,0.016106717492518643,-0.021143555945359632,-0.0031812310545532045,25,539,32,1448.4379194630872,-0.01008509108341323,-0.007028054602556547,0.01,-36.99597315436244,-119.90947986577181,-77.18120805369128,11,290,17,0.5050335570469798,77.18120805369128
638k,task29_C,task29_C:gated_cost_aware:seed19,19,596,0.7432885906040269,0.7281879194630873,0.015100671140939598,-0.008389261744966443,0.03859060402684564,True,0.9505877798539266,4.941222014607338,39.03812919463087,115.0885486577181,0.00019535037991243,30,21,0.2624375357110438,dense,1525.6191275167785,0.01254473706779668,-0.02424498094894126,-0.006197370396195901,21,545,30,1450.234899328859,-0.01589898263555982,-0.011082294511168265,0.01,-39.26682046979867,-113.85939597315435,-75.38422818791946,10,310,13,0.5369127516778524,75.38422818791946
638k,task37,task37:gated_fixed:gated_cost_aware:seed13:token_budget_r0.95_m5,13,596,0.7533557046979866,0.7281879194630873,0.025167785234899327,0.003355704697986577,0.04697986577181208,True,0.9204327872169842,7.956721278301582,89.50947986577182,153.74110738255033,3.003223110853888e-19,30,15,0.035697803555194696,dense,1525.6191275167785,0.01270699792144842,-0.02231913832113077,-0.005094115895290393,15,551,30,1404.229865771812,0.00934603707254714,-0.0012512094693374167,0.01,-87.77311241610741,-155.59974832214766,-121.38926174496645,14,389,12,0.6761744966442953,121.38926174496645
638k,task37,task37:gated_fixed:gated_cost_aware:seed17:token_budget_r0.95_m5,17,596,0.7332214765100671,0.7281879194630873,0.0050335570469798654,-0.020134228187919462,0.031879194630872486,False,0.9187963078033015,8.120369219669854,88.80620805369128,161.2006711409396,6.484530780170824e-16,30,27,0.7913664277791806,dense,1525.6191275167785,0.010699368444754345,-0.02675099887295777,-0.008236759977531788,27,539,30,1401.7332214765102,-0.01074224992010227,-0.008695816775980731,0.01,-89.24379194630875,-163.24647651006708,-123.88590604026845,14,375,16,0.6526845637583892,123.88590604026845
638k,task37,task37:gated_fixed:gated_cost_aware:seed19:token_budget_r0.95_m5,19,596,0.7432885906040269,0.7281879194630873,0.015100671140939598,-0.006711409395973154,0.03691275167785235,True,0.913487647769802,8.651235223019803,96.76682046979866,167.28141778523488,2.204920121068881e-18,28,19,0.24296021728332556,dense,1525.6191275167785,0.01012625448621166,-0.02759291782067542,-0.008812023640043774,19,549,28,1393.6342281879195,-0.015847714924896134,-0.011561039195443554,0.01,-97.81375838926176,-169.86661073825502,-131.98489932885906,10,388,13,0.6677852348993288,131.98489932885906
