scale,split,source_label,run_id,policy,seed,num_queries,hit@10,hit_delta_vs_dense@10,context_token_ratio_vs_dense@10,context_token_saving_percent_vs_dense@10,avg_context_chunks@1,avg_context_chunks@10,avg_context_chunks@5,avg_context_tokens@1,avg_context_tokens@10,avg_context_tokens@5,avg_missing_chunks@1,avg_missing_chunks@10,avg_missing_chunks@5,evidence_recall@1,evidence_recall@10,evidence_recall@5,hit@1,hit@5,max_context_tokens@1,max_context_tokens@10,max_context_tokens@5,median_context_tokens@1,median_context_tokens@10,median_context_tokens@5,method,mrr@1,mrr@10,mrr@5,ndcg@1,ndcg@10,ndcg@5,num_skipped_no_gt,p95_context_tokens@1,p95_context_tokens@10,p95_context_tokens@5,recall@1,recall@10,recall@5
science_20k_q200,calibration,task39,task39:gated_cost_aware:seed13:token_budget_r0.98_m4,token_budget_r0.98_m4,13,60,0.95,0.04999999999999993,0.9381559328555625,6.184406714443746,1.0,9.0,5.0,144.18333333333334,1625.4333333333334,849.5333333333333,0.0,0.0,0.0,0.23738095238095236,0.7395634920634921,0.5927380952380953,0.65,0.8833333333333333,836.0,3321.0,2321.0,107.0,1592.0,765.0,gated_cost_aware,0.65,0.7621296296296296,0.7533333333333334,0.65,0.6671839177763748,0.6095661192302726,0,309.79999999999995,2612.5499999999993,1487.5499999999997,0.65,0.95,0.8833333333333333
science_20k_q200,calibration,task39,task39:gated_cost_aware:seed13:token_budget_r0.98_m5,token_budget_r0.98_m5,13,60,0.95,0.04999999999999993,0.9381559328555625,6.184406714443746,1.0,9.0,5.0,144.18333333333334,1625.4333333333334,849.5333333333333,0.0,0.0,0.0,0.23738095238095236,0.7395634920634921,0.5927380952380953,0.65,0.8833333333333333,836.0,3321.0,2321.0,107.0,1592.0,765.0,gated_cost_aware,0.65,0.7621296296296296,0.7533333333333334,0.65,0.6671839177763748,0.6095661192302726,0,309.79999999999995,2612.5499999999993,1487.5499999999997,0.65,0.95,0.8833333333333333
science_20k_q200,calibration,task39,task39:gated_cost_aware:seed13:token_budget_r0.98_m6,token_budget_r0.98_m6,13,60,0.95,0.04999999999999993,0.9381559328555625,6.184406714443746,1.0,9.0,5.0,144.18333333333334,1625.4333333333334,849.5333333333333,0.0,0.0,0.0,0.23738095238095236,0.7395634920634921,0.5927380952380953,0.65,0.8833333333333333,836.0,3321.0,2321.0,107.0,1592.0,765.0,gated_cost_aware,0.65,0.7621296296296296,0.7533333333333334,0.65,0.6671839177763748,0.6095661192302726,0,309.79999999999995,2612.5499999999993,1487.5499999999997,0.65,0.95,0.8833333333333333
science_20k_q200,calibration,task39,task39:gated_cost_aware:seed13:token_budget_r0.98_m7,token_budget_r0.98_m7,13,60,0.95,0.04999999999999993,0.9381559328555625,6.184406714443746,1.0,9.0,5.0,144.18333333333334,1625.4333333333334,849.5333333333333,0.0,0.0,0.0,0.23738095238095236,0.7395634920634921,0.5927380952380953,0.65,0.8833333333333333,836.0,3321.0,2321.0,107.0,1592.0,765.0,gated_cost_aware,0.65,0.7621296296296296,0.7533333333333334,0.65,0.6671839177763748,0.6095661192302726,0,309.79999999999995,2612.5499999999993,1487.5499999999997,0.65,0.95,0.8833333333333333
science_20k_q200,calibration,task39,task39:gated_cost_aware:seed13:token_budget_r0.98_m8,token_budget_r0.98_m8,13,60,0.95,0.04999999999999993,0.9381559328555625,6.184406714443746,1.0,9.0,5.0,144.18333333333334,1625.4333333333334,849.5333333333333,0.0,0.0,0.0,0.23738095238095236,0.7395634920634921,0.5927380952380953,0.65,0.8833333333333333,836.0,3321.0,2321.0,107.0,1592.0,765.0,gated_cost_aware,0.65,0.7621296296296296,0.7533333333333334,0.65,0.6671839177763748,0.6095661192302726,0,309.79999999999995,2612.5499999999993,1487.5499999999997,0.65,0.95,0.8833333333333333
science_20k_q200,calibration,task39,task39:gated_cost_aware:seed13:token_budget_r0.95_m4,token_budget_r0.95_m4,13,60,0.9333333333333333,0.033333333333333326,0.9278053003703526,7.219469962964742,1.0,8.916666666666666,5.0,144.18333333333334,1607.5,849.5333333333333,0.0,0.0,0.0,0.23738095238095236,0.7308333333333332,0.5927380952380953,0.65,0.8833333333333333,836.0,3321.0,2321.0,107.0,1592.0,765.0,gated_cost_aware,0.65,0.7602777777777777,0.7533333333333334,0.65,0.6631276079191915,0.6095661192302726,0,309.79999999999995,2610.2999999999993,1487.5499999999997,0.65,0.9333333333333333,0.8833333333333333
science_20k_q200,calibration,task39,task39:gated_cost_aware:seed13:token_budget_r0.95_m5,token_budget_r0.95_m5,13,60,0.9333333333333333,0.033333333333333326,0.9278053003703526,7.219469962964742,1.0,8.916666666666666,5.0,144.18333333333334,1607.5,849.5333333333333,0.0,0.0,0.0,0.23738095238095236,0.7308333333333332,0.5927380952380953,0.65,0.8833333333333333,836.0,3321.0,2321.0,107.0,1592.0,765.0,gated_cost_aware,0.65,0.7602777777777777,0.7533333333333334,0.65,0.6631276079191915,0.6095661192302726,0,309.79999999999995,2610.2999999999993,1487.5499999999997,0.65,0.9333333333333333,0.8833333333333333
science_20k_q200,calibration,task39,task39:gated_cost_aware:seed13:token_budget_r0.95_m6,token_budget_r0.95_m6,13,60,0.9333333333333333,0.033333333333333326,0.9278053003703526,7.219469962964742,1.0,8.916666666666666,5.0,144.18333333333334,1607.5,849.5333333333333,0.0,0.0,0.0,0.23738095238095236,0.7308333333333332,0.5927380952380953,0.65,0.8833333333333333,836.0,3321.0,2321.0,107.0,1592.0,765.0,gated_cost_aware,0.65,0.7602777777777777,0.7533333333333334,0.65,0.6631276079191915,0.6095661192302726,0,309.79999999999995,2610.2999999999993,1487.5499999999997,0.65,0.9333333333333333,0.8833333333333333
science_20k_q200,calibration,task39,task39:gated_cost_aware:seed13:token_budget_r0.95_m7,token_budget_r0.95_m7,13,60,0.9333333333333333,0.033333333333333326,0.9278053003703526,7.219469962964742,1.0,8.916666666666666,5.0,144.18333333333334,1607.5,849.5333333333333,0.0,0.0,0.0,0.23738095238095236,0.7308333333333332,0.5927380952380953,0.65,0.8833333333333333,836.0,3321.0,2321.0,107.0,1592.0,765.0,gated_cost_aware,0.65,0.7602777777777777,0.7533333333333334,0.65,0.6631276079191915,0.6095661192302726,0,309.79999999999995,2610.2999999999993,1487.5499999999997,0.65,0.9333333333333333,0.8833333333333333
science_20k_q200,calibration,task39,task39:gated_cost_aware:seed13:token_budget_r0.95_m8,token_budget_r0.95_m8,13,60,0.9333333333333333,0.033333333333333326,0.9278053003703526,7.219469962964742,1.0,8.916666666666666,5.0,144.18333333333334,1607.5,849.5333333333333,0.0,0.0,0.0,0.23738095238095236,0.7308333333333332,0.5927380952380953,0.65,0.8833333333333333,836.0,3321.0,2321.0,107.0,1592.0,765.0,gated_cost_aware,0.65,0.7602777777777777,0.7533333333333334,0.65,0.6631276079191915,0.6095661192302726,0,309.79999999999995,2610.2999999999993,1487.5499999999997,0.65,0.9333333333333333,0.8833333333333333
