calibration_eligible,calibration_hit_delta_pp,calibration_queries,calibration_saving_pct,dataset,fold,hit@10,hit_delta_pp,method,saving_pct,seed,selected_policy,test_queries
False,-0.14005602240895937,476,6.243345184169213,lotte_science_search_400k,0,0.8333333333333334,0.0,intentroute,0.0,13,dense_top10_fallback,120
False,-0.14005602240895937,476,6.243345184169213,lotte_science_search_400k,0,0.8333333333333334,0.0,intentroute,0.0,17,dense_top10_fallback,120
False,-0.14005602240895937,476,6.243345184169213,lotte_science_search_400k,0,0.8333333333333334,0.0,intentroute,0.0,19,dense_top10_fallback,120
False,-0.8403361344537785,476,17.30342350796773,lotte_science_search_400k,0,0.8333333333333334,0.0,dense,0.0,,dense_top10_fallback,120
False,-0.8385744234800763,477,6.200193750801164,lotte_science_search_400k,1,0.7899159663865546,0.0,intentroute,0.0,13,dense_top10_fallback,119
False,-0.8385744234800763,477,6.200193750801164,lotte_science_search_400k,1,0.7899159663865546,0.0,intentroute,0.0,17,dense_top10_fallback,119
False,-0.8385744234800763,477,6.200193750801164,lotte_science_search_400k,1,0.7899159663865546,0.0,intentroute,0.0,19,dense_top10_fallback,119
False,-0.41928721174003813,477,17.063477553696504,lotte_science_search_400k,1,0.7899159663865546,0.0,dense,0.0,,dense_top10_fallback,119
False,-0.06988120195667857,477,10.75102650147045,lotte_science_search_400k,2,0.8487394957983193,0.0,intentroute,0.0,13,dense_top10_fallback,119
False,-0.06988120195667857,477,10.75102650147045,lotte_science_search_400k,2,0.8487394957983193,0.0,intentroute,0.0,17,dense_top10_fallback,119
False,-0.06988120195667857,477,10.75102650147045,lotte_science_search_400k,2,0.8487394957983193,0.0,intentroute,0.0,19,dense_top10_fallback,119
False,-0.6289308176100628,477,11.866830719120768,lotte_science_search_400k,2,0.8487394957983193,0.0,dense,0.0,,dense_top10_fallback,119
True,0.13976240391334976,477,14.765362712334607,lotte_science_search_400k,3,0.7983193277310925,-4.201680672268903,intentroute,15.434219187098897,13,token_budget_r0.88_m4,119
True,0.13976240391334976,477,14.765362712334607,lotte_science_search_400k,3,0.8235294117647058,-1.6806722689075682,intentroute,14.764172288958367,17,token_budget_r0.88_m4,119
True,0.13976240391334976,477,14.765362712334607,lotte_science_search_400k,3,0.7983193277310925,-4.201680672268903,intentroute,17.092623827546493,19,token_budget_r0.88_m4,119
False,-0.6289308176100628,477,10.906029493736236,lotte_science_search_400k,3,0.8403361344537815,0.0,dense,0.0,,dense_top10_fallback,119
False,-0.698812019566734,477,4.498612555002435,lotte_science_search_400k,4,0.8067226890756303,0.0,intentroute,0.0,13,dense_top10_fallback,119
False,-0.698812019566734,477,4.498612555002435,lotte_science_search_400k,4,0.8067226890756303,0.0,intentroute,0.0,17,dense_top10_fallback,119
False,-0.698812019566734,477,4.498612555002435,lotte_science_search_400k,4,0.8067226890756303,0.0,intentroute,0.0,19,dense_top10_fallback,119
False,-0.8385744234800874,477,11.846484601062635,lotte_science_search_400k,4,0.8067226890756303,0.0,dense,0.0,,dense_top10_fallback,119
