run_id,source_label,method,seed,num_queries,num_skipped_no_gt,avg_context_chunks@1,avg_context_chunks@10,avg_context_chunks@5,avg_context_tokens@1,avg_context_tokens@10,avg_context_tokens@5,avg_missing_chunks@1,avg_missing_chunks@10,avg_missing_chunks@5,context_token_delta_vs_baseline@1,context_token_delta_vs_baseline@10,context_token_delta_vs_baseline@5,context_token_ratio_vs_baseline@1,context_token_ratio_vs_baseline@10,context_token_ratio_vs_baseline@5,evidence_recall@1,evidence_recall@10,evidence_recall@5,hit@1,hit@10,hit@5,hit_delta_vs_baseline@1,hit_delta_vs_baseline@10,hit_delta_vs_baseline@5,max_context_tokens@1,max_context_tokens@10,max_context_tokens@5,median_context_tokens@1,median_context_tokens@10,median_context_tokens@5,mrr@1,mrr@10,mrr@5,ndcg@1,ndcg@10,ndcg@5,p95_context_tokens@1,p95_context_tokens@10,p95_context_tokens@5,recall@1,recall@10,recall@5
dense,dense,dense,,596,0,1.0,10.0,5.0,161.64093959731542,1472.3875838926174,770.5184563758389,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.291594348575516,0.7025930894139937,0.611129549370119,0.6308724832214765,0.8674496644295302,0.8104026845637584,0.0,0.0,0.0,1520.0,7585.0,4718.0,104.0,1312.0,656.0,0.6308724832214765,0.7080929743261957,0.7003914988814316,0.6308724832214765,0.6486573605022944,0.6265869854600753,501.25,2908.25,1773.5,0.6308724832214765,0.8674496644295302,0.8104026845637584
none:gated_cost_aware:seed13,none,gated_cost_aware,13,596,0,1.0,10.0,5.0,161.64093959731542,1572.015100671141,770.5184563758389,0.0,0.0,0.0,0.0,99.62751677852361,0.0,1.0,1.0676639207423455,1.0,0.291594348575516,0.7255152203507621,0.611129549370119,0.6308724832214765,0.8808724832214765,0.8104026845637584,0.0,0.01342281879194629,0.0,1520.0,13712.0,4718.0,104.0,1421.5,656.0,0.6308724832214765,0.7103347714924896,0.7003914988814316,0.6308724832214765,0.6567082143324349,0.6265869854600753,501.25,3049.5,1773.5,0.6308724832214765,0.8808724832214765,0.8104026845637584
none:gated_cost_aware:seed17,none,gated_cost_aware,17,596,0,1.0,10.0,5.0,161.64093959731542,1560.3892617449665,770.5184563758389,0.0,0.0,0.0,0.0,88.00167785234908,0.0,1.0,1.059768011368104,1.0,0.291594348575516,0.7272442193532511,0.611129549370119,0.6308724832214765,0.8875838926174496,0.8104026845637584,0.0,0.020134228187919434,0.0,1520.0,13675.0,4718.0,104.0,1384.5,656.0,0.6308724832214765,0.7110558485139022,0.7003914988814316,0.6308724832214765,0.6573470760969143,0.6265869854600753,501.25,3011.0,1773.5,0.6308724832214765,0.8875838926174496,0.8104026845637584
none:gated_cost_aware:seed19,none,gated_cost_aware,19,596,0,1.0,10.0,5.0,161.64093959731542,1551.0536912751677,770.5184563758389,0.0,0.0,0.0,0.0,78.66610738255031,0.0,1.0,1.053427581326499,1.0,0.291594348575516,0.7209392124371296,0.611129549370119,0.6308724832214765,0.8791946308724832,0.8104026845637584,0.0,0.011744966442952975,0.0,1520.0,13712.0,4718.0,104.0,1374.0,656.0,0.6308724832214765,0.710316794503036,0.7003914988814316,0.6308724832214765,0.6556583878201476,0.6265869854600753,501.25,3012.25,1773.5,0.6308724832214765,0.8791946308724832,0.8104026845637584
oracle:gated_cost_aware:seed13,oracle,gated_cost_aware,13,596,0,1.0,8.45973154362416,5.0,180.8288590604027,1334.5687919463087,830.2164429530201,0.0,0.0,0.0,19.18791946308727,-137.8187919463087,59.697986577181155,1.1187070522535243,0.9063977491701262,1.0774776854249186,0.2886440038047015,0.679047814617561,0.6079086804418037,0.6291946308724832,0.87751677852349,0.8288590604026845,-0.001677852348993314,0.010067114093959773,0.01845637583892612,2133.0,14175.0,7410.0,123.0,1168.0,732.5,0.6291946308724832,0.7111577181208053,0.7043064876957492,0.6291946308724832,0.6277218537513353,0.6171561285384235,498.25,2756.0,1732.75,0.6291946308724832,0.87751677852349,0.8288590604026845
oracle:gated_cost_aware:seed17,oracle,gated_cost_aware,17,596,0,1.0,8.550335570469798,5.0,172.03020134228188,1320.1073825503356,814.7231543624162,0.0,0.0,0.0,10.389261744966461,-152.28020134228177,44.20469798657723,1.0642737030040068,0.8965760082411917,1.0573700702699524,0.29607994035137625,0.6738713193194218,0.603063479999519,0.6459731543624161,0.8708053691275168,0.8305369127516778,0.015100671140939603,0.003355704697986628,0.020134228187919434,1520.0,13459.0,7410.0,119.0,1163.5,703.0,0.6459731543624161,0.7184836742303184,0.7128076062639819,0.6459731543624161,0.6286781638191272,0.6174398481343651,501.5,2651.25,1748.5,0.6459731543624161,0.8708053691275168,0.8305369127516778
oracle:gated_cost_aware:seed19,oracle,gated_cost_aware,19,596,0,1.0,8.46979865771812,5.0,180.4228187919463,1326.4177852348994,820.5872483221476,0.0,0.0,0.0,18.781879194630875,-145.969798657718,50.06879194630869,1.116195063214931,0.9008618381093577,1.064980652354272,0.2910813385616671,0.6773997204163834,0.5982920503344017,0.6375838926174496,0.8791946308724832,0.8288590604026845,0.006711409395973145,0.011744966442952975,0.01845637583892612,2133.0,13263.0,7410.0,119.5,1185.0,713.0,0.6375838926174496,0.7151865612016619,0.7078579418344518,0.6375838926174496,0.6261107949464308,0.61196794364915,512.25,2634.5,1736.25,0.6375838926174496,0.8791946308724832,0.8288590604026845
equal_default:gated_cost_aware:seed13,equal_default,gated_cost_aware,13,596,0,1.0,9.114093959731544,5.0,178.43456375838926,1428.8422818791946,827.1828859060403,0.0,0.0,0.0,16.793624161073836,-43.54530201342277,56.664429530201346,1.103894621021819,0.9704253808645275,1.073540651831657,0.2922768083603248,0.6706801918413815,0.6030639423126697,0.6308724832214765,0.8657718120805369,0.8271812080536913,0.0,-0.001677852348993314,0.016778523489932917,2133.0,14175.0,7410.0,117.0,1259.5,712.5,0.6308724832214765,0.7078812453392989,0.7022651006711407,0.6308724832214765,0.6217175848436257,0.6118077568352966,514.0,2755.75,1814.75,0.6308724832214765,0.8657718120805369,0.8271812080536913
equal_default:gated_cost_aware:seed17,equal_default,gated_cost_aware,17,596,0,1.0,9.278523489932885,5.0,169.05872483221478,1408.4479865771812,780.5788590604027,0.0,0.0,0.0,7.417785234899355,-63.93959731543623,10.060402684563769,1.0458905104943015,0.9565742077596198,1.0130566667174765,0.2880122669733002,0.6567930666301992,0.5908633688690388,0.6258389261744967,0.8657718120805369,0.8221476510067114,-0.005033557046979831,-0.001677852348993314,0.011744966442952975,1520.0,13712.0,3864.0,110.5,1235.5,664.0,0.6258389261744967,0.7047312772983912,0.6985178970917226,0.6258389261744967,0.6141299076761801,0.6047255873246155,517.75,2768.0,1758.25,0.6258389261744967,0.8657718120805369,0.8221476510067114
equal_default:gated_cost_aware:seed19,equal_default,gated_cost_aware,19,596,0,1.0,9.083892617449665,5.0,177.04530201342283,1434.21644295302,814.8036912751678,0.0,0.0,0.0,15.404362416107404,-38.17114093959731,44.285234899328884,1.0952998816666322,0.9740753444560551,1.0574745932857028,0.2815086605550329,0.6538388177657153,0.5726872268073668,0.6191275167785235,0.860738255033557,0.8003355704697986,-0.011744966442952975,-0.006711409395973145,-0.010067114093959773,1520.0,13263.0,7410.0,112.0,1292.0,726.0,0.6191275167785235,0.6980172046447215,0.6892058165548098,0.6191275167785235,0.6070292909229698,0.5924173699014565,512.25,2738.0,1747.0,0.6191275167785235,0.860738255033557,0.8003355704697986
