selector,split,seed,budget_ratio,min_keep,target_coverage,score_threshold,final_hit@10,hit_delta_vs_dense_pp,token_saving_vs_dense_pct,actual_coverage,source_selective_risk,dense_hit@10,dense_selective_risk,dense_tokens,final_tokens,hit_delta_vs_source_pp,num_queries,selected_dense_hit_queries,selected_source_hit_queries,source_hit@10,source_tokens,token_saving_vs_source_pct
geometry_feedback,calibration,13,0.75,4,0.1,0.9596842580647891,0.8603351955307262,0.0,5.094838243800637,0.1005586592178771,0.0,0.8603351955307262,0.0,1477.6703910614526,1402.3854748603353,0.0,179,18,18,0.8603351955307262,1477.6703910614526,5.094838243800637
geometry_feedback,test,13,0.75,4,0.1,0.9596842580647891,0.8633093525179856,-0.7194244604316613,3.652779590238797,0.11270983213429256,0.06666666666666667,0.8705035971223022,0.06666666666666667,1470.1199040767385,1416.4196642685852,-0.7194244604316613,417,45,45,0.8705035971223022,1470.1199040767385,3.652779590238797
geometry_feedback,calibration,13,0.75,5,0.1,0.9596842580647891,0.8603351955307262,0.0,5.029054490875351,0.1005586592178771,0.0,0.8603351955307262,0.0,1477.6703910614526,1403.3575418994412,0.0,179,18,18,0.8603351955307262,1477.6703910614526,5.029054490875351
geometry_feedback,test,13,0.75,5,0.1,0.9596842580647891,0.8633093525179856,-0.7194244604316613,3.6487015529166,0.11270983213429256,0.06666666666666667,0.8705035971223022,0.06666666666666667,1470.1199040767385,1416.4796163069545,-0.7194244604316613,417,45,45,0.8705035971223022,1470.1199040767385,3.6487015529166
geometry_feedback,calibration,13,0.75,6,0.1,0.9596842580647891,0.8603351955307262,0.0,4.934159536942884,0.1005586592178771,0.0,0.8603351955307262,0.0,1477.6703910614526,1404.7597765363128,0.0,179,18,18,0.8603351955307262,1477.6703910614526,4.934159536942884
geometry_feedback,test,13,0.75,6,0.1,0.9596842580647891,0.8633093525179856,-0.7194244604316613,3.5271760407151076,0.11270983213429256,0.06666666666666667,0.8705035971223022,0.06666666666666667,1470.1199040767385,1418.2661870503598,-0.7194244604316613,417,45,45,0.8705035971223022,1470.1199040767385,3.5271760407151076
geometry_feedback,calibration,13,0.75,7,0.1,0.9596842580647891,0.8603351955307262,0.0,3.990881010801395,0.1005586592178771,0.0,0.8603351955307262,0.0,1477.6703910614526,1418.6983240223465,0.0,179,18,18,0.8603351955307262,1477.6703910614526,3.990881010801395
geometry_feedback,test,13,0.75,7,0.1,0.9596842580647891,0.86810551558753,-0.23980815347721673,2.794434294662651,0.11270983213429256,0.022222222222222223,0.8705035971223022,0.022222222222222223,1470.1199040767385,1429.0383693045565,-0.23980815347721673,417,45,45,0.8705035971223022,1470.1199040767385,2.794434294662651
geometry_feedback,calibration,13,0.75,8,0.1,0.9596842580647891,0.8603351955307262,0.0,3.2094153941543357,0.1005586592178771,0.0,0.8603351955307262,0.0,1477.6703910614526,1430.2458100558658,0.0,179,18,18,0.8603351955307262,1477.6703910614526,3.2094153941543357
geometry_feedback,test,13,0.75,8,0.1,0.9596842580647891,0.8705035971223022,0.0,1.6491582930966864,0.11270983213429256,0.0,0.8705035971223022,0.0,1470.1199040767385,1445.8752997601919,0.0,417,45,45,0.8705035971223022,1470.1199040767385,1.6491582930966864
geometry_feedback,calibration,13,0.8,4,0.1,0.9596842580647891,0.8603351955307262,0.0,4.680476213880381,0.1005586592178771,0.0,0.8603351955307262,0.0,1477.6703910614526,1408.508379888268,0.0,179,18,18,0.8603351955307262,1477.6703910614526,4.680476213880381
geometry_feedback,test,13,0.8,4,0.1,0.9596842580647891,0.8633093525179856,-0.7194244604316613,3.280210100482839,0.11270983213429256,0.06666666666666667,0.8705035971223022,0.06666666666666667,1470.1199040767385,1421.8968824940048,-0.7194244604316613,417,45,45,0.8705035971223022,1470.1199040767385,3.280210100482839
geometry_feedback,calibration,13,0.8,5,0.1,0.9596842580647891,0.8603351955307262,0.0,4.680476213880381,0.1005586592178771,0.0,0.8603351955307262,0.0,1477.6703910614526,1408.508379888268,0.0,179,18,18,0.8603351955307262,1477.6703910614526,4.680476213880381
geometry_feedback,test,13,0.8,5,0.1,0.9596842580647891,0.8633093525179856,-0.7194244604316613,3.2761320631606305,0.11270983213429256,0.06666666666666667,0.8705035971223022,0.06666666666666667,1470.1199040767385,1421.9568345323742,-0.7194244604316613,417,45,45,0.8705035971223022,1470.1199040767385,3.2761320631606305
geometry_feedback,calibration,13,0.8,6,0.1,0.9596842580647891,0.8603351955307262,0.0,4.661950904148537,0.1005586592178771,0.0,0.8603351955307262,0.0,1477.6703910614526,1408.782122905028,0.0,179,18,18,0.8603351955307262,1477.6703910614526,4.661950904148537
geometry_feedback,test,13,0.8,6,0.1,0.9596842580647891,0.8633093525179856,-0.7194244604316613,3.222628213493406,0.11270983213429256,0.06666666666666667,0.8705035971223022,0.06666666666666667,1470.1199040767385,1422.7434052757794,-0.7194244604316613,417,45,45,0.8705035971223022,1470.1199040767385,3.222628213493406
geometry_feedback,calibration,13,0.8,7,0.1,0.9596842580647891,0.8603351955307262,0.0,3.899388664778858,0.1005586592178771,0.0,0.8603351955307262,0.0,1477.6703910614526,1420.0502793296089,0.0,179,18,18,0.8603351955307262,1477.6703910614526,3.899388664778858
geometry_feedback,test,13,0.8,7,0.1,0.9596842580647891,0.86810551558753,-0.23980815347721673,2.6644264648309934,0.11270983213429256,0.022222222222222223,0.8705035971223022,0.022222222222222223,1470.1199040767385,1430.9496402877699,-0.23980815347721673,417,45,45,0.8705035971223022,1470.1199040767385,2.6644264648309934
geometry_feedback,calibration,13,0.8,8,0.1,0.9596842580647891,0.8603351955307262,0.0,3.2094153941543357,0.1005586592178771,0.0,0.8603351955307262,0.0,1477.6703910614526,1430.2458100558658,0.0,179,18,18,0.8603351955307262,1477.6703910614526,3.2094153941543357
geometry_feedback,test,13,0.8,8,0.1,0.9596842580647891,0.8705035971223022,0.0,1.6199595458697646,0.11270983213429256,0.0,0.8705035971223022,0.0,1470.1199040767385,1446.304556354916,0.0,417,45,45,0.8705035971223022,1470.1199040767385,1.6199595458697646
geometry_feedback,calibration,13,0.85,4,0.1,0.9596842580647891,0.8603351955307262,0.0,4.139083488656093,0.1005586592178771,0.0,0.8603351955307262,0.0,1477.6703910614526,1416.508379888268,0.0,179,18,18,0.8603351955307262,1477.6703910614526,4.139083488656093
geometry_feedback,test,13,0.85,4,0.1,0.9596842580647891,0.8633093525179856,-0.7194244604316613,2.781384575231638,0.11270983213429256,0.06666666666666667,0.8705035971223022,0.06666666666666667,1470.1199040767385,1429.230215827338,-0.7194244604316613,417,45,45,0.8705035971223022,1470.1199040767385,2.781384575231638
geometry_feedback,calibration,13,0.85,5,0.1,0.9596842580647891,0.8603351955307262,0.0,4.139083488656093,0.1005586592178771,0.0,0.8603351955307262,0.0,1477.6703910614526,1416.508379888268,0.0,179,18,18,0.8603351955307262,1477.6703910614526,4.139083488656093
geometry_feedback,test,13,0.85,5,0.1,0.9596842580647891,0.8633093525179856,-0.7194244604316613,2.781384575231638,0.11270983213429256,0.06666666666666667,0.8705035971223022,0.06666666666666667,1470.1199040767385,1429.230215827338,-0.7194244604316613,417,45,45,0.8705035971223022,1470.1199040767385,2.781384575231638
geometry_feedback,calibration,13,0.85,6,0.1,0.9596842580647891,0.8603351955307262,0.0,4.139083488656093,0.1005586592178771,0.0,0.8603351955307262,0.0,1477.6703910614526,1416.508379888268,0.0,179,18,18,0.8603351955307262,1477.6703910614526,4.139083488656093
geometry_feedback,test,13,0.85,6,0.1,0.9596842580647891,0.8633093525179856,-0.7194244604316613,2.7636043325068527,0.11270983213429256,0.06666666666666667,0.8705035971223022,0.06666666666666667,1470.1199040767385,1429.4916067146282,-0.7194244604316613,417,45,45,0.8705035971223022,1470.1199040767385,2.7636043325068527
geometry_feedback,calibration,13,0.85,7,0.1,0.9596842580647891,0.8603351955307262,0.0,3.7107329595505556,0.1005586592178771,0.0,0.8603351955307262,0.0,1477.6703910614526,1422.8379888268157,0.0,179,18,18,0.8603351955307262,1477.6703910614526,3.7107329595505556
geometry_feedback,test,13,0.85,7,0.1,0.9596842580647891,0.86810551558753,-0.23980815347721673,2.3885880203575516,0.11270983213429256,0.022222222222222223,0.8705035971223022,0.022222222222222223,1470.1199040767385,1435.0047961630696,-0.23980815347721673,417,45,45,0.8705035971223022,1470.1199040767385,2.3885880203575516
