protocol,seed,method,num_queries,affected_count,learned_arm_count,hit_rate,hit_delta_vs_dense,hit_delta_vs_before,recovered_count,regressed_count,avg_context_tokens,token_ratio_vs_dense,token_saving_percent_vs_dense
same_query_retry_all_queries,17,same_arm_boost_conservative,924,,0,0.8463203463203464,-0.0032467532467531646,0.0,,,1282.4935064935064,0.9476105903134567,5.238940968654326
same_query_retry_all_queries,17,same_full_context,924,,0,0.8463203463203464,-0.0032467532467531646,0.0,,,1285.7619047619048,0.9500255489832784,4.9974451016721595
calibration_to_test,17,budgeted_before_feedback,647,,4,0.8423493044822257,-0.0030911901081915882,0.0,,,1288.8485316846986,0.9367189421928761,6.32810578071239
calibration_to_test,17,generalized_arm_boost,647,,4,0.8423493044822257,-0.0030911901081915882,0.0,,,1288.7867078825348,0.9366740094291405,6.332599057085952
calibration_to_test,17,generalized_arm_boost_conservative,647,,4,0.8423493044822257,-0.0030911901081915882,0.0,,,1292.6027820710974,0.9394474842707244,6.055251572927556
calibration_to_test,17,generalized_conservative_budget,647,,4,0.8423493044822257,-0.0030911901081915882,0.0,,,1292.6646058732613,0.9394924170344601,6.050758296553993
calibration_to_test,17,generalized_full_context,647,,4,0.8438948995363215,-0.0015455950540957941,0.0015455950540957941,,,1309.1823802163833,0.9514973281855363,4.850267181446366
same_query_retry,19,budgeted_before_feedback,,17,,0.0,,,0,0,1012.5294117647059,1.0134832783796515,-1.3483278379651464
same_query_retry,19,same_arm_boost,,17,,0.11764705882352941,,,2,0,1063.3529411764705,1.0643546867640132,-6.435468676401324
same_query_retry,19,same_arm_boost_conservative,,17,,0.11764705882352941,,,2,0,1084.2941176470588,1.0853155911446066,-8.531559114460663
same_query_retry,19,same_full_context,,17,,0.11764705882352941,,,2,0,1211.7058823529412,1.212847385774847,-21.284738577484696
same_query_retry_compression_only,19,budgeted_before_feedback,,14,,0.0,,,0,0,1397.2857142857142,1.0016897946643453,-0.16897946643452677
same_query_retry_compression_only,19,same_arm_boost,,14,,0.35714285714285715,,,5,0,1398.5,1.0025602949459778,-0.2560294945977759
same_query_retry_compression_only,19,same_arm_boost_conservative,,14,,0.35714285714285715,,,5,0,1404.2142857142858,1.0066567668595423,-0.6656766859542307
same_query_retry_compression_only,19,same_full_context,,14,,0.35714285714285715,,,5,0,1461.0714285714287,1.0474166623995085,-4.741666239950848
same_query_retry_all_queries,19,budgeted_before_feedback,924,,0,0.8398268398268398,-0.009740259740259716,0.0,,,1271.077922077922,0.9391758273832324,6.082417261676765
