seed,action,auroc,auroc_ci_high,auroc_ci_low,average_precision,average_precision_ci_high,average_precision_ci_low,examples,feature,safe_prevalence,spearman,spearman_ci_high,spearman_ci_low,variant
19,r0.85_m4,0.5936950146627566,0.7518474022642541,0.4391304347826087,0.9767684121504059,0.9919540291623017,0.9583747817954782,351,route_support_count,0.9715099715099715,,,,shuffled_tiers
19,r0.95_m4,0.5977011494252874,0.7541948549534757,0.3438395415472779,0.9952065816820128,0.9991232760025697,0.9878968695386703,351,route_confidence,0.9914529914529915,,,,shuffled_tiers
19,r0.95_m4,0.7945402298850575,0.8196244106256657,0.7694524495677233,0.9964878671775224,0.9989010989010989,0.9919517740011925,351,relevant_count,0.9914529914529915,,,,shuffled_tiers
19,r0.95_m4,0.996168582375479,1.0,0.9874004954582989,0.9999424101683316,1.0,0.9998043459725838,351,first_relevant_rank,0.9914529914529915,,,,shuffled_tiers
19,r0.95_m4,0.9980842911877394,1.0,0.992816091954023,0.9999754396306122,1.0000000000000002,0.9998840522096336,351,first_relevant_token_position,0.9914529914529915,,,,shuffled_tiers
19,r0.95_m4,0.4367816091954023,0.45383718412153723,0.41954022988505746,0.9903666641581071,0.9968394747652833,0.9776510226738471,351,route_support_count,0.9914529914529915,,,,shuffled_tiers
13,continuous_headroom,,,,,,,363,route_confidence,,0.02185397180530646,0.12769981738636837,-0.07877941985555442,dense
13,r0.85_m4,0.48345070422535213,0.7633688158361932,0.21866292812585822,0.9725352423162401,0.995332138365517,0.943029885337725,363,route_confidence,0.977961432506887,,,,dense
13,r0.85_m4,0.8112676056338028,0.8361344537815126,0.7848953415171545,0.9916812167772475,0.996969696969697,0.9855233765106128,363,relevant_count,0.977961432506887,,,,dense
13,r0.85_m4,0.9897887323943663,0.9981333644568938,0.9783449543778681,0.9997091933614696,0.9999524804833779,0.9993293427910438,363,first_relevant_rank,0.977961432506887,,,,dense
13,r0.85_m4,0.9950704225352113,1.0,0.9868167870215645,0.9998758390563769,1.0,0.999623272350545,363,first_relevant_token_position,0.977961432506887,,,,dense
13,r0.85_m4,0.5316901408450704,0.7103597462955005,0.3982920651453461,0.9793338908237019,0.9929169232238402,0.9625982312421615,363,route_support_count,0.977961432506887,,,,dense
13,r0.95_m4,0.41316526610644255,0.6650051269493886,0.14612329611510344,0.9795691566551981,0.9960452130102954,0.9566858467587236,363,route_confidence,0.9834710743801653,,,,dense
13,r0.95_m4,0.8095238095238095,0.8333333333333333,0.7849162011173184,0.9937032664305392,0.9979701319414238,0.9884512741046833,363,relevant_count,0.9834710743801653,,,,dense
13,r0.95_m4,0.9971988795518207,1.0,0.9907407407407408,0.9999295131760578,1.0,0.999750948017842,363,first_relevant_rank,0.9834710743801653,,,,dense
13,r0.95_m4,1.0,1.0,1.0,1.0,1.0000000000000002,0.9999999999999998,363,first_relevant_token_position,0.9834710743801653,,,,dense
