scale,method_label,method_run_id,seed,num_queries,method_hit@10,baseline_hit@10,hit_delta_mean,hit_delta_ci_low,hit_delta_ci_high,noninferior_by_ci,token_ratio,token_saving_percent,token_saving_ci_low,token_saving_ci_high,token_saving_wilcoxon_p_greater,method_only_hits,baseline_only_hits,mcnemar_p_two_sided,baseline_run_id,baseline_tokens_mean,evidence_recall_delta_ci_high,evidence_recall_delta_ci_low,evidence_recall_delta_mean,hit_losses,hit_ties,hit_wins,method_tokens_mean,mrr_delta_mean,ndcg_delta_mean,noninferior_margin,token_delta_ci_high,token_delta_ci_low,token_delta_mean,token_down_hit_better,token_down_hit_same,token_down_hit_worse,token_down_nonworse_rate,token_saving_mean
200k,task29_C,task29_C:gated_cost_aware:seed13,13,596,0.8338926174496645,0.7969798657718121,0.03691275167785235,0.016778523489932886,0.05704697986577181,True,0.9534296582541147,4.657034174588526,31.360570469798656,102.59135906040262,1.07922830202239e-05,30,8,0.0004719867429230362,dense,1444.1241610738255,0.011769067881512905,-0.025171628747804684,-0.007341478560525077,8,558,30,1376.8708053691275,0.008607648876105252,-0.014484153105772751,0.01,-32.739261744966456,-102.40671140939598,-67.25335570469798,13,326,8,0.5687919463087249,67.25335570469798
200k,task29_C,task29_C:gated_cost_aware:seed17,17,596,0.8187919463087249,0.7969798657718121,0.02181208053691275,0.0016778523489932886,0.0436241610738255,True,0.9498197974202334,5.018020257976663,38.46312919463088,107.50788590604026,2.7701470931547632e-05,27,14,0.05958388801809633,dense,1444.1241610738255,0.0037517533461035608,-0.034652501120404966,-0.016159235718510193,14,555,27,1371.6577181208054,0.007485085756897838,-0.0171713454392447,0.01,-39.553104026845645,-107.10734060402685,-72.46644295302013,14,301,11,0.5285234899328859,72.46644295302013
200k,task29_C,task29_C:gated_cost_aware:seed19,19,596,0.8221476510067114,0.7969798657718121,0.025167785234899327,0.0050335570469798654,0.04697986577181208,True,0.9561832373259843,4.381676267401568,27.471979865771814,99.11262583892615,3.6718047694395893e-06,27,12,0.023702702470473014,dense,1444.1241610738255,0.013665907664312972,-0.02283206354278227,-0.004600381104662523,12,557,27,1380.8473154362416,0.01207720784063066,-0.006134296117285971,0.01,-26.881543624161107,-99.295427852349,-63.27684563758389,12,316,8,0.5503355704697986,63.27684563758389
200k,task37,task37:gated_fixed:gated_cost_aware:seed13:token_budget_r0.95_m5,13,596,0.8288590604026845,0.7969798657718121,0.031879194630872486,0.01174496644295302,0.05201342281879195,True,0.9390180992636209,6.098190073637911,46.07768456375839,124.31631711409396,6.093451953220468e-15,28,9,0.0025632079923525453,dense,1444.1241610738255,0.011694231827357114,-0.024349043125530764,-0.006039676737287244,9,559,28,1356.0587248322147,0.008080989666560137,-0.012755463050458573,0.01,-48.63754194630873,-124.8497063758389,-88.06543624161074,13,379,8,0.6577181208053692,88.06543624161074
200k,task37,task37:gated_fixed:gated_cost_aware:seed17:token_budget_r0.95_m5,17,596,0.8104026845637584,0.7969798657718121,0.013422818791946308,-0.006711409395973154,0.03355704697986577,True,0.9196675256594067,8.033247434059332,85.37747483221476,150.07361577181206,6.365764233861617e-17,23,15,0.2558750795433298,dense,1444.1241610738255,0.000983495957984644,-0.03703960560576505,-0.018323919468764414,15,558,23,1328.1140939597315,0.006604213273676361,-0.017073042436525153,0.01,-82.64765100671143,-147.04995805369128,-116.01006711409396,10,386,13,0.6644295302013423,116.01006711409396
200k,task37,task37:gated_fixed:gated_cost_aware:seed19:token_budget_r0.95_m5,19,596,0.8187919463087249,0.7969798657718121,0.02181208053691275,0.0016359060402685302,0.04194630872483222,True,0.9300707100516092,6.992928994839076,66.13649328859061,135.39102348993288,2.9522179133509668e-15,26,13,0.05325191409792752,dense,1444.1241610738255,0.010997066962229799,-0.024031266807118024,-0.006662273752501711,13,557,26,1343.1375838926174,0.01175561947374028,-0.005224459634686907,0.01,-64.85335570469815,-136.3054110738255,-100.98657718120805,12,381,9,0.6593959731543624,100.98657718120805
