dense_calibration_saving_pct,dense_policy,dense_test_hit_delta_pp,dense_test_saving_pct,intentroute_calibration_saving_pct,intentroute_minus_dense_hit_pp,intentroute_policy,intentroute_test_hit_delta_pp,intentroute_test_saving_pct,target_calibration_saving_pct,test_saving_gap_pp
9.897430274892926,token_budget_r0.99_m4,-0.959232613908878,9.619763800078296,8.841991710238958,0.7993605115907262,token_budget_r0.99_m4,-0.15987210231815188,2.9788159554569553,5.0,6.640947844621341
9.897430274892926,token_budget_r0.99_m4,-0.959232613908878,9.619763800078296,10.129059657798472,0.7993605115907262,token_budget_r0.96_m8,-0.15987210231815188,5.196072034451249,10.0,4.423691765627047
14.944632007954539,token_budget_r0.94_m8,-1.1990407673860948,12.612390708599763,15.133665780728393,0.31974420463628894,token_budget_r0.86_m8,-0.8792965627498058,9.987494018878587,15.0,2.624896689721176
19.932099068819642,token_budget_r0.89_m7,-1.4388489208633115,17.28125407803732,20.082948019493163,0.23980815347721673,token_budget_r0.85_m5,-1.1990407673860948,15.801796511374999,20.0,1.4794575666623224
