run_id,source_label,method,seed,num_queries,num_skipped_no_gt,avg_bm25_candidates,avg_bm25_candidates_mean,avg_cluster_candidates,avg_cluster_candidates_mean,avg_context_chunks@1,avg_context_chunks@10,avg_context_chunks@5,avg_context_tokens@1,avg_context_tokens@10,avg_context_tokens@5,avg_dense_candidates,avg_dense_candidates_mean,avg_missing_chunks@1,avg_missing_chunks@10,avg_missing_chunks@5,avg_source_candidate_cost,avg_source_candidate_cost_mean,confidence_mode,context_token_delta_vs_baseline@1,context_token_delta_vs_baseline@10,context_token_delta_vs_baseline@5,context_token_ratio_vs_baseline@1,context_token_ratio_vs_baseline@10,context_token_ratio_vs_baseline@5,cost_interpretation,dataset,dense_query_rate,dense_query_rate_mean,dense_saved_rate,dense_saved_rate_mean,evidence_recall@1,evidence_recall@10,evidence_recall@5,hit@1,hit@10,hit@5,hit_delta_vs_baseline@1,hit_delta_vs_baseline@10,hit_delta_vs_baseline@5,max_context_tokens@1,max_context_tokens@10,max_context_tokens@5,median_context_tokens@1,median_context_tokens@10,median_context_tokens@5,metrics_path,mrr@1,mrr@10,mrr@5,ndcg@1,ndcg@10,ndcg@5,p95_context_tokens@1,p95_context_tokens@10,p95_context_tokens@5,ranking_path,recall@1,recall@10,recall@5,reward_attribution,routing_mode,task
linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596:full_multi_route:seed17,linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596,full_multi_route,17,596,0,100.0,100.0,100.0,100.0,1.0,10.0,5.0,161.64093959731542,1550.9647651006712,770.5184563758389,100.0,100.0,0.0,0.0,0.0,300.0,300.0,,0.0,78.57718120805384,0.0,1.0,1.0533671854256716,1.0,source_candidate_proxy_and_final_context_tokens,lotte_technology_search_100k,1.0,1.0,,,0.291594348575516,0.7229019509155765,0.611129549370119,0.6308724832214765,0.8791946308724832,0.8104026845637584,0.0,0.011744966442952975,0.0,1520.0,8819.0,4718.0,104.0,1361.0,656.0,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_metrics.json,0.6308724832214765,0.710130366464259,0.7003914988814316,0.6308724832214765,0.6563620669910564,0.6265869854600753,501.25,3106.25,1773.5,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_rankings.json,0.6308724832214765,0.8791946308724832,0.8104026845637584,,full_multi_route,task18
linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596:full_multi_route:seed19,linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596,full_multi_route,19,596,0,100.0,100.0,100.0,100.0,1.0,10.0,5.0,161.64093959731542,1575.1107382550335,770.5184563758389,100.0,100.0,0.0,0.0,0.0,300.0,300.0,,0.0,102.72315436241615,0.0,1.0,1.069766381818327,1.0,source_candidate_proxy_and_final_context_tokens,lotte_technology_search_100k,1.0,1.0,,,0.291594348575516,0.7276185281168215,0.611129549370119,0.6308724832214765,0.8875838926174496,0.8104026845637584,0.0,0.020134228187919434,0.0,1520.0,14354.0,4718.0,104.0,1370.0,656.0,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_metrics.json,0.6308724832214765,0.7111350804303824,0.7003914988814316,0.6308724832214765,0.6582764428851691,0.6265869854600753,501.25,3100.5,1773.5,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_rankings.json,0.6308724832214765,0.8875838926174496,0.8104026845637584,,full_multi_route,task18
linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596:gated_cost_aware:seed13,linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596,gated_cost_aware,13,596,0,44.87695749440716,47.621178225205064,100.0,100.0,1.0,10.0,5.0,159.6996644295302,1473.4580536912752,758.48322147651,41.06263982102908,44.06040268456376,0.0,0.0,0.0,185.93959731543623,191.68158090976885,,-1.9412751677852214,1.0704697986577685,-12.035234899328884,0.9879902011667255,1.000727029900529,0.9843803418338127,source_candidate_proxy_and_final_context_tokens,lotte_technology_search_100k,0.8092841163310962,0.8219612229679344,,,0.2740515390039516,0.6370872180161122,0.5624569193021227,0.6057046979865772,0.8523489932885906,0.8087248322147651,-0.025167785234899265,-0.015100671140939603,-0.001677852348993314,2133.0,13712.0,3923.0,108.5,1287.0,643.0,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_metrics.json,0.6057046979865772,0.690282438478747,0.6843680089485457,0.6057046979865772,0.5955923823713766,0.5808326538777634,452.0,2838.75,1655.75,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_rankings.json,0.6057046979865772,0.8523489932885906,0.8087248322147651,,gated_cost_aware,task18
linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596:gated_cost_aware:seed17,linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596,gated_cost_aware,17,596,0,54.049217002237135,47.621178225205064,100.0,100.0,1.0,10.0,5.0,165.28187919463087,1431.6510067114093,759.1073825503356,52.18120805369127,44.06040268456376,0.0,0.0,0.0,206.2304250559284,191.68158090976885,,3.6409395973154517,-40.73657718120808,-11.411073825503308,1.0225248603873862,0.9723329796944423,0.9851903952058777,source_candidate_proxy_and_final_context_tokens,lotte_technology_search_100k,0.906599552572707,0.8219612229679344,,,0.2925311494703706,0.6264024045042615,0.5612836854093219,0.6325503355704698,0.8506711409395973,0.8070469798657718,0.001677852348993314,-0.016778523489932917,-0.003355704697986628,1520.0,4800.0,3843.0,108.0,1296.0,654.5,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_metrics.json,0.6325503355704698,0.707832640886332,0.7019574944071587,0.6325503355704698,0.5973554653682611,0.5877809961963189,501.25,2696.0,1696.5,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_rankings.json,0.6325503355704698,0.8506711409395973,0.8070469798657718,,gated_cost_aware,task18
linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596:gated_cost_aware:seed19,linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596,gated_cost_aware,19,596,0,43.93736017897092,47.621178225205064,100.0,100.0,1.0,10.0,5.0,169.78859060402684,1516.0536912751677,796.7197986577181,38.93736017897092,44.06040268456376,0.0,0.0,0.0,182.87472035794184,191.68158090976885,,8.147651006711413,43.66610738255031,26.201342281879192,1.0504058626917727,1.0296566663969742,1.0340048211241015,source_candidate_proxy_and_final_context_tokens,lotte_technology_search_100k,0.75,0.8219612229679344,,,0.2777800997794922,0.6015337348340414,0.5264757108810858,0.6157718120805369,0.8288590604026845,0.7768456375838926,-0.015100671140939603,-0.038590604026845665,-0.033557046979865834,2133.0,6617.0,3821.0,116.0,1360.0,679.5,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_metrics.json,0.6157718120805369,0.6867429689996803,0.6794463087248322,0.6157718120805369,0.5738458616012342,0.5591324118673335,478.0,2941.25,1733.75,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_rankings.json,0.6157718120805369,0.8288590604026845,0.7768456375838926,,gated_cost_aware,task18
task19_ablation_A:gated_cost_aware:seed13,task19_ablation_A,gated_cost_aware,13,596,0,47.82997762863535,49.231916480238624,100.0,100.0,1.0,10.0,5.0,162.11073825503357,1490.4395973154362,765.4513422818792,48.61297539149888,50.326249067859806,0.0,0.0,0.0,196.44295302013424,199.55816554809846,,0.4697986577181439,18.052013422818845,-5.067114093959731,1.0029064335983726,1.0122603678680133,0.9934237602590429,source_candidate_proxy_and_final_context_tokens,lotte_technology_search_100k,0.8087248322147651,0.824944071588367,,,0.27438903803966863,0.6338207324509686,0.5575065201808144,0.6073825503355704,0.8439597315436241,0.802013422818792,-0.023489932885906062,-0.023489932885906062,-0.008389261744966459,2133.0,13712.0,3821.0,108.0,1330.5,650.5,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/task19_ablation_A/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_metrics.json,0.6073825503355704,0.688497390007457,0.6828299776286352,0.6073825503355704,0.5936765487367079,0.5779842431759328,471.0,2797.25,1670.75,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/task19_ablation_A/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_rankings.json,0.6073825503355704,0.8439597315436241,0.802013422818792,,gated_cost_aware,task19_ablation_A
task19_ablation_A:gated_cost_aware:seed17,task19_ablation_A,gated_cost_aware,17,596,0,55.83892617449664,49.231916480238624,100.0,100.0,1.0,10.0,5.0,164.24496644295303,1415.260067114094,749.4312080536913,58.808724832214764,50.326249067859806,0.0,0.0,0.0,214.6476510067114,199.55816554809846,,2.6040268456376054,-57.127516778523386,-21.087248322147616,1.0161099462309786,0.9612007616720777,0.9726323903760433,source_candidate_proxy_and_final_context_tokens,lotte_technology_search_100k,0.9149888143176734,0.824944071588367,,,0.2856799190453147,0.6233041852719009,0.5679954277125071,0.62248322147651,0.8439597315436241,0.8053691275167785,-0.008389261744966459,-0.023489932885906062,-0.005033557046979942,1520.0,4726.0,3864.0,107.5,1241.0,634.5,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/task19_ablation_A/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_metrics.json,0.62248322147651,0.6999414083306701,0.6943791946308723,0.62248322147651,0.5939820251070781,0.5899496742788477,501.25,2786.75,1739.0,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/task19_ablation_A/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_rankings.json,0.62248322147651,0.8439597315436241,0.8053691275167785,,gated_cost_aware,task19_ablation_A
task19_ablation_A:gated_cost_aware:seed19,task19_ablation_A,gated_cost_aware,19,596,0,44.02684563758389,49.231916480238624,100.0,100.0,1.0,10.0,5.0,170.24496644295303,1518.0167785234898,804.3087248322148,43.557046979865774,50.326249067859806,0.0,0.0,0.0,187.58389261744966,199.55816554809846,,8.604026845637605,45.62919463087246,33.790268456375884,1.0532292553301918,1.030989934396377,1.0438539377957403,source_candidate_proxy_and_final_context_tokens,lotte_technology_search_100k,0.7511185682326622,0.824944071588367,,,0.27736063669224387,0.6021253109499464,0.525590177696895,0.6140939597315436,0.825503355704698,0.7751677852348994,-0.016778523489932917,-0.04194630872483218,-0.03523489932885904,2133.0,6617.0,3821.0,116.0,1343.0,690.0,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/task19_ablation_A/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_metrics.json,0.6140939597315436,0.6848833493128795,0.6779082774049217,0.6140939597315436,0.5738209447616229,0.5585817737814022,483.25,2941.25,1733.75,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/task19_ablation_A/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_rankings.json,0.6140939597315436,0.825503355704698,0.7751677852348994,,gated_cost_aware,task19_ablation_A
task19_ablation_B:gated_cost_aware:seed13,task19_ablation_B,gated_cost_aware,13,596,0,46.26398210290828,47.85980611483967,100.0,100.0,1.0,10.0,5.0,164.2718120805369,1489.7953020134228,767.6711409395973,56.62751677852349,58.10029828486205,0.0,0.0,0.0,202.89149888143177,205.9601043997017,,2.6308724832214807,17.407718120805384,-2.8473154362416153,1.0162760281508854,1.0118227824733375,0.9963046758806609,source_candidate_proxy_and_final_context_tokens,lotte_technology_search_100k,0.8042505592841164,0.813758389261745,,,0.27919695287419766,0.6433889094268639,0.5587288427552543,0.6140939597315436,0.8590604026845637,0.8003355704697986,-0.016778523489932917,-0.008389261744966459,-0.010067114093959773,1523.0,12957.0,3881.0,110.5,1330.5,669.0,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/task19_ablation_B/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_metrics.json,0.6140939597315436,0.6947700276978799,0.6867170022371363,0.6140939597315436,0.5988887752089955,0.5812860047323065,479.25,2802.25,1651.25,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/task19_ablation_B/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_rankings.json,0.6140939597315436,0.8590604026845637,0.8003355704697986,,gated_cost_aware,task19_ablation_B
task19_ablation_B:gated_cost_aware:seed17,task19_ablation_B,gated_cost_aware,17,596,0,53.288590604026844,47.85980611483967,100.0,100.0,1.0,10.0,5.0,164.8993288590604,1495.5704697986578,782.2651006711409,65.1006711409396,58.10029828486205,0.0,0.0,0.0,218.38926174496643,205.9601043997017,,3.2583892617449806,23.182885906040383,11.746644295301962,1.0201581930287116,1.015745097391239,1.0152451173597485,source_candidate_proxy_and_final_context_tokens,lotte_technology_search_100k,0.8859060402684564,0.813758389261745,,,0.2869243262041513,0.6423557084131898,0.5776607228014602,0.6208053691275168,0.8590604026845637,0.8187919463087249,-0.010067114093959662,-0.008389261744966459,0.008389261744966459,1520.0,13493.0,7410.0,105.5,1304.0,653.0,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/task19_ablation_B/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_metrics.json,0.6208053691275168,0.7009960583786086,0.6954977628635346,0.6208053691275168,0.6042798902336243,0.5957220639140248,502.0,2992.0,1800.0,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/task19_ablation_B/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_rankings.json,0.6208053691275168,0.8590604026845637,0.8187919463087249,,gated_cost_aware,task19_ablation_B
task19_ablation_B:gated_cost_aware:seed19,task19_ablation_B,gated_cost_aware,19,596,0,44.02684563758389,47.85980611483967,100.0,100.0,1.0,10.0,5.0,170.24496644295303,1520.6694630872482,805.8322147651006,52.572706935123044,58.10029828486205,0.0,0.0,0.0,196.59955257270693,205.9601043997017,,8.604026845637605,48.28187919463085,35.31375838926169,1.0532292553301918,1.032791555513519,1.0458311648436835,source_candidate_proxy_and_final_context_tokens,lotte_technology_search_100k,0.7511185682326622,0.813758389261745,,,0.27736063669224387,0.6019854899208635,0.525590177696895,0.6140939597315436,0.825503355704698,0.7751677852348994,-0.016778523489932917,-0.04194630872483218,-0.03523489932885904,2133.0,6617.0,3821.0,116.0,1342.0,691.0,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/task19_ablation_B/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_metrics.json,0.6140939597315436,0.6847901352934911,0.677768456375839,0.6140939597315436,0.573693820289855,0.5584654592815254,483.25,2987.5,1733.75,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/task19_ablation_B/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_rankings.json,0.6140939597315436,0.825503355704698,0.7751677852348994,,gated_cost_aware,task19_ablation_B
task19_ablation_C:gated_cost_aware:seed13,task19_ablation_C,gated_cost_aware,13,596,0,46.62192393736018,48.769574944071586,100.0,100.0,1.0,10.0,5.0,161.49664429530202,1503.734899328859,783.8422818791946,47.706935123042506,50.0,0.0,0.0,0.0,194.3288590604027,198.76957494407156,,-0.14429530201340413,31.347315436241615,13.323825503355692,0.9991073096805,1.0212901248143966,1.0172920264181922,source_candidate_proxy_and_final_context_tokens,lotte_technology_search_100k,0.8137583892617449,0.8275540641312453,,,0.27361536167874395,0.6558179177465804,0.5740729817766382,0.6057046979865772,0.8523489932885906,0.8003355704697986,-0.025167785234899265,-0.015100671140939603,-0.010067114093959773,2133.0,12760.0,6677.0,108.0,1338.5,670.0,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/task19_ablation_C/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_metrics.json,0.6057046979865772,0.6882397198252901,0.6810402684563757,0.6057046979865772,0.6060716293379342,0.588870480916294,479.25,2837.0,1675.75,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/task19_ablation_C/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_rankings.json,0.6057046979865772,0.8523489932885906,0.8003355704697986,,gated_cost_aware,task19_ablation_C
task19_ablation_C:gated_cost_aware:seed17,task19_ablation_C,gated_cost_aware,17,596,0,55.83892617449664,48.769574944071586,100.0,100.0,1.0,10.0,5.0,164.24496644295303,1432.1895973154362,762.2751677852349,58.808724832214764,50.0,0.0,0.0,0.0,214.6476510067114,198.76957494407156,,2.6040268456376054,-40.197986577181155,-8.243288590604038,1.0161099462309786,0.9726987737353042,0.9893016338253899,source_candidate_proxy_and_final_context_tokens,lotte_technology_search_100k,0.9149888143176734,0.8275540641312453,,,0.2856799190453147,0.6497739706133308,0.5893347800082354,0.62248322147651,0.8540268456375839,0.8120805369127517,-0.008389261744966459,-0.01342281879194629,0.001677852348993314,1520.0,4726.0,3864.0,107.5,1239.5,650.0,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/task19_ablation_C/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_metrics.json,0.62248322147651,0.7023190316395015,0.6962807606263981,0.62248322147651,0.6115284351264391,0.6055729946080488,501.25,2926.0,1756.75,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/task19_ablation_C/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_rankings.json,0.62248322147651,0.8540268456375839,0.8120805369127517,,gated_cost_aware,task19_ablation_C
task19_ablation_C:gated_cost_aware:seed19,task19_ablation_C,gated_cost_aware,19,596,0,43.84787472035794,48.769574944071586,100.0,100.0,1.0,10.0,5.0,171.1711409395973,1512.8238255033557,801.6023489932886,43.48434004474273,50.0,0.0,0.0,0.0,187.33221476510067,198.76957494407156,,9.530201342281885,40.43624161073831,31.083892617449692,1.058959081566983,1.027463041697102,1.0403415289539641,source_candidate_proxy_and_final_context_tokens,lotte_technology_search_100k,0.7539149888143176,0.8275540641312453,,,0.27833938389582324,0.6320316974419034,0.5565921618238788,0.6174496644295302,0.8422818791946308,0.790268456375839,-0.01342281879194629,-0.025167785234899376,-0.020134228187919434,2133.0,4458.0,3821.0,116.0,1350.5,679.5,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/task19_ablation_C/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_metrics.json,0.6174496644295302,0.6918584212208373,0.6849832214765099,0.6174496644295302,0.5949225532526903,0.5810355339820847,511.0,2944.0,1777.5,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/task19_ablation_C/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_rankings.json,0.6174496644295302,0.8422818791946308,0.790268456375839,,gated_cost_aware,task19_ablation_C
task19_ablation_D:gated_cost_aware:seed13,task19_ablation_D,gated_cost_aware,13,596,0,62.05816554809844,64.20581655480984,100.0,100.0,1.0,10.0,5.0,162.25838926174498,1508.5671140939598,769.1778523489933,63.94854586129754,65.7662192393736,0.0,0.0,0.0,226.00671140939596,229.97203579418343,,0.6174496644295573,36.17953020134246,-1.3406040268456536,1.003819884157861,1.0245720152744653,0.9982601273003229,source_candidate_proxy_and_final_context_tokens,lotte_technology_search_100k,0.9049217002237137,0.9028709917971662,,,0.2780877060434743,0.694213096891152,0.6016680623723265,0.6073825503355704,0.8791946308724832,0.8171140939597316,-0.023489932885906062,0.011744966442952975,0.006711409395973145,1520.0,13675.0,3821.0,108.0,1340.5,674.5,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/task19_ablation_D/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_metrics.json,0.6073825503355704,0.6967714658570362,0.6883668903803131,0.6073825503355704,0.630526705527816,0.6098989578898658,495.0,2858.25,1655.75,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/task19_ablation_D/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_rankings.json,0.6073825503355704,0.8791946308724832,0.8171140939597316,,gated_cost_aware,task19_ablation_D
task19_ablation_D:gated_cost_aware:seed17,task19_ablation_D,gated_cost_aware,17,596,0,72.21476510067114,64.20581655480984,100.0,100.0,1.0,10.0,5.0,162.9244966442953,1491.224832214765,774.8691275167786,74.63087248322148,65.7662192393736,0.0,0.0,0.0,246.84563758389262,229.97203579418343,,1.2835570469798654,18.837248322147616,4.350671140939653,1.0079407917955532,1.0127936750677744,1.005646420413345,source_candidate_proxy_and_final_context_tokens,lotte_technology_search_100k,0.964765100671141,0.9028709917971662,,,0.2941111270990059,0.686414252870224,0.6064115883602116,0.6359060402684564,0.8758389261744967,0.8238255033557047,0.005033557046979942,0.008389261744966459,0.01342281879194629,1520.0,8819.0,4718.0,108.0,1311.5,652.0,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/task19_ablation_D/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_metrics.json,0.6359060402684564,0.714199824224992,0.7071308724832214,0.6359060402684564,0.636222332112984,0.6218757291613858,501.25,3033.75,1789.0,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/task19_ablation_D/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_rankings.json,0.6359060402684564,0.8758389261744967,0.8238255033557047,,gated_cost_aware,task19_ablation_D
task19_ablation_D:gated_cost_aware:seed19,task19_ablation_D,gated_cost_aware,19,596,0,58.344519015659955,64.20581655480984,100.0,100.0,1.0,10.0,5.0,170.48825503355704,1555.5268456375838,800.8775167785235,58.71923937360179,65.7662192393736,0.0,0.0,0.0,217.06375838926175,229.97203579418343,,8.847315436241615,83.13926174496646,30.359060402684577,1.0547343727293488,1.0564656090926599,1.0394008218122113,source_candidate_proxy_and_final_context_tokens,lotte_technology_search_100k,0.8389261744966443,0.9028709917971662,,,0.28727587622013095,0.6862992788248807,0.5910519154082569,0.6325503355704698,0.8758389261744967,0.8120805369127517,0.001677852348993314,0.008389261744966459,0.001677852348993314,2133.0,14354.0,7410.0,110.0,1411.0,682.5,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/task19_ablation_D/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_metrics.json,0.6325503355704698,0.7084059071055714,0.6998881431767338,0.6325503355704698,0.6294049956112479,0.6063972021324837,511.0,3005.0,1821.25,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/task19_ablation_D/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_rankings.json,0.6325503355704698,0.8758389261744967,0.8120805369127517,,gated_cost_aware,task19_ablation_D
task19_ablation_E:gated_cost_aware:seed13,task19_ablation_E,gated_cost_aware,13,596,0,74.13870246085011,76.24161073825503,100.0,100.0,1.0,10.0,5.0,160.79530201342283,1542.5570469798658,765.4848993288591,81.57158836689038,82.59694258016405,0.0,0.0,0.0,255.7102908277405,258.8385533184191,,-0.8456375838925965,70.16946308724846,-5.0335570469798085,0.9947684195229298,1.047656923934212,0.9934673115156056,source_candidate_proxy_and_final_context_tokens,lotte_technology_search_100k,0.9546979865771812,0.9489187173750931,,,0.2876121813817081,0.7231893406324967,0.6070631566516491,0.6208053691275168,0.889261744966443,0.8137583892617449,-0.010067114093959662,0.021812080536912748,0.003355704697986517,1520.0,12957.0,4718.0,107.5,1378.0,663.5,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/task19_ablation_E/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_metrics.json,0.6208053691275168,0.7062386811547885,0.6959731543624159,0.6208053691275168,0.6509479736115519,0.620148450585619,471.0,3020.0,1747.75,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/task19_ablation_E/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_rankings.json,0.6208053691275168,0.889261744966443,0.8137583892617449,,gated_cost_aware,task19_ablation_E
task19_ablation_E:gated_cost_aware:seed17,task19_ablation_E,gated_cost_aware,17,596,0,83.44519015659955,76.24161073825503,100.0,100.0,1.0,10.0,5.0,162.56375838926175,1565.476510067114,773.2315436241611,88.9261744966443,82.59694258016405,0.0,0.0,0.0,272.37136465324386,258.8385533184191,,0.9228187919463267,93.08892617449669,2.7130872483221538,1.005709065996803,1.0632231127135652,1.0035211190930886,source_candidate_proxy_and_final_context_tokens,lotte_technology_search_100k,0.9854586129753915,0.9489187173750931,,,0.29411112709900594,0.7230873113553627,0.6111365404215731,0.6342281879194631,0.889261744966443,0.8120805369127517,0.003355704697986628,0.021812080536912748,0.001677852348993314,1520.0,14354.0,4718.0,105.5,1375.5,660.0,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/task19_ablation_E/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_metrics.json,0.6342281879194631,0.7134461222967934,0.7029082774049216,0.6342281879194631,0.656653873728025,0.627511298245486,501.25,3003.5,1774.75,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/task19_ablation_E/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_rankings.json,0.6342281879194631,0.889261744966443,0.8120805369127517,,gated_cost_aware,task19_ablation_E
task19_ablation_E:gated_cost_aware:seed19,task19_ablation_E,gated_cost_aware,19,596,0,71.14093959731544,76.24161073825503,100.0,100.0,1.0,10.0,5.0,169.8204697986577,1541.4697986577182,799.0369127516778,77.2930648769575,82.59694258016405,0.0,0.0,0.0,248.43400447427294,258.8385533184191,,8.179530201342288,69.08221476510084,28.518456375838923,1.0506030849716623,1.0469184985806965,1.0370120353897512,source_candidate_proxy_and_final_context_tokens,lotte_technology_search_100k,0.906599552572707,0.9489187173750931,,,0.29384746458702127,0.7037023362447169,0.5994385138955266,0.6409395973154363,0.8808724832214765,0.8104026845637584,0.010067114093959773,0.01342281879194629,0.0,2133.0,14354.0,7410.0,108.0,1390.0,676.5,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/task19_ablation_E/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_metrics.json,0.6409395973154363,0.7152278416959624,0.7059284116331096,0.6409395973154363,0.6447075522361548,0.6178979366546479,511.0,2850.0,1833.0,/home/damon/.openclaw/workspace/IntentWeight/paper/experiments/results/task19_ablation_E/linucb_cost_lotte-technology-search-100k_heldout-test_test_corpus-full_q596_prequential_rankings.json,0.6409395973154363,0.8808724832214765,0.8104026845637584,,gated_cost_aware,task19_ablation_E
