protocol,seed,method,num_queries,affected_count,learned_arm_count,hit_rate,hit_delta_vs_dense,hit_delta_vs_before,recovered_count,regressed_count,avg_context_tokens,token_ratio_vs_dense,token_saving_percent_vs_dense
same_query_retry,13,budgeted_before_feedback,,18,,0.0,,,0,0,1070.5555555555557,0.971319118907203,2.8680881092796984
same_query_retry,13,same_arm_boost,,18,,0.16666666666666666,,,3,0,1076.1666666666667,0.9764101013155905,2.3589898684409527
same_query_retry,13,same_arm_boost_conservative,,18,,0.2222222222222222,,,4,0,1151.111111111111,1.0444074802157366,-4.440748021573659
same_query_retry,13,same_full_context,,18,,0.2222222222222222,,,4,0,1285.2777777777778,1.16613740611926,-16.613740611925998
same_query_retry_compression_only,13,budgeted_before_feedback,,9,,0.0,,,0,0,1093.7777777777778,1.1085585585585587,-10.855855855855868
same_query_retry_compression_only,13,same_arm_boost,,9,,0.8888888888888888,,,8,0,1559.7777777777778,1.5808558558558559,-58.085585585585584
same_query_retry_compression_only,13,same_arm_boost_conservative,,9,,1.0,,,9,0,1721.5555555555557,1.74481981981982,-74.48198198198199
same_query_retry_compression_only,13,same_full_context,,9,,1.0,,,9,0,1831.888888888889,1.8566441441441441,-85.66441441441441
same_query_retry_all_queries,13,budgeted_before_feedback,1071,,0,0.876750700280112,0.0028011204481792618,0.0,,,1128.703081232493,0.8946888900401886,10.531110995981141
same_query_retry_all_queries,13,same_arm_boost,1071,,0,0.8795518207282913,0.0056022408963585235,0.0028011204481792618,,,1128.797385620915,0.8947636422846061,10.523635771539386
same_query_retry_all_queries,13,same_arm_boost_conservative,1071,,0,0.880485527544351,0.006535947712418277,0.0037348272642390157,,,1130.0569561157797,0.8957620658263824,10.42379341736176
same_query_retry_all_queries,13,same_full_context,1071,,0,0.880485527544351,0.006535947712418277,0.0037348272642390157,,,1132.311858076564,0.8975494586013189,10.245054139868115
calibration_to_test,13,budgeted_before_feedback,750,,2,0.8786666666666667,0.0,0.0,,,1115.1853333333333,0.8859593093155123,11.404069068448774
calibration_to_test,13,generalized_arm_boost,750,,2,0.8786666666666667,0.0,0.0,,,1115.764,0.8864190312155407,11.358096878445934
calibration_to_test,13,generalized_arm_boost_conservative,750,,2,0.8786666666666667,0.0,0.0,,,1116.3373333333334,0.8868745160473662,11.312548395263377
calibration_to_test,13,generalized_conservative_budget,750,,2,0.8786666666666667,0.0,0.0,,,1116.3626666666667,0.8868946421213306,11.310535787866938
calibration_to_test,13,generalized_full_context,750,,2,0.8786666666666667,0.0,0.0,,,1121.7466666666667,0.8911719624722869,10.88280375277131
same_query_retry,17,budgeted_before_feedback,,16,,0.0,,,0,0,973.875,0.8660515784793241,13.394842152067588
same_query_retry,17,same_arm_boost,,16,,0.25,,,4,0,1049.3125,0.9331369497554469,6.686305024455308
same_query_retry,17,same_arm_boost_conservative,,16,,0.25,,,4,0,1098.4375,0.9768230324588706,2.317696754112941
same_query_retry,17,same_full_context,,16,,0.25,,,4,0,1233.625,1.0970431302801245,-9.704313028012447
same_query_retry_compression_only,17,budgeted_before_feedback,,11,,0.0,,,0,0,856.2727272727273,0.812753473121063,18.724652687893695
same_query_retry_compression_only,17,same_arm_boost,,11,,1.0,,,11,0,849.5454545454545,0.8063681076883251,19.36318923116749
same_query_retry_compression_only,17,same_arm_boost_conservative,,11,,1.0,,,11,0,937.0909090909091,0.8894641470359824,11.053585296401758
same_query_retry_compression_only,17,same_full_context,,11,,1.0,,,11,0,1073.8181818181818,1.0192423850202779,-1.9242385020277863
same_query_retry_all_queries,17,budgeted_before_feedback,1071,,0,0.8776844070961718,0.0037348272642390157,0.0,,,1134.076563958917,0.8989482877295301,10.105171227046995
same_query_retry_all_queries,17,same_arm_boost,1071,,0,0.8814192343604108,0.007469654528478031,0.0037348272642390157,,,1135.203548085901,0.8998416140563824,10.015838594361758
same_query_retry_all_queries,17,same_arm_boost_conservative,1071,,0,0.8814192343604108,0.007469654528478031,0.0037348272642390157,,,1135.937441643324,0.9004233493446226,9.957665065537736
same_query_retry_all_queries,17,same_full_context,1071,,0,0.8814192343604108,0.007469654528478031,0.0037348272642390157,,,1137.9570494864613,0.902024231569131,9.797576843086897
calibration_to_test,17,budgeted_before_feedback,750,,3,0.8786666666666667,0.0,0.0,,,1128.8333333333333,0.8968019668470598,10.319803315294019
calibration_to_test,17,generalized_arm_boost,750,,3,0.8773333333333333,-0.0013333333333334085,-0.0013333333333334085,,,1129.3266666666666,0.8971938956558398,10.280610434416015
calibration_to_test,17,generalized_arm_boost_conservative,750,,3,0.8773333333333333,-0.0013333333333334085,-0.0013333333333334085,,,1131.9106666666667,0.8992467552002068,10.075324479979319
calibration_to_test,17,generalized_conservative_budget,750,,3,0.8786666666666667,0.0,0.0,,,1131.3306666666667,0.8987859740331275,10.121402596687245
calibration_to_test,17,generalized_full_context,750,,3,0.88,0.0013333333333332975,0.0013333333333332975,,,1145.6013333333333,0.9101233092773786,8.98766907226214
same_query_retry,19,budgeted_before_feedback,,20,,0.0,,,0,0,1119.55,0.9390228559446424,6.0977144055357595
same_query_retry,19,same_arm_boost,,20,,0.3,,,6,0,1057,0.8865590270496959,11.344097295030409
same_query_retry,19,same_arm_boost_conservative,,20,,0.3,,,6,0,1094.7,0.9181799119312225,8.18200880687775
same_query_retry,19,same_full_context,,20,,0.3,,,6,0,1354.95,1.1364646676452086,-13.64646676452086
same_query_retry_compression_only,19,budgeted_before_feedback,,9,,0.0,,,0,0,778.1111111111111,0.8921019108280255,10.789808917197451
