hit@10,hit_delta_vs_dense_pp,method,policy,queries,seed,split,token_saving_vs_dense_pct,tokens
0.8770949720670391,1.6759776536312887,intentroute,token_budget_r1.00_m4,179,13,calibration,-1.4328759976257155,1498.8435754189943
0.8770949720670391,1.6759776536312887,intentroute,token_budget_r1.00_m5,179,13,calibration,-1.4328759976257155,1498.8435754189943
0.8770949720670391,1.6759776536312887,intentroute,token_budget_r1.00_m6,179,13,calibration,-1.4328759976257155,1498.8435754189943
0.8770949720670391,1.6759776536312887,intentroute,token_budget_r1.00_m7,179,13,calibration,-1.4328759976257155,1498.8435754189943
0.8770949720670391,1.6759776536312887,intentroute,token_budget_r1.00_m8,179,13,calibration,-1.4328759976257155,1498.8435754189943
0.8603351955307262,0.0,intentroute,token_budget_r0.99_m4,179,13,calibration,8.961713099662393,1345.2458100558658
0.8603351955307262,0.0,intentroute,token_budget_r0.99_m5,179,13,calibration,8.961713099662393,1345.2458100558658
0.8603351955307262,0.0,intentroute,token_budget_r0.99_m6,179,13,calibration,8.961713099662393,1345.2458100558658
0.8603351955307262,0.0,intentroute,token_budget_r0.99_m7,179,13,calibration,8.961713099662393,1345.2458100558658
0.8603351955307262,0.0,intentroute,token_budget_r0.99_m8,179,13,calibration,8.961713099662393,1345.2458100558658
0.8603351955307262,0.0,intentroute,token_budget_r0.98_m4,179,13,calibration,9.617282223642087,1335.558659217877
0.8603351955307262,0.0,intentroute,token_budget_r0.98_m5,179,13,calibration,9.617282223642087,1335.558659217877
0.8603351955307262,0.0,intentroute,token_budget_r0.98_m6,179,13,calibration,9.617282223642087,1335.558659217877
0.8603351955307262,0.0,intentroute,token_budget_r0.98_m7,179,13,calibration,9.617282223642087,1335.558659217877
0.8603351955307262,0.0,intentroute,token_budget_r0.98_m8,179,13,calibration,9.574938658540733,1336.1843575418995
0.8603351955307262,0.0,intentroute,token_budget_r0.97_m4,179,13,calibration,9.897808342438463,1331.4134078212292
0.8603351955307262,0.0,intentroute,token_budget_r0.97_m5,179,13,calibration,9.897808342438463,1331.4134078212292
0.8603351955307262,0.0,intentroute,token_budget_r0.97_m6,179,13,calibration,9.897808342438463,1331.4134078212292
0.8603351955307262,0.0,intentroute,token_budget_r0.97_m7,179,13,calibration,9.897808342438463,1331.4134078212292
0.8603351955307262,0.0,intentroute,token_budget_r0.97_m8,179,13,calibration,9.855464777337119,1332.0391061452515
0.8603351955307262,0.0,intentroute,token_budget_r0.96_m4,179,13,calibration,10.335610560182683,1324.9441340782123
0.8603351955307262,0.0,intentroute,token_budget_r0.96_m5,179,13,calibration,10.335610560182683,1324.9441340782123
0.8603351955307262,0.0,intentroute,token_budget_r0.96_m6,179,13,calibration,10.335610560182683,1324.9441340782123
0.8603351955307262,0.0,intentroute,token_budget_r0.96_m7,179,13,calibration,10.335610560182683,1324.9441340782123
0.8603351955307262,0.0,intentroute,token_budget_r0.96_m8,179,13,calibration,10.293266995081352,1325.5698324022346
0.8603351955307262,0.0,intentroute,token_budget_r0.95_m4,179,13,calibration,11.3718937025289,1309.6312849162011
0.8603351955307262,0.0,intentroute,token_budget_r0.95_m5,179,13,calibration,11.3718937025289,1309.6312849162011
0.8603351955307262,0.0,intentroute,token_budget_r0.95_m6,179,13,calibration,11.3718937025289,1309.6312849162011
0.8603351955307262,0.0,intentroute,token_budget_r0.95_m7,179,13,calibration,11.3718937025289,1309.6312849162011
0.8603351955307262,0.0,intentroute,token_budget_r0.95_m8,179,13,calibration,11.261876046774521,1311.2569832402235
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.94_m4,179,13,calibration,12.422165344060376,1294.1117318435754
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.94_m5,179,13,calibration,12.422165344060376,1294.1117318435754
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.94_m6,179,13,calibration,12.422165344060376,1294.1117318435754
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.94_m7,179,13,calibration,12.422165344060376,1294.1117318435754
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.94_m8,179,13,calibration,11.748827045439947,1304.0614525139665
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.93_m4,179,13,calibration,12.94352048937063,1286.4078212290503
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.93_m5,179,13,calibration,12.94352048937063,1286.4078212290503
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.93_m6,179,13,calibration,12.94352048937063,1286.4078212290503
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.93_m7,179,13,calibration,12.930288125276467,1286.6033519553073
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.93_m8,179,13,calibration,12.162811007814668,1297.9441340782123
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.92_m4,179,13,calibration,14.12384736657052,1268.9664804469273
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.92_m5,179,13,calibration,14.12384736657052,1268.9664804469273
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.92_m6,179,13,calibration,14.103431719110937,1269.268156424581
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.92_m7,179,13,calibration,14.090199355016775,1269.463687150838
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.92_m8,179,13,calibration,12.889456830357314,1287.2067039106146
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.91_m4,179,13,calibration,15.426668128527844,1249.7150837988827
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.91_m5,179,13,calibration,15.421753250435732,1249.7877094972066
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.91_m6,179,13,calibration,15.394154319610752,1250.195530726257
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.91_m7,179,13,calibration,15.38092195551658,1250.391061452514
0.8491620111731844,-1.1173184357541888,intentroute,token_budget_r0.91_m8,179,13,calibration,13.553343440339061,1277.3966480446927
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.90_m4,179,13,calibration,16.08526179287192,1239.9832402234638
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.90_m5,179,13,calibration,16.080346914779795,1240.0558659217877
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.90_m6,179,13,calibration,16.052747983954816,1240.463687150838
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.90_m7,179,13,calibration,16.039515619860644,1240.659217877095
0.8491620111731844,-1.1173184357541888,intentroute,token_budget_r0.90_m8,179,13,calibration,14.105322056838677,1269.2402234636872
0.8491620111731844,-1.1173184357541888,intentroute,token_budget_r0.89_m4,179,13,calibration,17.232696793609147,1223.0279329608938
0.8491620111731844,-1.1173184357541888,intentroute,token_budget_r0.89_m5,179,13,calibration,17.22778191551704,1223.1005586592178
0.8491620111731844,-1.1173184357541888,intentroute,token_budget_r0.89_m6,179,13,calibration,17.20018298469206,1223.508379888268
0.8491620111731844,-1.1173184357541888,intentroute,token_budget_r0.89_m7,179,13,calibration,17.10566609830514,1224.9050279329608
0.8491620111731844,-1.1173184357541888,intentroute,token_budget_r0.89_m8,179,13,calibration,14.846334446112142,1258.2905027932961
0.8491620111731844,-1.1173184357541888,intentroute,token_budget_r0.88_m4,179,13,calibration,18.219453087488624,1208.4469273743016
0.8491620111731844,-1.1173184357541888,intentroute,token_budget_r0.88_m5,179,13,calibration,18.21453820939649,1208.5195530726257
0.8491620111731844,-1.1173184357541888,intentroute,token_budget_r0.88_m6,179,13,calibration,18.18693927857151,1208.927374301676
0.8491620111731844,-1.1173184357541888,intentroute,token_budget_r0.88_m7,179,13,calibration,17.988831884704524,1211.854748603352
0.8491620111731844,-1.1173184357541888,intentroute,token_budget_r0.88_m8,179,13,calibration,15.332151242140924,1251.1117318435754
0.8491620111731844,-1.1173184357541888,intentroute,token_budget_r0.87_m4,179,13,calibration,18.869351198285102,1198.8435754189943
0.8491620111731844,-1.1173184357541888,intentroute,token_budget_r0.87_m5,179,13,calibration,18.86443632019297,1198.9162011173185
0.8491620111731844,-1.1173184357541888,intentroute,token_budget_r0.87_m6,179,13,calibration,18.83683738936799,1199.3240223463688
0.8491620111731844,-1.1173184357541888,intentroute,token_budget_r0.87_m7,179,13,calibration,18.441000669179562,1205.173184357542
0.8491620111731844,-1.1173184357541888,intentroute,token_budget_r0.87_m8,179,13,calibration,15.507196515729504,1248.5251396648046
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.86_m4,179,13,calibration,19.640987058747918,1187.441340782123
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.86_m5,179,13,calibration,19.636072180655805,1187.513966480447
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.86_m6,179,13,calibration,19.608473249830816,1187.9217877094973
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.86_m7,179,13,calibration,19.14912118199038,1194.7094972067039
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.86_m8,179,13,calibration,15.864848413817612,1243.2402234636872
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.85_m4,179,13,calibration,20.30865434418514,1177.5754189944134
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.85_m5,179,13,calibration,20.303739466093017,1177.6480446927374
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.85_m6,179,13,calibration,20.26101783344614,1178.2793296089385
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.85_m7,179,13,calibration,19.67841574575714,1186.8882681564246
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.85_m8,179,13,calibration,16.151423613342764,1239.0055865921788
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.84_m4,179,13,calibration,21.087851555558924,1166.0614525139665
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.84_m5,179,13,calibration,21.0829366774668,1166.1340782122904
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.84_m6,179,13,calibration,20.983126845442214,1167.608938547486
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.84_m7,179,13,calibration,20.127938057413353,1180.2458100558658
0.8547486033519553,-0.5586592178770888,intentroute,token_budget_r0.84_m8,179,13,calibration,16.3189075360204,1236.5307262569831
0.8491620111731844,-1.1173184357541888,intentroute,token_budget_r0.83_m4,179,13,calibration,21.916197547853912,1153.8212290502793
0.8491620111731844,-1.1173184357541888,intentroute,token_budget_r0.83_m5,179,13,calibration,21.91128266976178,1153.8938547486034
