seed,bm25_support_at100,cluster_support_at100,dense_support_at100,first_relevant_prefix_ratio,first_relevant_prefix_tokens,first_relevant_rank,maximum_safe_token_saving,minimum_safe_ratio_grid,multiple_relevant,query_id,relevant_chunks_top10,route_confidence,route_support_count_at100,route_tier,safe_r0.85_m4,safe_r0.95_m4,source_hit,total_tokens_top10,variant
13,1,1,1,0.1691065118626956,335,1,0.3099444724886421,0.01,1,lotte_technology_search_100k_q396,4,0.780081258807793,3,linucb_primary,1,1,1,1981,fixed_full
13,1,1,1,0.015509103169251517,23,1,0.7815239379635873,0.01,1,lotte_technology_search_100k_q163,2,0.6819564454683739,3,hybrid_lite,1,1,1,1483,fixed_full
13,1,1,1,0.06126331811263318,161,1,0.4387366818873668,0.01,1,lotte_technology_search_100k_q527,7,0.7187882267980482,3,hybrid_lite,1,1,1,2628,fixed_full
13,1,1,1,0.03814713896457766,84,1,0.7606721162579473,0.01,1,lotte_technology_search_100k_q423,8,0.9687190871403304,3,linucb_primary,1,1,1,2202,fixed_full
13,1,1,0,nan,0,0,nan,nan,0,lotte_technology_search_100k_q283,0,0.7130847666877264,2,hybrid_lite,0,0,0,843,fixed_full
13,1,1,1,0.6321762349799733,947,6,0.43324432576769023,0.57,1,lotte_technology_search_100k_q339,2,0.9380018491311999,3,linucb_primary,1,1,1,1498,fixed_full
13,1,1,1,0.22448979591836735,242,1,0.46474953617810766,0.01,0,lotte_technology_search_100k_q474,1,0.786172164038733,3,linucb_primary,1,1,1,1078,fixed_full
13,1,1,1,0.029197080291970802,44,1,0.5182481751824817,0.01,1,lotte_technology_search_100k_q343,6,0.8227163378467888,3,linucb_primary,1,1,1,1507,fixed_full
13,1,1,1,0.10929144385026739,327,2,0.3793449197860963,0.01,0,lotte_technology_search_100k_q312,1,0.4686087360068687,3,hybrid_lite,1,1,1,2992,fixed_full
13,1,1,1,0.05789909015715467,70,1,0.45574855252274604,0.01,1,lotte_technology_search_100k_q311,3,0.7115110934275595,3,hybrid_lite,1,1,1,1209,fixed_full
13,1,1,1,0.011504424778761062,13,1,0.6371681415929203,0.01,1,lotte_technology_search_100k_q236,7,0.7970182162217665,3,linucb_primary,1,1,1,1130,fixed_full
13,0,0,0,nan,0,0,nan,nan,0,lotte_technology_search_100k_q382,0,0.42588580639425716,0,full_dense_fallback,0,0,0,969,fixed_full
13,1,0,1,0.08414239482200647,208,1,0.5902103559870551,0.01,1,lotte_technology_search_100k_q328,5,0.42896799297390764,2,full_dense_fallback,1,1,1,2472,fixed_full
13,1,1,1,0.04064587973273942,73,1,0.7399777282850779,0.01,1,lotte_technology_search_100k_q444,7,0.9278118239576828,3,linucb_primary,1,1,1,1796,fixed_full
13,1,1,1,0.10395655546935609,134,1,0.46314972847168345,0.01,1,lotte_technology_search_100k_q356,3,0.47053694854946176,3,hybrid_lite,1,1,1,1289,fixed_full
13,1,1,1,0.4361820199778024,786,1,0.2513873473917869,0.01,0,lotte_technology_search_100k_q517,1,0.2434634119272232,3,full_dense_fallback,1,1,1,1802,fixed_full
13,1,0,1,0.2174423152131404,556,1,0.41415721548689866,0.01,1,lotte_technology_search_100k_q415,3,0.4168944542941396,2,full_dense_fallback,1,1,1,2557,fixed_full
13,1,1,1,0.12002487562189054,193,1,0.3159203980099502,0.01,1,lotte_technology_search_100k_q416,5,0.7206073492886019,3,hybrid_lite,1,1,1,1608,fixed_full
13,1,1,1,0.07466196355085244,127,1,0.5790711346266901,0.01,1,lotte_technology_search_100k_q495,2,0.8332526259363655,3,linucb_primary,1,1,1,1701,fixed_full
13,1,1,1,0.5710843373493976,1422,1,0.3313253012048193,0.01,1,lotte_technology_search_100k_q263,2,0.7842217310751816,3,linucb_primary,1,1,1,2490,fixed_full
13,1,1,1,0.10436835891381346,442,1,0.7695395513577332,0.01,1,lotte_technology_search_100k_q369,5,0.9361400234823176,3,linucb_primary,1,1,1,4235,fixed_full
13,0,0,1,nan,0,0,nan,nan,0,lotte_technology_search_100k_q175,0,0.3060961072748501,1,full_dense_fallback,0,0,0,1017,fixed_full
13,1,1,1,0.25614176399516714,636,1,0.4490535642368103,0.01,1,lotte_technology_search_100k_q480,2,0.9611923253261527,3,linucb_primary,1,1,1,2483,fixed_full
13,1,1,1,0.54609375,699,1,0.275,0.01,0,lotte_technology_search_100k_q373,1,0.8091232332356083,3,linucb_primary,1,1,1,1280,fixed_full
13,1,1,1,0.10574712643678161,138,1,0.7065134099616859,0.01,1,lotte_technology_search_100k_q251,2,0.8207984795774579,3,linucb_primary,1,1,1,1305,fixed_full
13,1,0,1,0.10253583241455347,93,1,0.6990077177508269,0.01,1,lotte_technology_search_100k_q443,2,0.29600747553915735,2,full_dense_fallback,1,1,1,907,fixed_full
13,1,1,1,nan,0,0,nan,nan,0,lotte_technology_search_100k_q197,0,0.6412276348907312,3,hybrid_lite,0,0,0,800,fixed_full
13,1,0,1,0.17009249743062693,331,2,0.4943473792394656,0.01,1,lotte_technology_search_100k_q538,3,0.5872998890380992,2,hybrid_lite,1,1,1,1946,fixed_full
13,1,1,1,0.41098901098901097,374,6,0.589010989010989,0.42,0,lotte_technology_search_100k_q262,1,0.503720724260953,3,hybrid_lite,1,1,1,910,fixed_full
13,1,1,1,0.15,159,1,0.5688679245283019,0.01,1,lotte_technology_search_100k_q466,10,0.907749192133758,3,linucb_primary,1,1,1,1060,fixed_full
13,1,1,1,0.05081555834378921,81,1,0.47365119196988703,0.01,1,lotte_technology_search_100k_q588,4,0.6751839371105628,3,hybrid_lite,1,1,1,1594,fixed_full
13,1,1,1,0.12308673469387756,193,1,0.298469387755102,0.01,1,lotte_technology_search_100k_q450,5,0.7555431177663782,3,linucb_primary,1,1,1,1568,fixed_full
13,1,0,1,0.13070539419087138,63,1,0.7489626556016598,0.01,1,lotte_technology_search_100k_q113,3,0.3723591196839732,2,full_dense_fallback,1,1,1,482,fixed_full
13,1,1,1,0.926509186351706,1059,9,0.07349081364829402,0.93,0,lotte_technology_search_100k_q511,1,0.4943506179352366,3,hybrid_lite,0,1,1,1143,fixed_full
13,1,0,1,0.17996505532906232,309,2,0.6924868957483984,0.01,0,lotte_technology_search_100k_q206,1,0.24180499125367533,2,full_dense_fallback,1,1,1,1717,fixed_full
13,1,1,1,0.19504132231404958,236,1,0.4694214876033058,0.01,1,lotte_technology_search_100k_q245,2,0.42081965315780373,3,full_dense_fallback,1,1,1,1210,fixed_full
13,0,1,1,nan,0,0,nan,nan,0,lotte_technology_search_100k_q60,0,0.535654146505694,2,hybrid_lite,0,0,0,922,fixed_full
13,1,1,1,0.0711864406779661,63,1,0.6892655367231638,0.01,0,lotte_technology_search_100k_q44,1,0.9605209189509067,3,linucb_primary,1,1,1,885,fixed_full
13,1,1,1,0.27672209026128264,233,3,0.6270783847980997,0.01,1,lotte_technology_search_100k_q46,3,0.8747373112473988,3,linucb_primary,1,1,1,842,fixed_full
13,1,1,1,0.18587360594795538,300,1,0.49008674101610905,0.01,1,lotte_technology_search_100k_q358,3,0.5612596134713779,3,hybrid_lite,1,1,1,1614,fixed_full
13,1,0,1,nan,0,0,nan,nan,0,lotte_technology_search_100k_q81,0,0.49662796606962145,2,hybrid_lite,0,0,0,1124,fixed_full
13,1,1,1,0.5726495726495726,536,5,0.4700854700854701,0.53,1,lotte_technology_search_100k_q193,2,0.7010902482126383,3,hybrid_lite,1,1,1,936,fixed_full
13,1,1,1,0.04253112033195021,41,1,0.7624481327800829,0.01,1,lotte_technology_search_100k_q296,5,0.9574530277349438,3,linucb_primary,1,1,1,964,fixed_full
13,1,1,1,0.037948181104422926,145,1,0.6074326092645904,0.01,1,lotte_technology_search_100k_q542,3,0.7886289785916984,3,linucb_primary,1,1,1,3821,fixed_full
13,0,1,1,nan,0,0,nan,nan,0,lotte_technology_search_100k_q77,0,0.687972475837995,2,hybrid_lite,0,0,0,1150,fixed_full
13,0,1,1,0.834593572778828,1766,8,0.16540642722117205,0.84,0,lotte_technology_search_100k_q114,1,0.7741167130614823,2,linucb_primary,1,1,1,2116,fixed_full
13,1,1,1,0.025050778605280974,37,1,0.6553825321597834,0.01,1,lotte_technology_search_100k_q346,2,0.914178006824856,3,linucb_primary,1,1,1,1477,fixed_full
13,1,1,1,0.05102763997165131,72,1,0.7632884479092842,0.01,1,lotte_technology_search_100k_q49,2,0.7037525347208619,3,hybrid_lite,1,1,1,1411,fixed_full
13,1,1,1,0.3110485573539761,442,3,0.6410978184377198,0.01,1,lotte_technology_search_100k_q110,4,0.9104112248453022,3,linucb_primary,1,1,1,1421,fixed_full
13,0,0,0,nan,0,0,nan,nan,0,lotte_technology_search_100k_q237,0,0.3118766861597891,0,full_dense_fallback,0,0,0,788,fixed_full
13,1,0,1,0.3063583815028902,106,1,0.42485549132947975,0.01,0,lotte_technology_search_100k_q307,1,0.46456041294302586,2,hybrid_lite,1,1,1,346,fixed_full
13,1,0,1,0.03369272237196765,75,1,0.5813117699910153,0.01,1,lotte_technology_search_100k_q491,6,0.35090453661730614,2,full_dense_fallback,1,1,1,2226,fixed_full
13,1,1,1,0.13769751693002258,122,2,0.6896162528216705,0.01,1,lotte_technology_search_100k_q43,3,0.9219770841097541,3,linucb_primary,1,1,1,886,fixed_full
13,1,1,1,0.09581789306511382,181,1,0.27316040232927474,0.01,1,lotte_technology_search_100k_q409,2,0.7631361088495142,3,linucb_primary,1,1,1,1889,fixed_full
13,1,1,0,nan,0,0,nan,nan,0,lotte_technology_search_100k_q317,0,0.5560262383413727,2,hybrid_lite,0,0,0,2258,fixed_full
13,1,1,1,0.849720910261915,1979,9,0.4547015886646629,0.55,0,lotte_technology_search_100k_q6,1,0.6657493732101363,3,hybrid_lite,1,1,1,2329,fixed_full
13,1,1,1,0.07652799178222908,149,1,0.4725218284540318,0.01,1,lotte_technology_search_100k_q308,4,0.9070269714283247,3,linucb_primary,1,1,1,1947,fixed_full
13,1,0,1,nan,0,0,nan,nan,0,lotte_technology_search_100k_q28,0,0.448712193337978,2,hybrid_lite,0,0,0,1513,fixed_full
13,1,1,1,0.022478070175438597,41,1,0.611842105263158,0.01,1,lotte_technology_search_100k_q422,5,0.8809222020749372,3,linucb_primary,1,1,1,1824,fixed_full
13,1,0,1,0.5685053380782918,639,4,0.43149466192170816,0.01,0,lotte_technology_search_100k_q191,1,0.45057124566818585,2,hybrid_lite,1,1,1,1124,fixed_full
13,1,0,1,0.11546685673556664,162,1,0.5317177476835353,0.01,0,lotte_technology_search_100k_q485,1,0.37984444616193414,2,full_dense_fallback,1,1,1,1403,fixed_full
13,1,0,1,0.12017887087758525,215,2,0.8077138065958636,0.01,0,lotte_technology_search_100k_q146,1,0.40206517861707963,2,full_dense_fallback,1,1,1,1789,fixed_full
13,1,1,1,0.037934668071654375,36,1,0.6891464699683878,0.01,1,lotte_technology_search_100k_q457,6,0.8246471811474988,3,linucb_primary,1,1,1,949,fixed_full
13,1,1,1,0.06366307541625857,65,1,0.5759059745347699,0.01,1,lotte_technology_search_100k_q324,8,0.4559077457157536,3,hybrid_lite,1,1,1,1021,fixed_full
13,1,1,1,0.6182096403978576,808,2,0.3404743687834736,0.01,1,lotte_technology_search_100k_q294,2,0.41634735792196864,3,full_dense_fallback,1,1,1,1307,fixed_full
13,1,1,1,0.13951473136915077,161,1,0.6793760831889082,0.01,0,lotte_technology_search_100k_q303,1,0.8769842392419868,3,linucb_primary,1,1,1,1154,fixed_full
13,1,1,1,0.3347260909935005,721,1,0.24791086350974934,0.01,1,lotte_technology_search_100k_q452,3,0.6427564747029608,3,hybrid_lite,1,1,1,2154,fixed_full
13,1,1,1,0.28529062870699884,481,2,0.5409252669039146,0.01,1,lotte_technology_search_100k_q551,2,0.622486108598789,3,hybrid_lite,1,1,1,1686,fixed_full
13,1,1,1,0.041189931350114416,54,1,0.6064073226544622,0.01,0,lotte_technology_search_100k_q360,1,0.6486706504107086,3,hybrid_lite,1,1,1,1311,fixed_full
13,1,1,1,0.15935672514619884,109,1,0.5994152046783625,0.01,0,lotte_technology_search_100k_q9,1,0.567053688205699,3,hybrid_lite,1,1,1,684,fixed_full
13,1,1,1,0.1529051987767584,250,1,0.7186544342507646,0.01,1,lotte_technology_search_100k_q309,3,0.8725981898723443,3,linucb_primary,1,1,1,1635,fixed_full
13,1,1,1,0.07222222222222222,195,1,0.39,0.01,1,lotte_technology_search_100k_q593,2,0.9747181952836,3,linucb_primary,1,1,1,2700,fixed_full
13,1,1,1,nan,0,0,nan,nan,0,lotte_technology_search_100k_q208,0,0.8565602143464014,3,linucb_primary,0,0,0,1829,fixed_full
13,1,1,1,0.08205128205128205,64,1,0.582051282051282,0.01,1,lotte_technology_search_100k_q489,3,0.683011975217335,3,hybrid_lite,1,1,1,780,fixed_full
13,1,1,1,0.23493975903614459,312,1,0.6581325301204819,0.01,0,lotte_technology_search_100k_q62,1,0.9660994319227075,3,linucb_primary,1,1,1,1328,fixed_full
13,1,1,1,0.06844919786096257,64,1,0.6053475935828877,0.01,1,lotte_technology_search_100k_q111,5,0.9565343611800969,3,linucb_primary,1,1,1,935,fixed_full
13,1,1,1,0.4070464767616192,543,5,0.5929535232383808,0.41,0,lotte_technology_search_100k_q214,1,0.9627793030428095,3,linucb_primary,1,1,1,1334,fixed_full
13,1,1,1,0.3192488262910798,748,1,0.4233888177550149,0.01,1,lotte_technology_search_100k_q479,2,0.71348001856288,3,hybrid_lite,1,1,1,2343,fixed_full
13,1,1,1,0.06483921982076964,123,1,0.6457564575645757,0.01,1,lotte_technology_search_100k_q332,3,0.9549337044762473,3,linucb_primary,1,1,1,1897,fixed_full
13,1,1,1,0.10656620021528525,99,1,0.6135629709364909,0.01,1,lotte_technology_search_100k_q83,2,0.5574553595728505,3,hybrid_lite,1,1,1,929,fixed_full
13,1,1,1,0.3064935064935065,118,1,0.36103896103896105,0.01,0,lotte_technology_search_100k_q87,1,0.5969088300715738,3,hybrid_lite,1,1,1,385,fixed_full
13,1,1,1,0.04331007281553398,571,2,0.8951759708737864,0.01,1,lotte_technology_search_100k_q558,4,0.8581865712681085,3,linucb_primary,1,1,1,13184,fixed_full
13,1,0,1,nan,0,0,nan,nan,0,lotte_technology_search_100k_q155,0,0.5684082730345728,2,hybrid_lite,0,0,0,682,fixed_full
13,1,1,1,0.043922369765066395,43,1,0.5944841675178754,0.01,1,lotte_technology_search_100k_q404,4,0.474523008254095,3,hybrid_lite,1,1,1,979,fixed_full
13,0,1,1,nan,0,0,nan,nan,0,lotte_technology_search_100k_q47,0,0.639361425612944,2,hybrid_lite,0,0,0,773,fixed_full
13,1,1,1,0.10555555555555556,76,1,0.7291666666666667,0.01,0,lotte_technology_search_100k_q37,1,0.9604440640705266,3,linucb_primary,1,1,1,720,fixed_full
13,1,1,1,0.12231404958677686,148,1,0.7289256198347107,0.01,1,lotte_technology_search_100k_q335,3,0.6950911354759932,3,hybrid_lite,1,1,1,1210,fixed_full
13,1,1,1,0.20724048762467676,561,1,0.33505725895825633,0.01,0,lotte_technology_search_100k_q411,1,0.9049128275168302,3,linucb_primary,1,1,1,2707,fixed_full
13,1,1,1,0.12665684830633284,86,2,0.7098674521354933,0.01,0,lotte_technology_search_100k_q265,1,0.6007069104345769,3,hybrid_lite,1,1,1,679,fixed_full
13,0,1,1,0.04135079255685734,60,1,0.7339765678842178,0.01,1,lotte_technology_search_100k_q510,5,0.6606646779346441,2,hybrid_lite,1,1,1,1451,fixed_full
13,1,0,1,0.14041514041514042,345,1,0.5877085877085877,0.01,1,lotte_technology_search_100k_q327,5,0.38385703853036035,2,full_dense_fallback,1,1,1,2457,fixed_full
13,1,1,1,0.1734006734006734,206,1,0.5471380471380471,0.01,1,lotte_technology_search_100k_q229,4,0.6173396732980581,3,hybrid_lite,1,1,1,1188,fixed_full
13,1,1,1,0.10979228486646884,74,1,0.6053412462908012,0.01,0,lotte_technology_search_100k_q168,1,0.6126152606434386,3,hybrid_lite,1,1,1,674,fixed_full
13,1,1,1,0.1155795876985468,342,1,0.7073335586346738,0.01,1,lotte_technology_search_100k_q326,2,0.6488111828173829,3,hybrid_lite,1,1,1,2959,fixed_full
13,1,1,1,0.19874213836477989,158,1,0.5672955974842767,0.01,0,lotte_technology_search_100k_q205,1,0.7848986072906714,3,linucb_primary,1,1,1,795,fixed_full
13,1,1,1,0.27365728900255754,214,3,0.6854219948849105,0.01,0,lotte_technology_search_100k_q19,1,0.2880698981886918,3,full_dense_fallback,1,1,1,782,fixed_full
13,1,1,1,0.11993517017828201,74,1,0.5688816855753647,0.01,0,lotte_technology_search_100k_q167,1,0.7736048293304252,3,linucb_primary,1,1,1,617,fixed_full
13,1,1,1,0.4208860759493671,399,3,0.5432489451476794,0.01,1,lotte_technology_search_100k_q52,2,0.7049642979591966,3,hybrid_lite,1,1,1,948,fixed_full
13,1,1,1,0.07015650296815974,130,1,0.7603885590933621,0.01,1,lotte_technology_search_100k_q331,2,0.8517940744247984,3,linucb_primary,1,1,1,1853,fixed_full
13,0,1,1,0.09989701338825953,97,2,0.6364572605561277,0.01,0,lotte_technology_search_100k_q20,1,0.8304480129275498,2,linucb_primary,1,1,1,971,fixed_full
13,1,1,1,0.36928327645051195,541,3,0.4525597269624574,0.01,0,lotte_technology_search_100k_q212,1,0.6469754191095731,3,hybrid_lite,1,1,1,1465,fixed_full
13,0,0,1,0.24796747967479674,183,2,0.5230352303523036,0.01,1,lotte_technology_search_100k_q75,2,0.6809625520382507,1,hybrid_lite,1,1,1,738,fixed_full
13,1,1,1,0.2159383033419023,168,1,0.5745501285347043,0.01,0,lotte_technology_search_100k_q190,1,0.8753140948441493,3,linucb_primary,1,1,1,778,fixed_full
13,1,1,1,0.06491228070175438,74,1,0.5798245614035088,0.01,1,lotte_technology_search_100k_q437,10,0.9517426584454318,3,linucb_primary,1,1,1,1140,fixed_full
13,1,1,1,0.09109903886335144,218,1,0.5532804011700794,0.01,1,lotte_technology_search_100k_q406,2,0.7659005735871538,3,linucb_primary,1,1,1,2393,fixed_full
13,0,1,0,nan,0,0,nan,nan,0,lotte_technology_search_100k_q116,0,0.4019988561554955,1,full_dense_fallback,0,0,0,1092,fixed_full
13,0,1,1,1.0,2375,10,0.4821052631578947,0.52,0,lotte_technology_search_100k_q374,1,0.9597122046767199,2,linucb_primary,0,0,1,2375,fixed_full
13,1,1,1,0.03464912280701754,79,1,0.3692982456140351,0.01,1,lotte_technology_search_100k_q375,2,0.9910371057474535,3,linucb_primary,1,1,1,2280,fixed_full
13,1,1,1,0.5262154432793136,1104,5,0.4737845567206864,0.53,0,lotte_technology_search_100k_q565,1,0.7979055290208116,3,linucb_primary,1,1,1,2098,fixed_full
13,1,1,1,0.40408460977388766,554,6,0.5959153902261123,0.41,1,lotte_technology_search_100k_q10,2,0.7569594560058704,3,linucb_primary,1,1,1,1371,fixed_full
13,1,1,1,0.15587529976019185,195,1,0.5683453237410072,0.01,1,lotte_technology_search_100k_q589,2,0.9881422438036125,3,linucb_primary,1,1,1,1251,fixed_full
13,1,1,1,0.08314263920671243,109,1,0.5697940503432495,0.01,1,lotte_technology_search_100k_q300,4,0.6066966659835316,3,hybrid_lite,1,1,1,1311,fixed_full
13,1,1,1,0.12480857580398162,163,1,0.6776416539050536,0.01,1,lotte_technology_search_100k_q430,4,0.8281911295280563,3,linucb_primary,1,1,1,1306,fixed_full
13,1,1,1,0.23290793072014584,511,1,0.6690975387420237,0.01,1,lotte_technology_search_100k_q418,3,0.583737804252919,3,hybrid_lite,1,1,1,2194,fixed_full
13,1,0,1,0.251303441084463,241,2,0.6120959332638165,0.01,0,lotte_technology_search_100k_q158,1,0.16342728627196385,2,full_dense_fallback,1,1,1,959,fixed_full
13,1,1,1,0.4079155672823219,773,3,0.3197889182058048,0.01,1,lotte_technology_search_100k_q80,2,0.6249058774803345,3,hybrid_lite,1,1,1,1895,fixed_full
13,1,1,1,0.046831955922865015,51,1,0.418732782369146,0.01,0,lotte_technology_search_100k_q372,1,0.9508391317161572,3,linucb_primary,1,1,1,1089,fixed_full
13,1,1,1,0.08211920529801324,248,1,0.8543046357615894,0.01,1,lotte_technology_search_100k_q347,6,0.7117788584844382,3,hybrid_lite,1,1,1,3020,fixed_full
13,1,1,1,0.12196788520669627,357,1,0.6545951486163307,0.01,1,lotte_technology_search_100k_q204,2,0.8162999366402081,3,linucb_primary,1,1,1,2927,fixed_full
13,1,1,1,0.3181818181818182,196,5,0.6818181818181819,0.32,0,lotte_technology_search_100k_q231,1,0.8926257683580615,3,linucb_primary,1,1,1,616,fixed_full
13,0,1,1,nan,0,0,nan,nan,0,lotte_technology_search_100k_q119,0,0.7193026440445047,2,hybrid_lite,0,0,0,703,fixed_full
13,1,1,1,0.031190926275992438,66,1,0.42580340264650285,0.01,1,lotte_technology_search_100k_q455,4,0.8124350520407644,3,linucb_primary,1,1,1,2116,fixed_full
13,0,0,0,nan,0,0,nan,nan,0,lotte_technology_search_100k_q150,0,0.5523514016903903,0,hybrid_lite,0,0,0,812,fixed_full
13,1,1,1,0.06657183499288763,234,1,0.5277382645803699,0.01,1,lotte_technology_search_100k_q569,4,0.7296302683743701,3,hybrid_lite,1,1,1,3515,fixed_full
13,1,1,1,0.6121718377088305,513,6,0.38782816229116945,0.62,0,lotte_technology_search_100k_q221,1,0.394890634080757,3,full_dense_fallback,1,1,1,838,fixed_full
13,1,1,1,0.04607508532423208,108,1,0.7947952218430034,0.01,1,lotte_technology_search_100k_q573,2,0.8886244341068541,3,linucb_primary,1,1,1,2344,fixed_full
13,1,1,1,0.060922541340295906,70,1,0.6214099216710183,0.01,1,lotte_technology_search_100k_q429,9,0.9539738136628447,3,linucb_primary,1,1,1,1149,fixed_full
13,0,1,1,0.35171568627450983,574,1,0.47610294117647056,0.01,0,lotte_technology_search_100k_q487,1,0.449677893432747,2,hybrid_lite,1,1,1,1632,fixed_full
13,1,1,1,0.03426791277258567,44,1,0.5381619937694704,0.01,1,lotte_technology_search_100k_q243,2,0.6733616518765927,3,hybrid_lite,1,1,1,1284,fixed_full
13,1,1,1,0.43759398496240604,582,1,0.4067669172932331,0.01,1,lotte_technology_search_100k_q53,2,0.8901957951103566,3,linucb_primary,1,1,1,1330,fixed_full
13,1,1,1,0.10680379746835443,135,1,0.7697784810126582,0.01,1,lotte_technology_search_100k_q323,2,0.42459970505557715,3,full_dense_fallback,1,1,1,1264,fixed_full
13,1,1,1,0.7109496626881162,1370,6,0.2823040996367411,0.72,0,lotte_technology_search_100k_q391,1,0.9430363355275024,3,linucb_primary,1,1,1,1927,fixed_full
13,1,1,1,0.0666189111747851,93,1,0.518624641833811,0.01,1,lotte_technology_search_100k_q348,5,0.9904512718653322,3,linucb_primary,1,1,1,1396,fixed_full
13,1,1,1,0.2866043613707165,276,1,0.49428868120456904,0.01,0,lotte_technology_search_100k_q432,1,0.27674924358725544,3,full_dense_fallback,1,1,1,963,fixed_full
13,1,1,1,0.7416772018541931,1760,6,0.25832279814580694,0.75,0,lotte_technology_search_100k_q71,1,0.9707020611339402,3,linucb_primary,1,1,1,2373,fixed_full
13,1,1,1,0.04874551971326165,68,1,0.5211469534050179,0.01,1,lotte_technology_search_100k_q398,6,0.9556089023926546,3,linucb_primary,1,1,1,1395,fixed_full
13,0,0,0,nan,0,0,nan,nan,0,lotte_technology_search_100k_q319,0,0.235734306510436,0,full_dense_fallback,0,0,0,1042,fixed_full
13,1,1,1,0.7384276267450404,1005,7,0.26157237325495963,0.74,0,lotte_technology_search_100k_q182,1,0.7048843221849641,3,hybrid_lite,1,1,1,1361,fixed_full
13,1,1,1,0.559322033898305,627,6,0.44067796610169496,0.56,0,lotte_technology_search_100k_q25,1,0.5908398005153989,3,hybrid_lite,1,1,1,1121,fixed_full
13,1,1,1,0.28376068376068375,332,3,0.6393162393162393,0.01,1,lotte_technology_search_100k_q14,2,0.6225708646462669,3,hybrid_lite,1,1,1,1170,fixed_full
13,1,1,1,0.37037037037037035,210,3,0.5820105820105821,0.01,1,lotte_technology_search_100k_q370,3,0.8259326828661083,3,linucb_primary,1,1,1,567,fixed_full
13,1,1,1,0.13659147869674185,218,2,0.5989974937343359,0.01,1,lotte_technology_search_100k_q449,4,0.9473462655475271,3,linucb_primary,1,1,1,1596,fixed_full
13,1,1,1,0.5714285714285714,740,3,0.39768339768339767,0.01,1,lotte_technology_search_100k_q39,2,0.7970893163758291,3,linucb_primary,1,1,1,1295,fixed_full
13,1,1,1,0.4010339734121123,543,7,0.706794682422452,0.3,0,lotte_technology_search_100k_q165,1,0.8679977094801857,3,linucb_primary,1,1,1,1354,fixed_full
13,1,1,1,0.09079391891891891,215,1,0.7521114864864865,0.01,1,lotte_technology_search_100k_q350,6,0.8223630455206374,3,linucb_primary,1,1,1,2368,fixed_full
13,1,0,1,nan,0,0,nan,nan,0,lotte_technology_search_100k_q156,0,0.444861784867541,2,hybrid_lite,0,0,0,962,fixed_full
13,1,1,1,0.7876588021778584,1302,7,0.44646098003629764,0.56,0,lotte_technology_search_100k_q567,1,0.5120403230082322,3,hybrid_lite,1,1,1,1653,fixed_full
13,1,0,1,0.10279840091376356,180,1,0.3894917190177042,0.01,1,lotte_technology_search_100k_q468,2,0.4898629993598227,2,hybrid_lite,1,1,1,1751,fixed_full
13,1,1,1,0.40759493670886077,483,6,0.5924050632911393,0.41,1,lotte_technology_search_100k_q524,2,0.5168116659833479,3,hybrid_lite,1,1,1,1185,fixed_full
13,1,1,1,0.4162303664921466,477,5,0.5837696335078534,0.42,1,lotte_technology_search_100k_q187,2,0.4806890108501839,3,hybrid_lite,1,1,1,1146,fixed_full
13,1,1,1,0.11320754716981132,120,1,0.31981132075471697,0.01,1,lotte_technology_search_100k_q486,2,0.4512974572850058,3,hybrid_lite,1,1,1,1060,fixed_full
13,0,1,1,nan,0,0,nan,nan,0,lotte_technology_search_100k_q68,0,0.8360217214558129,2,linucb_primary,0,0,0,1243,fixed_full
13,1,1,1,0.25,118,1,0.521186440677966,0.01,0,lotte_technology_search_100k_q86,1,0.7128971886501004,3,hybrid_lite,1,1,1,472,fixed_full
13,1,1,1,0.5400238948626045,452,7,0.7013142174432496,0.3,0,lotte_technology_search_100k_q118,1,0.8511133389895534,3,linucb_primary,1,1,1,837,fixed_full
13,1,1,1,0.23544631306597671,182,1,0.42173350582147473,0.01,0,lotte_technology_search_100k_q133,1,0.5895648247723939,3,hybrid_lite,1,1,1,773,fixed_full
13,1,0,1,0.0840630472854641,144,1,0.38178633975481613,0.01,1,lotte_technology_search_100k_q587,3,0.22377106044673836,2,full_dense_fallback,1,1,1,1713,fixed_full
13,1,1,1,0.16673511293634496,406,1,0.6529774127310062,0.01,0,lotte_technology_search_100k_q550,1,0.7261487517542374,3,hybrid_lite,1,1,1,2435,fixed_full
13,0,0,0,nan,0,0,nan,nan,0,lotte_technology_search_100k_q149,0,0.5087308583106244,0,hybrid_lite,0,0,0,922,fixed_full
13,1,1,1,0.0611541774332472,142,1,0.8074935400516796,0.01,1,lotte_technology_search_100k_q571,2,0.828311777068755,3,linucb_primary,1,1,1,2322,fixed_full
13,0,1,1,0.6323792486583184,707,4,0.3676207513416816,0.01,0,lotte_technology_search_100k_q481,1,0.9927162879848865,2,linucb_primary,1,1,1,1118,fixed_full
13,1,0,1,0.08625461254612546,187,1,0.6107011070110702,0.01,1,lotte_technology_search_100k_q299,3,0.3225183913758471,2,full_dense_fallback,1,1,1,2168,fixed_full
13,1,1,1,0.04915390813859791,61,1,0.42304593070104757,0.01,1,lotte_technology_search_100k_q255,3,0.42184584756765053,3,full_dense_fallback,1,1,1,1241,fixed_full
13,1,0,1,0.04638009049773756,82,1,0.5673076923076923,0.01,1,lotte_technology_search_100k_q393,3,0.6961232863849274,2,hybrid_lite,1,1,1,1768,fixed_full
