dataset,method,protocol,task_type,scope,query_split,corpus_scope,corpus_sampling,num_corpus_chunks,num_queries,num_skipped_no_gt,num_queries_with_gt_in_corpus,gt_query_coverage,num_seeds,n_effective_arms_mean,candidate_arms,recall@1_mean,recall@1_std,recall@5_mean,recall@5_std,recall@10_mean,recall@10_std,mrr@10_mean,mrr@10_std,ndcg@10_mean,ndcg@10_std,avg_feedback_reward_mean,elapsed_sec,notes
cuad,Global LinUCB,prequential,evidence_retrieval,smoke_only,test,gt_anchored_10000,gt_anchored,10000,79,21,79,1.0,3,32.0000,3,0.0211,0.0119,0.0338,0.0060,0.0464,0.0060,0.0275,0.0091,0.0155,0.0030,0.0367,80.012,Sampled query/corpus scope; use only with matching comparison group. CUAD smoke/sample result; not a full-corpus held-out result. Corpus sample is GT-anchored: selected query GT chunks plus sampled distractors.
