dataset,method,protocol,task_type,scope,query_split,corpus_scope,corpus_sampling,num_corpus_chunks,num_queries,num_skipped_no_gt,num_queries_with_gt_in_corpus,gt_query_coverage,num_seeds,n_effective_arms_mean,candidate_arms,dense_depth,bm25_depth,cluster_depth,dense_weight,bm25_weight,cluster_weight,dense_floor_k,recall@1_mean,recall@1_std,recall@5_mean,recall@5_std,recall@10_mean,recall@10_std,mrr@10_mean,mrr@10_std,ndcg@10_mean,ndcg@10_std,selected_cluster_hit_rate_mean,selected_cluster_miss_rate_mean,dense_fallback_hit_rate_mean,bm25_fallback_hit_rate_mean,cluster_local_hit_rate_mean,soft_fused_hit_rate_mean,soft_rescue_on_cluster_miss_rate_mean,avg_selected_candidate_chunks_mean,avg_union_candidate_chunks_mean,avg_feedback_reward_mean,avg_local_boost_norm_mean,cross_arm_update_weight_mean,elapsed_sec,notes
cuad,Soft-Routed Manifold LinUCB,prequential,evidence_retrieval,smoke_only,test,gt_anchored_10000,gt_anchored,10000,79,21,79,1.0,3,32.0000,3,100,100,100,2.0000,0.8000,0.8000,5,0.0253,0.0000,0.0380,0.0000,0.0844,0.0158,0.0344,0.0021,0.0364,0.0028,0.3713,0.6287,0.0759,0.0506,0.0338,0.0844,0.0865,941.5567,267.9567,0.0167,0.0066,53.2249,92.946,Sampled query/corpus scope; use only with matching comparison group. CUAD smoke/sample result; not a full-corpus held-out result. Corpus sample is GT-anchored: selected query GT chunks plus sampled distractors.
