selector,seed,target_coverage,score_threshold,actual_coverage,action,selected_examples,selective_risk,selective_risk_ci_high,selective_risk_ci_low,test_examples
random_feedback,17,0.8,0.34510598281006366,0.7933884297520661,token_budget_r0.85_m4,288,0.013888888888888888,0.027777777777777776,0.003472222222222222,363
random_feedback,17,0.9,0.3011390028907944,0.8925619834710744,token_budget_r0.85_m4,324,0.021604938271604937,0.040123456790123455,0.009182098765432103,363
random_feedback,17,1.0,-inf,1.0,token_budget_r0.85_m4,363,0.02203856749311295,0.03856749311294766,0.008264462809917356,363
random_feedback,19,0.1,0.810075553196728,0.09366391184573003,token_budget_r0.85_m4,34,0.0,0.0,0.0,363
random_feedback,19,0.2,0.7392822805170047,0.1790633608815427,token_budget_r0.85_m4,65,0.015384615384615385,0.046153846153846156,0.0,363
random_feedback,19,0.3,0.6229330856097095,0.31955922865013775,token_budget_r0.85_m4,116,0.034482758620689655,0.06896551724137931,0.008620689655172414,363
random_feedback,19,0.4,0.5500045260707791,0.4049586776859504,token_budget_r0.85_m4,147,0.027210884353741496,0.05442176870748299,0.006802721088435374,363
random_feedback,19,0.5,0.4828804789905236,0.5289256198347108,token_budget_r0.85_m4,192,0.026041666666666668,0.052083333333333336,0.005208333333333333,363
random_feedback,19,0.6,0.44391661652231496,0.6170798898071626,token_budget_r0.85_m4,224,0.022321428571428572,0.044642857142857144,0.004464285714285714,363
random_feedback,19,0.7,0.3902681790848525,0.699724517906336,token_budget_r0.85_m4,254,0.01968503937007874,0.03937007874015748,0.003937007874015748,363
random_feedback,19,0.8,0.3446558077321378,0.790633608815427,token_budget_r0.85_m4,287,0.017421602787456445,0.03484320557491289,0.003484320557491289,363
random_feedback,19,0.9,0.2954559538802273,0.8925619834710744,token_budget_r0.85_m4,324,0.018518518518518517,0.033950617283950615,0.006172839506172839,363
random_feedback,19,1.0,-inf,1.0,token_budget_r0.85_m4,363,0.02203856749311295,0.03856749311294766,0.008264462809917356,363
random_no_feedback,13,0.1,0.38188236951828003,0.12121212121212122,token_budget_r0.85_m4,44,0.09090909090909091,0.18181818181818182,0.022727272727272728,363
random_no_feedback,13,0.2,0.3525541126728058,0.20110192837465565,token_budget_r0.85_m4,73,0.0547945205479452,0.1095890410958904,0.0136986301369863,363
random_no_feedback,13,0.3,0.32906147837638855,0.2809917355371901,token_budget_r0.85_m4,102,0.049019607843137254,0.09803921568627451,0.00980392156862745,363
random_no_feedback,13,0.4,0.3082166314125061,0.38016528925619836,token_budget_r0.85_m4,138,0.043478260869565216,0.07971014492753623,0.014492753623188406,363
random_no_feedback,13,0.5,0.29120445251464844,0.4931129476584022,token_budget_r0.85_m4,179,0.0335195530726257,0.061452513966480445,0.0111731843575419,363
random_no_feedback,13,0.6,0.2729042172431946,0.5922865013774105,token_budget_r0.85_m4,215,0.027906976744186046,0.05116279069767442,0.009302325581395349,363
