selector,seed,budget_ratio,min_keep,target_coverage,score_threshold,baseline_hit@10,baseline_only_hits,baseline_run_id,baseline_tokens_mean,choice_label,evidence_recall_delta_ci_high,evidence_recall_delta_ci_low,evidence_recall_delta_mean,hit_delta_ci_high,hit_delta_ci_low,hit_delta_mean,hit_losses,hit_ties,hit_wins,mcnemar_p_two_sided,method_hit@10,method_label,method_only_hits,method_run_id,method_tokens_mean,mrr_delta_mean,ndcg_delta_mean,noninferior_by_ci,noninferior_margin,num_queries,saving_target_pct,scale,token_delta_ci_high,token_delta_ci_low,token_delta_mean,token_down_hit_better,token_down_hit_same,token_down_hit_worse,token_down_nonworse_rate,token_ratio,token_saving_ci_high,token_saving_ci_low,token_saving_mean,token_saving_percent,token_saving_wilcoxon_p_greater
random_no_feedback,17,0.8,8,0.5,0.30292809009552,0.8705035971223022,5,dense_top10,1470.1199040767385,saving_target,-0.007073198583989956,-0.01802678095618743,-0.012340127897681854,-0.002398081534772182,-0.023980815347721823,-0.011990407673860911,5,412,0,0.0625,0.8585131894484412,random_no_feedback,0,random_no_feedback:r0.80:m8:c0.50,1346.3213429256596,-0.0012523314681588064,-0.006253108650344545,False,0.0,417,10.0,100k,-103.11366906474821,-148.69340527577938,-123.79856115107914,0,202,5,0.4844124700239808,0.9157901605115492,148.41804556354916,103.8914268585132,123.79856115107914,8.420983948845084,2.567730998244411e-41
random_no_feedback,19,0.8,8,0.5,0.2908981442451477,0.8705035971223022,4,dense_top10,1470.1199040767385,saving_target,-0.009276424098816188,-0.021492936603098468,-0.014891896007003922,-0.002398081534772182,-0.019184652278177457,-0.009592326139088728,4,413,0,0.125,0.8609112709832134,random_no_feedback,0,random_no_feedback:r0.80:m8:c0.50,1331.369304556355,-0.0009858779642952305,-0.008294777305950421,False,0.0,417,10.0,100k,-117.06534772182256,-164.5956834532374,-138.7505995203837,0,221,4,0.5299760191846523,0.9056195354299884,163.6669664268585,117.60929256594724,138.7505995203837,9.438046457001159,1.7439620684122827e-45
random_no_feedback,13,0.8,8,0.8,0.24503621459007263,0.8705035971223022,6,dense_top10,1470.1199040767385,saving_target,-0.013960167811414403,-0.027976568812124503,-0.020683386116901376,-0.004796163069544364,-0.026378896882494004,-0.014388489208633094,6,411,0,0.03125,0.8561151079136691,random_no_feedback,0,random_no_feedback:r0.80:m8:c0.80,1282.7242206235012,-0.0014921396216360245,-0.011408350777565314,False,0.0,417,15.0,100k,-165.11942446043165,-213.28351318944843,-187.3956834532374,0,306,6,0.7338129496402878,0.8725303405976772,214.8056354916067,165.6832134292566,187.3956834532374,12.746965940232279,3.5729304517477467e-62
random_no_feedback,17,0.8,8,0.8,0.25730687379837036,0.8705035971223022,7,dense_top10,1470.1199040767385,saving_target,-0.012125440862416806,-0.02643572744431712,-0.018598733492680406,-0.004796163069544364,-0.03117505995203837,-0.016786570743405275,7,410,0,0.015625,0.8537170263788969,random_no_feedback,0,random_no_feedback:r0.80:m8:c0.80,1286.8561151079136,-0.0017585931254996004,-0.009593353124952528,False,0.0,417,15.0,100k,-160.56588729016786,-208.73663069544364,-183.26378896882494,0,307,7,0.7362110311750599,0.8753409239201357,208.2989808153477,160.73129496402876,183.26378896882494,12.465907607986427,1.813560251456851e-62
random_no_feedback,19,0.8,8,0.8,0.23551645874977112,0.8705035971223022,6,dense_top10,1470.1199040767385,saving_target,-0.014134216399085542,-0.028332132883035266,-0.02067624896947646,-0.004796163069544364,-0.026378896882494004,-0.014388489208633094,6,411,0,0.03125,0.8561151079136691,random_no_feedback,0,random_no_feedback:r0.80:m8:c0.80,1266.6019184652278,-0.0014921396216360245,-0.011595291390249424,False,0.0,417,15.0,100k,-181.69778177458033,-229.63860911270982,-203.5179856115108,0,333,6,0.7985611510791367,0.8615636826308234,230.436690647482,180.81402877697843,203.5179856115108,13.843631736917661,9.807353503699974e-66
random_no_feedback,13,0.88,5,0.9,0.22009716928005219,0.8705035971223022,7,dense_top10,1470.1199040767385,saving_target,-0.012722757903544315,-0.02630496379131953,-0.019296974720566882,-0.004796163069544364,-0.028836930455635387,-0.016786570743405275,7,410,0,0.015625,0.8537170263788969,random_no_feedback,0,random_no_feedback:r0.88:m5:c0.90,1230.2470023980816,-0.0017918998134825474,-0.010370141519891084,False,0.0,417,20.0,100k,-213.08393285371702,-269.7727817745803,-239.8729016786571,0,350,7,0.8393285371702638,0.8368344643090174,270.565107913669,211.49700239808155,239.8729016786571,16.316553569098257,1.3907463338131754e-67
random_no_feedback,17,0.88,5,0.9,0.23607859015464783,0.8705035971223022,7,dense_top10,1470.1199040767385,saving_target,-0.011388163278900703,-0.025015629532498793,-0.01755014707445866,-0.004796163069544364,-0.03117505995203837,-0.016786570743405275,7,410,0,0.015625,0.8537170263788969,random_no_feedback,0,random_no_feedback:r0.88:m5:c0.90,1230.9616306954435,-0.0017918998134825474,-0.009095802182117202,False,0.0,417,20.0,100k,-212.07020383693052,-270.01091127098323,-239.15827338129498,0,353,7,0.8465227817745803,0.8373205663578233,268.76810551558754,211.5494604316547,239.15827338129498,16.267943364217675,7.558870383604335e-68
random_no_feedback,19,0.88,5,0.9,0.20823700726032257,0.8705035971223022,6,dense_top10,1470.1199040767385,saving_target,-0.012984591763818384,-0.027150900752752033,-0.019696654976362245,-0.004796163069544364,-0.026378896882494004,-0.014388489208633094,6,411,0,0.03125,0.8561151079136691,random_no_feedback,0,random_no_feedback:r0.88:m5:c0.90,1216.673860911271,-0.0015254463096189715,-0.010448518910902274,False,0.0,417,20.0,100k,-227.11151079136692,-282.40749400479615,-253.44604316546761,0,371,6,0.8896882494004796,0.8276017878115621,283.63153477218225,226.9664268585132,253.44604316546761,17.239821218843787,4.1684520774327724e-69
dense_budget_only,13,0.98,8,1.0,-inf,0.8705035971223022,4,dense_top10,1470.1199040767385,saving_target,-0.0075552739253588914,-0.01967519703449063,-0.013238185388396254,-0.002398081534772182,-0.019184652278177457,-0.009592326139088728,4,413,0,0.125,0.8609112709832134,dense_budget_only,0,dense_budget_only:r0.98:m8:c1.00,1322.4028776978416,-0.0009592326139088729,-0.006716065720056895,False,0.0,417,5.0,100k,-129.36139088729018,-171.95851318944844,-147.7170263788969,0,413,4,0.9904076738609112,0.8995204228109096,170.6438848920863,129.59502398081537,147.7170263788969,10.04795771890904,2.273443105487499e-70
dense_budget_only,17,0.98,8,1.0,-inf,0.8705035971223022,4,dense_top10,1470.1199040767385,saving_target,-0.007772516238390093,-0.019557443014091482,-0.013238185388396254,-0.002398081534772182,-0.019184652278177457,-0.009592326139088728,4,413,0,0.125,0.8609112709832134,dense_budget_only,0,dense_budget_only:r0.98:m8:c1.00,1322.4028776978416,-0.0009592326139088729,-0.006716065720056895,False,0.0,417,5.0,100k,-128.59736211031176,-170.28663069544362,-147.7170263788969,0,413,4,0.9904076738609112,0.8995204228109096,170.45629496402879,129.71720623501201,147.7170263788969,10.04795771890904,2.273443105487499e-70
dense_budget_only,19,0.98,8,1.0,-inf,0.8705035971223022,4,dense_top10,1470.1199040767385,saving_target,-0.007559896589371293,-0.019729243363034603,-0.013238185388396254,-0.002398081534772182,-0.019184652278177457,-0.009592326139088728,4,413,0,0.125,0.8609112709832134,dense_budget_only,0,dense_budget_only:r0.98:m8:c1.00,1322.4028776978416,-0.0009592326139088729,-0.006716065720056895,False,0.0,417,5.0,100k,-129.61810551558753,-171.11067146282974,-147.7170263788969,0,413,4,0.9904076738609112,0.8995204228109096,171.1585731414868,129.25305755395684,147.7170263788969,10.04795771890904,2.273443105487499e-70
dense_budget_only,13,0.98,8,1.0,-inf,0.8705035971223022,4,dense_top10,1470.1199040767385,saving_target,-0.007543721740028488,-0.019474400961392403,-0.013238185388396254,-0.002398081534772182,-0.019184652278177457,-0.009592326139088728,4,413,0,0.125,0.8609112709832134,dense_budget_only,0,dense_budget_only:r0.98:m8:c1.00,1322.4028776978416,-0.0009592326139088729,-0.006716065720056895,False,0.0,417,10.0,100k,-129.65809352517985,-169.95419664268582,-147.7170263788969,0,413,4,0.9904076738609112,0.8995204228109096,170.84502398081534,129.35695443645082,147.7170263788969,10.04795771890904,2.273443105487499e-70
dense_budget_only,17,0.98,8,1.0,-inf,0.8705035971223022,4,dense_top10,1470.1199040767385,saving_target,-0.007559080142961316,-0.01970914420128325,-0.013238185388396254,-0.002398081534772182,-0.019184652278177457,-0.009592326139088728,4,413,0,0.125,0.8609112709832134,dense_budget_only,0,dense_budget_only:r0.98:m8:c1.00,1322.4028776978416,-0.0009592326139088729,-0.006716065720056895,False,0.0,417,10.0,100k,-129.778896882494,-169.45575539568344,-147.7170263788969,0,413,4,0.9904076738609112,0.8995204228109096,171.12494004796164,129.54424460431653,147.7170263788969,10.04795771890904,2.273443105487499e-70
dense_budget_only,19,0.98,8,1.0,-inf,0.8705035971223022,4,dense_top10,1470.1199040767385,saving_target,-0.007254322866531376,-0.01979746640066659,-0.013238185388396254,-0.002398081534772182,-0.019184652278177457,-0.009592326139088728,4,413,0,0.125,0.8609112709832134,dense_budget_only,0,dense_budget_only:r0.98:m8:c1.00,1322.4028776978416,-0.0009592326139088729,-0.006716065720056895,False,0.0,417,10.0,100k,-128.62505995203838,-170.43081534772182,-147.7170263788969,0,413,4,0.9904076738609112,0.8995204228109096,171.07823741007186,128.98764988009592,147.7170263788969,10.04795771890904,2.273443105487499e-70
dense_budget_only,13,0.95,8,1.0,-inf,0.8705035971223022,5,dense_top10,1470.1199040767385,saving_target,-0.009010798116246518,-0.022199891564580847,-0.01510669058423958,-0.002398081534772182,-0.023980815347721823,-0.011990407673860911,5,412,0,0.0625,0.8585131894484412,dense_budget_only,0,dense_budget_only:r0.95:m8:c1.00,1288.9088729016787,-0.0012256861177724488,-0.007768045140273443,False,0.0,417,15.0,100k,-160.9269784172662,-204.70377697841724,-181.21103117505996,0,412,5,0.988009592326139,0.8767372438992562,204.7734412470024,162.20185851318945,181.21103117505996,12.326275610074378,2.2730530559817892e-70
dense_budget_only,17,0.95,8,1.0,-inf,0.8705035971223022,5,dense_top10,1470.1199040767385,saving_target,-0.009343910936335286,-0.022529583438787113,-0.01510669058423958,-0.002398081534772182,-0.023980815347721823,-0.011990407673860911,5,412,0,0.0625,0.8585131894484412,dense_budget_only,0,dense_budget_only:r0.95:m8:c1.00,1288.9088729016787,-0.0012256861177724488,-0.007768045140273443,False,0.0,417,15.0,100k,-161.59154676258993,-204.38045563549161,-181.21103117505996,0,412,5,0.988009592326139,0.8767372438992562,207.07619904076736,160.4625299760192,181.21103117505996,12.326275610074378,2.2730530559817892e-70
dense_budget_only,19,0.95,8,1.0,-inf,0.8705035971223022,5,dense_top10,1470.1199040767385,saving_target,-0.00921503784433269,-0.022108942976981304,-0.01510669058423958,-0.002398081534772182,-0.023980815347721823,-0.011990407673860911,5,412,0,0.0625,0.8585131894484412,dense_budget_only,0,dense_budget_only:r0.95:m8:c1.00,1288.9088729016787,-0.0012256861177724488,-0.007768045140273443,False,0.0,417,15.0,100k,-162.27212230215827,-204.3670263788969,-181.21103117505996,0,412,5,0.988009592326139,0.8767372438992562,205.03465227817745,160.77338129496403,181.21103117505996,12.326275610074378,2.2730530559817892e-70
dense_budget_only,13,0.75,8,1.0,-inf,0.8705035971223022,8,dense_top10,1470.1199040767385,saving_target,-0.01881924752032976,-0.03486502028411603,-0.026404999302543336,-0.007194244604316547,-0.03357314148681055,-0.019184652278177457,8,409,0,0.0078125,0.8513189448441247,dense_budget_only,0,dense_budget_only:r0.75:m8:c1.00,1207.1870503597122,-0.002025046629363176,-0.013942856960381722,False,0.0,417,20.0,100k,-240.128896882494,-289.51049160671465,-262.9328537170264,0,409,8,0.9808153477218226,0.8211487015529166,290.0630095923261,241.33764988009594,262.9328537170264,17.885129844708338,2.2751586353878025e-70
dense_budget_only,17,0.75,8,1.0,-inf,0.8705035971223022,8,dense_top10,1470.1199040767385,saving_target,-0.018397175452651765,-0.034852569653487535,-0.026404999302543336,-0.007194244604316547,-0.03357314148681055,-0.019184652278177457,8,409,0,0.0078125,0.8513189448441247,dense_budget_only,0,dense_budget_only:r0.75:m8:c1.00,1207.1870503597122,-0.002025046629363176,-0.013942856960381722,False,0.0,417,20.0,100k,-241.12667865707434,-289.3603117505995,-262.9328537170264,0,409,8,0.9808153477218226,0.8211487015529166,287.3718225419664,240.15575539568346,262.9328537170264,17.885129844708338,2.2751586353878025e-70
dense_budget_only,19,0.75,8,1.0,-inf,0.8705035971223022,8,dense_top10,1470.1199040767385,saving_target,-0.01814337110696575,-0.035089108889034465,-0.026404999302543336,-0.007194244604316547,-0.03357314148681055,-0.019184652278177457,8,409,0,0.0078125,0.8513189448441247,dense_budget_only,0,dense_budget_only:r0.75:m8:c1.00,1207.1870503597122,-0.002025046629363176,-0.013942856960381722,False,0.0,417,20.0,100k,-240.72655875299762,-288.31654676258995,-262.9328537170264,0,409,8,0.9808153477218226,0.8211487015529166,289.2041966426858,238.9779376498801,262.9328537170264,17.885129844708338,2.2751586353878025e-70
