selector,seed,budget_ratio,min_keep,target_coverage,score_threshold,baseline_hit@10,baseline_only_hits,baseline_run_id,baseline_tokens_mean,choice_label,evidence_recall_delta_ci_high,evidence_recall_delta_ci_low,evidence_recall_delta_mean,hit_delta_ci_high,hit_delta_ci_low,hit_delta_mean,hit_losses,hit_ties,hit_wins,mcnemar_p_two_sided,method_hit@10,method_label,method_only_hits,method_run_id,method_tokens_mean,mrr_delta_mean,ndcg_delta_mean,noninferior_by_ci,noninferior_margin,num_queries,saving_target_pct,scale,token_delta_ci_high,token_delta_ci_low,token_delta_mean,token_down_hit_better,token_down_hit_same,token_down_hit_worse,token_down_nonworse_rate,token_ratio,token_saving_ci_high,token_saving_ci_low,token_saving_mean,token_saving_percent,token_saving_wilcoxon_p_greater
random_feedback,13,0.8,5,0.5,0.48997444330774675,0.8705035971223022,6,dense_top10,1470.1199040767385,saving_target,-0.018973048162455257,-0.03667175887592657,-0.027415922165984187,-0.004796163069544364,-0.026378896882494004,-0.014388489208633094,6,411,0,0.03125,0.8561151079136691,random_feedback,0,random_feedback:r0.80:m5:c0.50,1272.757793764988,-0.0016053823607780442,-0.015454516195436434,False,0.0,417,15.0,100k,-164.55521582733812,-236.38968824940048,-197.3621103117506,0,184,6,0.4412470023980815,0.8657510113532559,236.92344124700233,163.798860911271,197.3621103117506,13.424898864674406,2.999042648431781e-37
random_feedback,17,0.8,5,0.5,0.454683097301959,0.8705035971223022,4,dense_top10,1470.1199040767385,saving_target,-0.016245164526685864,-0.030091917173829235,-0.022632130151976345,-0.002398081534772182,-0.019184652278177457,-0.009592326139088728,4,413,0,0.125,0.8609112709832134,random_feedback,0,random_feedback:r0.80:m5:c0.50,1248.4604316546763,-0.0010991207034372502,-0.013472165284489997,False,0.0,417,15.0,100k,-185.50551558752997,-264.50089928057554,-221.65947242206235,0,215,4,0.5155875299760192,0.8492235416938537,262.3789568345324,187.85875299760193,221.65947242206235,15.077645830614628,4.0932911421858092e-44
random_feedback,19,0.8,5,0.5,0.4693940846092788,0.8705035971223022,8,dense_top10,1470.1199040767385,saving_target,-0.018909741739374594,-0.03760228606188045,-0.027618617152851833,-0.007194244604316547,-0.03357314148681055,-0.019184652278177457,8,409,0,0.0078125,0.8513189448441247,random_feedback,0,random_feedback:r0.80:m5:c0.50,1261.232613908873,-0.002144950706101785,-0.015263269328371779,False,0.0,417,15.0,100k,-176.846103117506,-247.59478417266186,-208.8872901678657,0,211,8,0.5059952038369304,0.8579113924050634,247.17014388489207,177.2702637889688,208.8872901678657,14.208860759493657,4.0933247214566736e-44
random_feedback,13,0.88,6,0.9,0.27194779812665276,0.8705035971223022,7,dense_top10,1470.1199040767385,saving_target,-0.01444193506964842,-0.0295738211639973,-0.021695056255339067,-0.004796163069544364,-0.028836930455635387,-0.016786570743405275,7,410,0,0.015625,0.8537170263788969,random_feedback,0,random_feedback:r0.88:m6:c0.90,1207.7985611510792,-0.0017918998134825474,-0.011212322890863609,False,0.0,417,20.0,100k,-235.3656474820144,-291.6320143884892,-262.32134292565945,0,370,7,0.8872901678657075,0.8215646613597809,291.9626498800959,234.4982613908873,262.32134292565945,17.84353386402191,4.168544818906028e-69
random_feedback,17,0.88,6,0.9,0.2662114092890936,0.8705035971223022,7,dense_top10,1470.1199040767385,saving_target,-0.013646392372592459,-0.028671664623816696,-0.020895695743748336,-0.004796163069544364,-0.03117505995203837,-0.016786570743405275,7,410,0,0.015625,0.8537170263788969,random_feedback,0,random_feedback:r0.88:m6:c0.90,1202.9112709832134,-0.001818545163868905,-0.010883284848733453,False,0.0,417,20.0,100k,-240.81924460431654,-298.76067146282975,-267.2086330935252,0,382,7,0.9160671462829736,0.8182402453347253,297.93627098321343,241.73375299760193,267.2086330935252,18.175975466527472,9.684299512888053e-70
random_feedback,19,0.88,6,0.9,0.2846037304519992,0.8705035971223022,7,dense_top10,1470.1199040767385,saving_target,-0.013831009009779788,-0.02939180335832841,-0.020895695743748336,-0.004796163069544364,-0.03117505995203837,-0.016786570743405275,7,410,0,0.015625,0.8537170263788969,random_feedback,0,random_feedback:r0.88:m6:c0.90,1208.2877697841727,-0.001818545163868905,-0.010883284848733453,False,0.0,417,20.0,100k,-235.87140287769788,-293.2688848920863,-261.83213429256597,0,377,7,0.9040767386091128,0.8218974292052722,292.61396882494006,234.51552757793766,261.83213429256597,17.81025707947278,1.6754400467233072e-69
random_no_feedback,13,0.9,7,0.2,0.353013277053833,0.8705035971223022,2,dense_top10,1470.1199040767385,saving_target,-0.002012639888089529,-0.009186971851090554,-0.0053228845495032545,0.0,-0.011990407673860911,-0.004796163069544364,2,415,0,0.5,0.8657074340527577,random_no_feedback,0,random_no_feedback:r0.90:m7:c0.20,1406.5539568345323,-0.0005129229949373834,-0.0027640561887198336,False,0.0,417,5.0,100k,-42.78099520383693,-89.46055155875298,-63.565947242206235,0,83,2,0.19904076738609114,0.9567613858802035,88.17895683453236,42.724520383693054,63.565947242206235,4.323861411979646,2.2345941134663974e-12
random_no_feedback,17,0.9,7,0.2,0.36882179975509644,0.8705035971223022,0,dense_top10,1470.1199040767385,saving_target,0.0,-0.0034258307639602604,-0.0013132351261847667,0.0,0.0,0.0,0,417,0,1.0,0.8705035971223022,random_no_feedback,0,random_no_feedback:r0.90:m7:c0.20,1433.3453237410072,2.6645350386357552e-05,-0.0008069906406676078,True,0.0,417,5.0,100k,-26.31648681055156,-48.868465227817744,-36.774580335731414,0,70,0,0.16786570743405277,0.9749853190656401,49.29034772182254,26.28453237410072,36.774580335731414,2.501468093435988,2.124095237632207e-09
random_no_feedback,19,0.9,7,0.2,0.3524777293205261,0.8705035971223022,2,dense_top10,1470.1199040767385,saving_target,-0.0013065262076053497,-0.009016072856000912,-0.004721936736325226,0.0,-0.011990407673860911,-0.004796163069544364,2,415,0,0.5,0.8657074340527577,random_no_feedback,0,random_no_feedback:r0.90:m7:c0.20,1411.0887290167866,-0.0005129229949373834,-0.0021640265981771587,False,0.0,417,5.0,100k,-41.78417266187051,-80.00131894484412,-59.03117505995204,0,80,2,0.19184652278177458,0.959846013310714,81.20659472422062,42.026438848920876,59.03117505995204,4.015398668928604,9.266683250217722e-12
random_no_feedback,13,0.8,8,0.5,0.29120445251464844,0.8705035971223022,4,dense_top10,1470.1199040767385,saving_target,-0.007988609112709839,-0.019447370674888657,-0.013392143428114652,-0.002398081534772182,-0.019184652278177457,-0.009592326139088728,4,413,0,0.125,0.8609112709832134,random_no_feedback,0,random_no_feedback:r0.80:m8:c0.50,1336.820143884892,-0.0009858779642952305,-0.006868546681547553,False,0.0,417,10.0,100k,-110.58309352517988,-158.6025179856115,-133.29976019184653,0,204,4,0.4892086330935252,0.9093272869633303,160.96157074340522,111.43315347721824,133.29976019184653,9.067271303666969,1.4921278833139134e-41
