dataset,method,protocol,task_type,scope,query_split,corpus_scope,corpus_sampling,num_corpus_chunks,num_queries,num_skipped_no_gt,num_queries_with_gt_in_corpus,gt_query_coverage,num_seeds,n_effective_arms_mean,candidate_arms,arm_neighbor_k,arm_decay_sigma,propagation_strength,feedback_k,feedback_tau,feedback_weight,recall@1_mean,recall@1_std,recall@5_mean,recall@5_std,recall@10_mean,recall@10_std,mrr@10_mean,mrr@10_std,ndcg@10_mean,ndcg@10_std,avg_feedback_reward_mean,avg_local_boost_norm_mean,cross_arm_update_weight_mean,propagated_updates_mean,elapsed_sec,notes
cuad,Manifold-Local LinUCB,prequential,evidence_retrieval,smoke_only,test,gt_anchored_10000,gt_anchored,10000,79,21,79,1.0,3,32.0000,3,4,0.7500,0.2500,16,0.7500,0.3500,0.0084,0.0060,0.0127,0.0000,0.0295,0.0158,0.0120,0.0019,0.0042,0.0007,0.0233,0.0098,53.0610,900.0000,77.314,Sampled query/corpus scope; use only with matching comparison group. CUAD smoke/sample result; not a full-corpus held-out result. Corpus sample is GT-anchored: selected query GT chunks plus sampled distractors.
