protocol,seed,method,num_queries,affected_count,learned_arm_count,hit_rate,hit_delta_vs_dense,hit_delta_vs_before,recovered_count,regressed_count,avg_context_tokens,token_ratio_vs_dense,token_saving_percent_vs_dense
same_query_retry,17,same_arm_boost_conservative,,59,,0.1864406779661017,,,11,0,237.08474576271186,0.8560063643595862,14.399363564041378
same_query_retry,17,same_full_context,,59,,0.3389830508474576,,,20,0,268.7118644067797,0.9701976623217674,2.9802337678232593
same_query_retry_all_queries,17,budgeted_before_feedback,1765,,0,0.5932011331444759,-0.0028328611898017497,0.0,,,237.3745042492918,0.9143237492498227,8.567625075017727
same_query_retry_all_queries,17,same_arm_boost,1765,,0,0.5988668555240794,0.0028328611898017497,0.0056657223796034994,,,237.3728045325779,0.9143172022478041,8.56827977521959
same_query_retry_all_queries,17,same_arm_boost_conservative,1765,,0,0.5994334277620397,0.0033994334277620553,0.006232294617563805,,,237.4328611898017,0.9145485296524635,8.545147034753652
same_query_retry_all_queries,17,same_full_context,1765,,0,0.6045325779036828,0.008498583569405138,0.011331444759206888,,,238.4900849858357,0.9186207649080692,8.13792350919308
calibration_to_test,17,budgeted_before_feedback,1235,,8,0.6008097165991902,-0.006477732793522262,0.0,,,238.25991902834008,0.9170468853235598,8.295311467644018
calibration_to_test,17,generalized_arm_boost,1235,,8,0.6,-0.0072874493927125306,-0.0008097165991902688,,,237.251012145749,0.9131636685490607,8.683633145093928
calibration_to_test,17,generalized_arm_boost_conservative,1235,,8,0.6008097165991902,-0.006477732793522262,0.0,,,237.71740890688258,0.9149587992570153,8.504120074298472
calibration_to_test,17,generalized_conservative_budget,1235,,8,0.6032388663967612,-0.004048582995951344,0.0024291497975709175,,,237.6080971659919,0.9145380654973384,8.54619345026616
calibration_to_test,17,generalized_full_context,1235,,8,0.6097165991902834,0.0024291497975709175,0.00890688259109318,,,247.27773279352226,0.9517558622237181,4.824413777628189
same_query_retry,19,budgeted_before_feedback,,61,,0.0,,,0,0,224.24590163934425,0.8377633512983831,16.22366487016169
same_query_retry,19,same_arm_boost,,61,,0.11475409836065574,,,7,0,227.7704918032787,0.8509309162175405,14.906908378245953
same_query_retry,19,same_arm_boost_conservative,,61,,0.13114754098360656,,,8,0,230.72131147540983,0.8619549240568348,13.804507594316517
same_query_retry,19,same_full_context,,61,,0.29508196721311475,,,18,0,259.72131147540983,0.970296423321901,2.9703576678098975
same_query_retry_all_queries,19,budgeted_before_feedback,1765,,0,0.5966005665722379,0.0005665722379603055,0.0,,,238.756940509915,0.9196486442249987,8.03513557750013
same_query_retry_all_queries,19,same_arm_boost,1765,,0,0.6005665722379604,0.004532577903682777,0.003966005665722472,,,238.8787535410765,0.920117846036336,7.988215396366405
same_query_retry_all_queries,19,same_arm_boost_conservative,1765,,0,0.6011331444759207,0.005099150141643083,0.004532577903682777,,,238.98073654390936,0.9205106661574555,7.9489333842544525
same_query_retry_all_queries,19,same_full_context,1765,,0,0.6067988668555241,0.010764872521246471,0.010198300283286166,,,239.9830028328612,0.9243712150144581,7.562878498554193
calibration_to_test,19,budgeted_before_feedback,1235,,10,0.6016194331983805,-0.005668016194331993,0.0,,,238.851012145749,0.9193219641721829,8.067803582781707
calibration_to_test,19,generalized_arm_boost,1235,,10,0.5975708502024292,-0.009716599190283337,-0.004048582995951344,,,237.0931174089069,0.9125559420073052,8.744405799269483
calibration_to_test,19,generalized_arm_boost_conservative,1235,,10,0.5991902834008097,-0.0080971659919028,-0.0024291497975708065,,,237.60728744939271,0.9145349489509704,8.546505104902957
calibration_to_test,19,generalized_conservative_budget,1235,,10,0.6016194331983805,-0.005668016194331993,0.0,,,237.59109311740892,0.914472618023611,8.552738197638899
calibration_to_test,19,generalized_full_context,1235,,10,0.6105263157894737,0.0032388663967611864,0.00890688259109318,,,246.8331983805668,0.9500448782676989,4.99551217323011
