run_id,source_label,method,seed,num_queries,num_skipped_no_gt,avg_context_chunks@1,avg_context_chunks@10,avg_context_chunks@5,avg_context_tokens@1,avg_context_tokens@10,avg_context_tokens@5,avg_missing_chunks@1,avg_missing_chunks@10,avg_missing_chunks@5,context_token_delta_vs_baseline@1,context_token_delta_vs_baseline@10,context_token_delta_vs_baseline@5,context_token_ratio_vs_baseline@1,context_token_ratio_vs_baseline@10,context_token_ratio_vs_baseline@5,evidence_recall@1,evidence_recall@10,evidence_recall@5,hit@1,hit@10,hit@5,hit_delta_vs_baseline@1,hit_delta_vs_baseline@10,hit_delta_vs_baseline@5,max_context_tokens@1,max_context_tokens@10,max_context_tokens@5,median_context_tokens@1,median_context_tokens@10,median_context_tokens@5,mrr@1,mrr@10,mrr@5,ndcg@1,ndcg@10,ndcg@5,p95_context_tokens@1,p95_context_tokens@10,p95_context_tokens@5,recall@1,recall@10,recall@5
dense,dense,dense,,596,0,1.0,10.0,5.0,161.64093959731542,1472.3875838926174,770.5184563758389,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.291594348575516,0.7025930894139937,0.611129549370119,0.6308724832214765,0.8674496644295302,0.8104026845637584,0.0,0.0,0.0,1520.0,7585.0,4718.0,104.0,1312.0,656.0,0.6308724832214765,0.7080929743261957,0.7003914988814316,0.6308724832214765,0.6486573605022944,0.6265869854600753,501.25,2908.25,1773.5,0.6308724832214765,0.8674496644295302,0.8104026845637584
bm25,bm25,bm25,,596,0,1.0,10.0,5.0,192.44295302013424,1745.1224832214766,913.8993288590603,0.0,0.0,0.0,30.802013422818817,272.7348993288592,143.38087248322142,1.1905582428532875,1.1852330882931095,1.1860836314779772,0.21334539438421637,0.524015881406387,0.4464866673896701,0.4714765100671141,0.7231543624161074,0.662751677852349,-0.15939597315436238,-0.14429530201342278,-0.1476510067114094,2133.0,11749.0,7319.0,133.0,1554.0,764.5,0.4714765100671141,0.554491584105678,0.5464205816554809,0.4714765100671141,0.47680228191726587,0.456970552352674,530.0,3236.0,1934.25,0.4714765100671141,0.7231543624161074,0.662751677852349
hybrid,hybrid,hybrid,,596,0,1.0,10.0,5.0,185.51006711409397,1705.461409395973,908.5620805369127,0.0,0.0,0.0,23.869127516778548,233.0738255033557,138.0436241610738,1.1476675870373063,1.1582965165239767,1.1791568041216909,0.2819793224755907,0.6847587637458331,0.5801279920740114,0.6258389261744967,0.8624161073825504,0.790268456375839,-0.005033557046979831,-0.005033557046979831,-0.020134228187919434,2133.0,13640.0,12874.0,131.0,1494.5,760.0,0.6258389261744967,0.6973387397464578,0.6874161073825502,0.6258389261744967,0.6216229334052185,0.5948732330419069,511.0,3195.0,1849.75,0.6258389261744967,0.8624161073825504,0.790268456375839
task29_C:gated_cost_aware:seed13,task29_C,gated_cost_aware,13,596,0,1.0,8.976510067114093,5.0,176.25838926174498,1391.5939597315437,812.1677852348994,0.0,0.0,0.0,14.617449664429557,-80.7936241610737,41.64932885906046,1.0904316053893586,0.9451274752348319,1.0540536420827082,0.2857844519099147,0.6707647419244852,0.5886413342854274,0.6191275167785235,0.8624161073825504,0.8137583892617449,-0.011744966442952975,-0.005033557046979831,0.003355704697986517,1523.0,13005.0,6240.0,116.0,1212.5,692.0,0.6191275167785235,0.7001657877916265,0.6932885906040266,0.6191275167785235,0.6179701650853903,0.6016384305396064,514.0,2617.5,1753.75,0.6191275167785235,0.8624161073825504,0.8137583892617449
task29_C:gated_cost_aware:seed17,task29_C,gated_cost_aware,17,596,0,1.0,9.063758389261745,5.0,170.46476510067114,1398.1795302013422,806.4328859060403,0.0,0.0,0.0,8.823825503355721,-74.20805369127515,35.914429530201346,1.0545890510494302,0.949600190531974,1.0466107323361546,0.297226472789855,0.6744052941388629,0.5999977374832737,0.6359060402684564,0.8640939597315436,0.8221476510067114,0.005033557046979942,-0.003355704697986628,0.011744966442952975,2133.0,13738.0,7712.0,111.0,1234.5,678.5,0.6359060402684564,0.7109925961436027,0.7048378076062638,0.6359060402684564,0.6286298041329614,0.6145127477071195,512.25,2804.5,1825.25,0.6359060402684564,0.8640939597315436,0.8221476510067114
task29_C:gated_cost_aware:seed19,task29_C,gated_cost_aware,19,596,0,1.0,9.003355704697986,5.0,179.2734899328859,1413.9546979865772,820.8288590604027,0.0,0.0,0.0,17.63255033557047,-58.432885906040156,50.31040268456377,1.1090846810189126,0.9603141954297397,1.065294221401523,0.2928081282708394,0.6759189491369543,0.5954277166814776,0.6409395973154363,0.8691275167785235,0.8154362416107382,0.010067114093959773,0.001677852348993314,0.005033557046979831,2133.0,13263.0,7410.0,116.0,1246.0,690.0,0.6409395973154363,0.7152831042931715,0.7075503355704698,0.6409395973154363,0.6287699423475259,0.6128643719651667,511.0,2913.75,1837.0,0.6409395973154363,0.8691275167785235,0.8154362416107382
no_feedback:gated_cost_aware:seed13,no_feedback,gated_cost_aware,13,596,0,1.0,10.0,5.0,161.64093959731542,1572.015100671141,770.5184563758389,0.0,0.0,0.0,0.0,99.62751677852361,0.0,1.0,1.0676639207423455,1.0,0.291594348575516,0.7255152203507621,0.611129549370119,0.6308724832214765,0.8808724832214765,0.8104026845637584,0.0,0.01342281879194629,0.0,1520.0,13712.0,4718.0,104.0,1421.5,656.0,0.6308724832214765,0.7103347714924896,0.7003914988814316,0.6308724832214765,0.6567082143324349,0.6265869854600753,501.25,3049.5,1773.5,0.6308724832214765,0.8808724832214765,0.8104026845637584
no_feedback:gated_cost_aware:seed17,no_feedback,gated_cost_aware,17,596,0,1.0,10.0,5.0,161.64093959731542,1560.3892617449665,770.5184563758389,0.0,0.0,0.0,0.0,88.00167785234908,0.0,1.0,1.059768011368104,1.0,0.291594348575516,0.7272442193532511,0.611129549370119,0.6308724832214765,0.8875838926174496,0.8104026845637584,0.0,0.020134228187919434,0.0,1520.0,13675.0,4718.0,104.0,1384.5,656.0,0.6308724832214765,0.7110558485139022,0.7003914988814316,0.6308724832214765,0.6573470760969143,0.6265869854600753,501.25,3011.0,1773.5,0.6308724832214765,0.8875838926174496,0.8104026845637584
no_feedback:gated_cost_aware:seed19,no_feedback,gated_cost_aware,19,596,0,1.0,10.0,5.0,161.64093959731542,1551.0536912751677,770.5184563758389,0.0,0.0,0.0,0.0,78.66610738255031,0.0,1.0,1.053427581326499,1.0,0.291594348575516,0.7209392124371296,0.611129549370119,0.6308724832214765,0.8791946308724832,0.8104026845637584,0.0,0.011744966442952975,0.0,1520.0,13712.0,4718.0,104.0,1374.0,656.0,0.6308724832214765,0.710316794503036,0.7003914988814316,0.6308724832214765,0.6556583878201476,0.6265869854600753,501.25,3012.25,1773.5,0.6308724832214765,0.8791946308724832,0.8104026845637584
equal_feedback:gated_cost_aware:seed13,equal_feedback,gated_cost_aware,13,596,0,1.0,9.114093959731544,5.0,178.43456375838926,1428.8422818791946,827.1828859060403,0.0,0.0,0.0,16.793624161073836,-43.54530201342277,56.664429530201346,1.103894621021819,0.9704253808645275,1.073540651831657,0.2922768083603248,0.6706801918413815,0.6030639423126697,0.6308724832214765,0.8657718120805369,0.8271812080536913,0.0,-0.001677852348993314,0.016778523489932917,2133.0,14175.0,7410.0,117.0,1259.5,712.5,0.6308724832214765,0.7078812453392989,0.7022651006711407,0.6308724832214765,0.6217175848436257,0.6118077568352966,514.0,2755.75,1814.75,0.6308724832214765,0.8657718120805369,0.8271812080536913
