run_id,source_label,method,seed,policy,num_queries,num_skipped_no_gt,avg_context_chunks@1,avg_context_chunks@10,avg_context_chunks@5,avg_context_tokens@1,avg_context_tokens@10,avg_context_tokens@5,avg_missing_chunks@1,avg_missing_chunks@10,avg_missing_chunks@5,context_token_delta_vs_baseline@1,context_token_delta_vs_baseline@10,context_token_delta_vs_baseline@5,context_token_ratio_vs_baseline@1,context_token_ratio_vs_baseline@10,context_token_ratio_vs_baseline@5,evidence_recall@1,evidence_recall@10,evidence_recall@5,hit@1,hit@10,hit@5,hit_delta_vs_baseline@1,hit_delta_vs_baseline@10,hit_delta_vs_baseline@5,max_context_tokens@1,max_context_tokens@10,max_context_tokens@5,median_context_tokens@1,median_context_tokens@10,median_context_tokens@5,mrr@1,mrr@10,mrr@5,ndcg@1,ndcg@10,ndcg@5,p95_context_tokens@1,p95_context_tokens@10,p95_context_tokens@5,recall@1,recall@10,recall@5
dense:token_budget_r0.95_m5,dense,dense,,token_budget_r0.95_m5,596,0,1.0,8.931208053691275,5.0,141.10906040268458,1270.5889261744967,731.6375838926175,0.0,0.0,0.0,0.0,-211.709731543624,0.0,1.0,0.8571747127737847,1.0,0.23227772839480199,0.5618072816637967,0.4706175259721894,0.5067114093959731,0.7634228187919463,0.6895973154362416,0.0,-0.008389261744966459,0.0,1167.0,4386.0,2777.0,96.5,1093.0,611.5,0.5067114093959731,0.5866757217428359,0.5762024608501118,0.5067114093959731,0.5097921495257883,0.4857127039715055,428.25,2557.5,1634.5,0.5067114093959731,0.7634228187919463,0.6895973154362416
dense,dense,dense,,,596,0,1.0,10.0,5.0,141.10906040268458,1482.2986577181207,731.6375838926175,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.23227772839480199,0.577735361850729,0.4706175259721894,0.5067114093959731,0.7718120805369127,0.6895973154362416,0.0,0.0,0.0,1167.0,5098.0,2777.0,96.5,1288.5,611.5,0.5067114093959731,0.5875519335250878,0.5762024608501118,0.5067114093959731,0.5173615467977577,0.4857127039715055,428.25,3003.0,1634.5,0.5067114093959731,0.7718120805369127,0.6895973154362416
gated_fixed:gated_cost_aware:seed13:token_budget_r0.95_m5,gated_fixed,gated_cost_aware,13,token_budget_r0.95_m5,596,0,1.0,8.906040268456376,5.0,157.23657718120805,1347.6912751677853,782.9429530201343,0.0,0.0,0.0,16.12751677852347,-134.6073825503354,51.30536912751677,1.1142911499268735,0.9091901069670045,1.0701240207679747,0.21434089965679876,0.5585648259465088,0.4615663236323965,0.46812080536912754,0.7768456375838926,0.697986577181208,-0.03859060402684561,0.005033557046979831,0.008389261744966459,1167.0,4527.0,2636.0,107.5,1230.0,678.5,0.46812080536912754,0.5643622829444978,0.5530201342281877,0.46812080536912754,0.4913670329783274,0.46303385160803223,463.25,2551.0,1689.0,0.46812080536912754,0.7768456375838926,0.697986577181208
gated_fixed:gated_cost_aware:seed13,gated_fixed,gated_cost_aware,13,,596,0,1.0,10.0,5.0,157.23657718120805,1546.8221476510066,782.9429530201343,0.0,0.0,0.0,16.12751677852347,64.52348993288592,51.30536912751677,1.1142911499268735,1.0435293451808252,1.0701240207679747,0.21434089965679876,0.5754216567266213,0.4615663236323965,0.46812080536912754,0.7936241610738255,0.697986577181208,-0.03859060402684561,0.021812080536912748,0.008389261744966459,1167.0,4856.0,2636.0,107.5,1392.0,678.5,0.46812080536912754,0.5661679716629382,0.5530201342281877,0.46812080536912754,0.49896730106455134,0.46303385160803223,463.25,3061.75,1689.0,0.46812080536912754,0.7936241610738255,0.697986577181208
gated_fixed:gated_cost_aware:seed17:token_budget_r0.95_m5,gated_fixed,gated_cost_aware,17,token_budget_r0.95_m5,596,0,1.0,8.912751677852349,5.0,154.1006711409396,1324.5687919463087,774.8120805369127,0.0,0.0,0.0,12.99161073825502,-157.729865771812,43.17449664429523,1.0920678707744258,0.8935910351463014,1.059010769258994,0.2284070162396938,0.5769278667088782,0.48269140474069894,0.5,0.7869127516778524,0.714765100671141,-0.006711409395973145,0.015100671140939603,0.025167785234899376,1167.0,4527.0,3041.0,106.0,1192.0,673.5,0.5,0.5897890699904121,0.579642058165548,0.5,0.512974760136872,0.48773185699370947,444.5,2561.5,1658.0,0.5,0.7869127516778524,0.714765100671141
gated_fixed:gated_cost_aware:seed17,gated_fixed,gated_cost_aware,17,,596,0,1.0,10.0,5.0,154.1006711409396,1520.4546979865772,774.8120805369127,0.0,0.0,0.0,12.99161073825502,38.156040268456536,43.17449664429523,1.0920678707744258,1.0257411285301943,1.059010769258994,0.2284070162396938,0.5940157350941894,0.48269140474069894,0.5,0.8036912751677853,0.714765100671141,-0.006711409395973145,0.03187919463087252,0.025167785234899376,1167.0,5010.0,3041.0,106.0,1346.0,673.5,0.5,0.5916320443166081,0.579642058165548,0.5,0.520302799365816,0.48773185699370947,444.5,3001.75,1658.0,0.5,0.8036912751677853,0.714765100671141
gated_fixed:gated_cost_aware:seed19:token_budget_r0.95_m5,gated_fixed,gated_cost_aware,19,token_budget_r0.95_m5,596,0,1.0,8.927852348993289,5.0,159.91442953020135,1354.753355704698,773.753355704698,0.0,0.0,0.0,18.80536912751677,-127.54530201342277,42.11577181208054,1.1332683321244692,0.9139543833833268,1.0575637074137267,0.22765597756919206,0.567280003852123,0.47363893130064194,0.4983221476510067,0.7734899328859061,0.6946308724832215,-0.008389261744966459,0.001677852348993314,0.005033557046979942,1167.0,4527.0,2777.0,111.0,1213.5,679.0,0.4983221476510067,0.5843799936081816,0.5730145413870245,0.4983221476510067,0.506452205688894,0.48041720251358366,443.5,2610.5,1648.25,0.4983221476510067,0.7734899328859061,0.6946308724832215
gated_fixed:gated_cost_aware:seed19,gated_fixed,gated_cost_aware,19,,596,0,1.0,10.0,5.0,159.91442953020135,1571.1023489932886,773.753355704698,0.0,0.0,0.0,18.80536912751677,88.80369127516792,42.11577181208054,1.1332683321244692,1.0599094459222367,1.0575637074137267,0.22765597756919206,0.5882535652170865,0.47363893130064194,0.4983221476510067,0.790268456375839,0.6946308724832215,-0.008389261744966459,0.01845637583892623,0.005033557046979942,1167.0,5062.0,2777.0,111.0,1413.5,679.0,0.4983221476510067,0.5861670395227443,0.5730145413870245,0.4983221476510067,0.5156366732672115,0.48041720251358366,443.5,3160.5,1648.25,0.4983221476510067,0.790268456375839,0.6946308724832215
task29_C:gated_cost_aware:seed13:token_budget_r0.95_m5,task29_C,gated_cost_aware,13,token_budget_r0.95_m5,596,0,1.0,7.904362416107382,5.0,157.23657718120805,1208.4832214765102,782.9429530201343,0.0,0.0,0.0,16.12751677852347,-273.81543624161054,51.30536912751677,1.1142911499268735,0.8152764729186712,1.0701240207679747,0.21434089965679876,0.5378792460175533,0.4615663236323965,0.46812080536912754,0.7567114093959731,0.697986577181208,-0.03859060402684561,-0.015100671140939603,0.008389261744966459,1167.0,4412.0,2636.0,107.5,1068.5,678.5,0.46812080536912754,0.5619087567913073,0.5530201342281877,0.46812080536912754,0.48104539606901364,0.46303385160803223,463.25,2474.5,1689.0,0.46812080536912754,0.7567114093959731,0.697986577181208
task29_C:gated_cost_aware:seed13,task29_C,gated_cost_aware,13,,596,0,1.0,8.976510067114093,5.0,157.23657718120805,1401.1442953020135,782.9429530201343,0.0,0.0,0.0,16.12751677852347,-81.15436241610723,51.30536912751677,1.1142911499268735,0.9452510045843003,1.0701240207679747,0.21434089965679876,0.5577433487017497,0.4615663236323965,0.46812080536912754,0.7802013422818792,0.697986577181208,-0.03859060402684561,0.008389261744966459,0.008389261744966459,1167.0,4824.0,2636.0,107.5,1251.0,678.5,0.46812080536912754,0.5647511185682328,0.5530201342281877,0.46812080536912754,0.49025565951725664,0.46303385160803223,463.25,2864.0,1689.0,0.46812080536912754,0.7802013422818792,0.697986577181208
task29_C:gated_cost_aware:seed17:token_budget_r0.95_m5,task29_C,gated_cost_aware,17,token_budget_r0.95_m5,596,0,1.0,7.89261744966443,5.0,154.1006711409396,1180.8506711409395,774.8120805369127,0.0,0.0,0.0,12.99161073825502,-301.44798657718115,43.17449664429523,1.0920678707744258,0.7966347840851209,1.059010769258994,0.2284070162396938,0.5522808120130788,0.48269140474069894,0.5,0.7667785234899329,0.714765100671141,-0.006711409395973145,-0.005033557046979831,0.025167785234899376,1167.0,4338.0,3041.0,106.0,1059.5,673.5,0.5,0.5872523170341961,0.579642058165548,0.5,0.5012440921147493,0.48773185699370947,444.5,2314.75,1658.0,0.5,0.7667785234899329,0.714765100671141
task29_C:gated_cost_aware:seed17,task29_C,gated_cost_aware,17,,596,0,1.0,8.95973154362416,5.0,154.1006711409396,1373.5268456375838,774.8120805369127,0.0,0.0,0.0,12.99161073825502,-108.77181208053685,43.17449664429523,1.0920678707744258,0.9266195030844984,1.059010769258994,0.2284070162396938,0.5727434818646344,0.48269140474069894,0.5,0.7869127516778524,0.714765100671141,-0.006711409395973145,0.015100671140939603,0.025167785234899376,1167.0,4931.0,3041.0,106.0,1217.0,673.5,0.5,0.5898236923404708,0.579642058165548,0.5,0.5109846198643928,0.48773185699370947,444.5,2675.0,1658.0,0.5,0.7869127516778524,0.714765100671141
task29_C:gated_cost_aware:seed19:token_budget_r0.95_m5,task29_C,gated_cost_aware,19,token_budget_r0.95_m5,596,0,1.0,8.015100671140939,5.0,159.91442953020135,1227.6459731543623,773.753355704698,0.0,0.0,0.0,18.80536912751677,-254.65268456375838,42.11577181208054,1.1332683321244692,0.8282041994453563,1.0575637074137267,0.22765597756919206,0.5435830058110783,0.47363893130064194,0.4983221476510067,0.7567114093959731,0.6946308724832215,-0.008389261744966459,-0.015100671140939603,0.005033557046979942,1167.0,4412.0,2777.0,111.0,1092.5,679.0,0.4983221476510067,0.5823825503355705,0.5730145413870245,0.4983221476510067,0.49527878396413255,0.48041720251358366,443.5,2424.25,1648.25,0.4983221476510067,0.7567114093959731,0.6946308724832215
