run_id,source_label,method,seed,policy,num_queries,num_skipped_no_gt,avg_context_chunks@1,avg_context_chunks@10,avg_context_chunks@5,avg_context_tokens@1,avg_context_tokens@10,avg_context_tokens@5,avg_missing_chunks@1,avg_missing_chunks@10,avg_missing_chunks@5,context_token_delta_vs_baseline@1,context_token_delta_vs_baseline@10,context_token_delta_vs_baseline@5,context_token_ratio_vs_baseline@1,context_token_ratio_vs_baseline@10,context_token_ratio_vs_baseline@5,evidence_recall@1,evidence_recall@10,evidence_recall@5,hit@1,hit@10,hit@5,hit_delta_vs_baseline@1,hit_delta_vs_baseline@10,hit_delta_vs_baseline@5,max_context_tokens@1,max_context_tokens@10,max_context_tokens@5,median_context_tokens@1,median_context_tokens@10,median_context_tokens@5,mrr@1,mrr@10,mrr@5,ndcg@1,ndcg@10,ndcg@5,p95_context_tokens@1,p95_context_tokens@10,p95_context_tokens@5,recall@1,recall@10,recall@5
dense:token_budget_r0.95_m5,dense,dense,,token_budget_r0.95_m5,596,0,1.0,8.941275167785236,5.0,131.498322147651,1314.0738255033557,733.9546979865772,0.0,0.0,0.0,0.0,-211.54530201342277,0.0,1.0,0.8613380638732873,1.0,0.19176458521806822,0.4820745715077177,0.3849749008833999,0.41946308724832215,0.714765100671141,0.6258389261744967,0.0,-0.01342281879194629,0.0,1167.0,5648.0,5060.0,90.0,1131.0,604.0,0.41946308724832215,0.5088659848726961,0.49644854586129744,0.41946308724832215,0.4211276372922003,0.391653021120072,393.25,2553.0,1623.75,0.41946308724832215,0.714765100671141,0.6258389261744967
dense,dense,dense,,,596,0,1.0,10.0,5.0,131.498322147651,1525.6191275167785,733.9546979865772,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.19176458521806822,0.5040782855416331,0.3849749008833999,0.41946308724832215,0.7281879194630873,0.6258389261744967,0.0,0.0,0.0,1167.0,6266.0,5060.0,90.0,1329.5,604.0,0.41946308724832215,0.5102269095557684,0.49644854586129744,0.41946308724832215,0.43032490854493166,0.391653021120072,393.25,2935.5,1623.75,0.41946308724832215,0.7281879194630873,0.6258389261744967
gated_fixed:gated_cost_aware:seed13:token_budget_r0.95_m5,gated_fixed,gated_cost_aware,13,token_budget_r0.95_m5,596,0,1.0,8.924496644295303,5.0,152.74496644295303,1404.229865771812,791.6728187919463,0.0,0.0,0.0,21.24664429530202,-121.38926174496646,57.71812080536904,1.1615735010781776,0.9204327872169842,1.078639895573534,0.19271943197973054,0.4989841696463429,0.4008106311486606,0.412751677852349,0.7533557046979866,0.6560402684563759,-0.006711409395973145,0.025167785234899376,0.030201342281879207,1193.0,5308.0,5060.0,106.0,1246.5,666.0,0.412751677852349,0.5195729466283158,0.5054809843400446,0.412751677852349,0.4290736990755943,0.39730224673511416,439.0,2759.75,1715.0,0.412751677852349,0.7533557046979866,0.6560402684563759
gated_fixed:gated_cost_aware:seed13,gated_fixed,gated_cost_aware,13,,596,0,1.0,10.0,5.0,152.74496644295303,1622.3473154362416,791.6728187919463,0.0,0.0,0.0,21.24664429530202,96.72818791946315,57.71812080536904,1.1615735010781776,1.0634025794346889,1.078639895573534,0.19271943197973054,0.5161190468259148,0.4008106311486606,0.412751677852349,0.7701342281879194,0.6560402684563759,-0.006711409395973145,0.04194630872483218,0.030201342281879207,1193.0,6637.0,5060.0,106.0,1440.0,666.0,0.412751677852349,0.5212880845850644,0.5054809843400446,0.412751677852349,0.43626938851149344,0.39730224673511416,439.0,3159.75,1715.0,0.412751677852349,0.7701342281879194,0.6560402684563759
gated_fixed:gated_cost_aware:seed17:token_budget_r0.95_m5,gated_fixed,gated_cost_aware,17,token_budget_r0.95_m5,596,0,1.0,8.946308724832214,5.0,151.08724832214764,1401.7332214765102,779.0184563758389,0.0,0.0,0.0,19.588926174496635,-123.88590604026831,45.06375838926169,1.1489671187781505,0.9187963078033015,1.061398555677732,0.1862443178269954,0.49584152556410155,0.39363574603608725,0.38926174496644295,0.7332214765100671,0.6426174496644296,-0.030201342281879207,0.005033557046979831,0.016778523489932917,1193.0,4179.0,3220.0,106.5,1275.0,663.0,0.38926174496644295,0.49948465963566624,0.48624161073825506,0.38926174496644295,0.421629091768951,0.387958869447085,431.0,2594.25,1675.25,0.38926174496644295,0.7332214765100671,0.6426174496644296
gated_fixed:gated_cost_aware:seed17,gated_fixed,gated_cost_aware,17,,596,0,1.0,10.0,5.0,151.08724832214764,1628.7013422818793,779.0184563758389,0.0,0.0,0.0,19.588926174496635,103.08221476510084,45.06375838926169,1.1489671187781505,1.0675674635338939,1.061398555677732,0.1862443178269954,0.5179503693996869,0.39363574603608725,0.38926174496644295,0.7533557046979866,0.6426174496644296,-0.030201342281879207,0.025167785234899376,0.016778523489932917,1193.0,4978.0,3220.0,106.5,1450.5,663.0,0.38926174496644295,0.5015773143709383,0.48624161073825506,0.38926174496644295,0.4306352702358225,0.387958869447085,431.0,3133.0,1675.25,0.38926174496644295,0.7533557046979866,0.6426174496644296
gated_fixed:gated_cost_aware:seed19:token_budget_r0.95_m5,gated_fixed,gated_cost_aware,19,token_budget_r0.95_m5,596,0,1.0,8.931208053691275,5.0,150.5218120805369,1393.6342281879195,774.0973154362416,0.0,0.0,0.0,19.023489932885894,-131.984899328859,40.142617449664385,1.144667168540186,0.913487647769802,1.0546935901626977,0.18089922850684245,0.49526626190158973,0.3937206979037572,0.3808724832214765,0.7432885906040269,0.6459731543624161,-0.038590604026845665,0.015100671140939603,0.020134228187919434,1193.0,5800.0,5060.0,107.5,1268.5,670.5,0.3808724832214765,0.4943791946308724,0.4805369127516778,0.3808724832214765,0.418763869349488,0.3868494431003303,431.0,2664.25,1583.5,0.3808724832214765,0.7432885906040269,0.6459731543624161
gated_fixed:gated_cost_aware:seed19,gated_fixed,gated_cost_aware,19,,596,0,1.0,10.0,5.0,150.5218120805369,1608.736577181208,774.0973154362416,0.0,0.0,0.0,19.023489932885894,83.11744966442961,40.142617449664385,1.144667168540186,1.0544811271471919,1.0546935901626977,0.18089922850684245,0.5140915730268601,0.3937206979037572,0.3808724832214765,0.761744966442953,0.6459731543624161,-0.038590604026845665,0.03355704697986572,0.020134228187919434,1193.0,7523.0,5060.0,107.5,1446.5,670.5,0.3808724832214765,0.49630406413124506,0.4805369127516778,0.3808724832214765,0.42667434508097607,0.3868494431003303,431.0,3094.5,1583.5,0.3808724832214765,0.761744966442953,0.6459731543624161
task29_C:gated_cost_aware:seed13:token_budget_r0.95_m5,task29_C,gated_cost_aware,13,token_budget_r0.95_m5,596,0,1.0,7.9379194630872485,5.0,152.74496644295303,1249.3926174496644,791.6728187919463,0.0,0.0,0.0,21.24664429530202,-276.2265100671141,57.71812080536904,1.1615735010781776,0.8189413693857374,1.078639895573534,0.19271943197973054,0.48132610008405546,0.4008106311486606,0.412751677852349,0.7332214765100671,0.6560402684563759,-0.006711409395973145,0.005033557046979831,0.030201342281879207,1193.0,5308.0,5060.0,106.0,1094.0,666.0,0.412751677852349,0.5171593693405773,0.5054809843400446,0.412751677852349,0.42024839758211363,0.39730224673511416,439.0,2542.25,1715.0,0.412751677852349,0.7332214765100671,0.6560402684563759
task29_C:gated_cost_aware:seed13,task29_C,gated_cost_aware,13,,596,0,1.0,8.98993288590604,5.0,152.74496644295303,1455.7869127516778,791.6728187919463,0.0,0.0,0.0,21.24664429530202,-69.83221476510062,57.71812080536904,1.1615735010781776,0.954226966937177,1.078639895573534,0.19271943197973054,0.5015998904891813,0.4008106311486606,0.412751677852349,0.7567114093959731,0.6560402684563759,-0.006711409395973145,0.028523489932885893,0.030201342281879207,1193.0,6637.0,5060.0,106.0,1286.5,666.0,0.412751677852349,0.5198525886864813,0.5054809843400446,0.412751677852349,0.4292204909191769,0.39730224673511416,439.0,2925.0,1715.0,0.412751677852349,0.7567114093959731,0.6560402684563759
task29_C:gated_cost_aware:seed17:token_budget_r0.95_m5,task29_C,gated_cost_aware,17,token_budget_r0.95_m5,596,0,1.0,7.996644295302014,5.0,151.08724832214764,1242.6711409395973,779.0184563758389,0.0,0.0,0.0,19.588926174496635,-282.94798657718115,45.06375838926169,1.1489671187781505,0.8145356324695993,1.061398555677732,0.1862443178269954,0.474232375453881,0.39363574603608725,0.38926174496644295,0.714765100671141,0.6426174496644296,-0.030201342281879207,-0.01342281879194629,0.016778523489932917,1193.0,4110.0,3220.0,106.5,1104.5,663.0,0.38926174496644295,0.49718094172792143,0.48624161073825506,0.38926174496644295,0.4115429414257923,0.387958869447085,431.0,2404.25,1675.25,0.38926174496644295,0.714765100671141,0.6426174496644296
task29_C:gated_cost_aware:seed17,task29_C,gated_cost_aware,17,,596,0,1.0,9.04026845637584,5.0,151.08724832214764,1448.4379194630872,779.0184563758389,0.0,0.0,0.0,19.588926174496635,-77.18120805369131,45.06375838926169,1.1489671187781505,0.9494099105985138,1.061398555677732,0.1862443178269954,0.50089705448708,0.39363574603608725,0.38926174496644295,0.7399328859060402,0.6426174496644296,-0.030201342281879207,0.011744966442952975,0.016778523489932917,1193.0,4664.0,3220.0,106.5,1315.0,663.0,0.38926174496644295,0.5001418184723553,0.48624161073825506,0.38926174496644295,0.42329685394237504,0.387958869447085,431.0,2740.0,1675.25,0.38926174496644295,0.7399328859060402,0.6426174496644296
task29_C:gated_cost_aware:seed19:token_budget_r0.95_m5,task29_C,gated_cost_aware,19,token_budget_r0.95_m5,596,0,1.0,7.964765100671141,5.0,150.5218120805369,1242.239932885906,774.0973154362416,0.0,0.0,0.0,19.023489932885894,-283.37919463087246,40.142617449664385,1.144667168540186,0.8142529878396823,1.0546935901626977,0.18089922850684245,0.47241436916859314,0.3937206979037572,0.3808724832214765,0.7181208053691275,0.6459731543624161,-0.038590604026845665,-0.010067114093959773,0.020134228187919434,1193.0,5800.0,5060.0,107.5,1093.0,670.5,0.3808724832214765,0.49135306807286655,0.4805369127516778,0.3808724832214765,0.40854778396550945,0.3868494431003303,431.0,2457.5,1583.5,0.3808724832214765,0.7181208053691275,0.6459731543624161
task29_C:gated_cost_aware:seed19,task29_C,gated_cost_aware,19,,596,0,1.0,9.016778523489933,5.0,150.5218120805369,1450.234899328859,774.0973154362416,0.0,0.0,0.0,19.023489932885894,-75.38422818791946,40.142617449664385,1.144667168540186,0.9505877798539266,1.0546935901626977,0.18089922850684245,0.4978809151454374,0.3937206979037572,0.3808724832214765,0.7432885906040269,0.6459731543624161,-0.038590604026845665,0.015100671140939603,0.020134228187919434,1193.0,7523.0,5060.0,107.5,1289.5,670.5,0.3808724832214765,0.49432792692020866,0.4805369127516778,0.3808724832214765,0.41924261403376334,0.3868494431003303,431.0,2796.0,1583.5,0.3808724832214765,0.7432885906040269,0.6459731543624161
