dataset,method,num_queries,num_skipped_no_gt,num_corpus_chunks,num_total_corpus_chunks,num_total_queries,num_query_candidates,max_queries,max_corpus,corpus_sampling,top_k,task_type,scope,query_split,query_splits,query_scope,corpus_scope,num_queries_with_gt,num_queries_with_gt_in_corpus,num_queries_gt_missing_from_corpus,num_gt_refs,num_gt_refs_in_corpus,num_gt_refs_missing_from_corpus,gt_query_coverage,gt_ref_coverage,gt_corpus_guardrail,comparable_group,is_comparable,metric_ks,evidence_recall@1,evidence_recall@10,evidence_recall@5,hit@1,hit@10,hit@5,mrr@1,mrr@10,mrr@5,ndcg@1,ndcg@10,ndcg@5,recall@1,recall@10,recall@5,elapsed_sec,notes
emanual_deduplicated,bm25,130,2,1729,1729,132,132,,,first,10,unknown,heldout_test,test,test,split_test,full,130,130,0,778,778,0,1.0,1.0,pass,"dataset=emanual_deduplicated|query_scope=split_test|corpus_scope=full|top_k=10|ks=1,5,10",,"1,5,10",0.09160256410256412,0.3336453531848269,0.23568652108125795,0.2692307692307692,0.7307692307692307,0.5923076923076923,0.2692307692307692,0.42177045177045186,0.403974358974359,0.2692307692307692,0.2999893343446762,0.2664381833381832,0.2692307692307692,0.7307692307692307,0.5923076923076923,0.065,
