config,scope,seeds,epochs,reward_attribution,confidence_mode,hit@10_mean,hit@10_std,evidence_recall@10_mean,last_epoch_final_true_reward_mean,last_epoch_route_true_reward_mean,epoch_route_true_reward_gain_mean,window_route_true_reward_gain_mean,avg_source_candidate_cost_mean,dense_query_rate_mean,linucb_primary_rate_mean,hybrid_lite_rate_mean,full_dense_fallback_rate_mean,selected_cluster_hit_rate_mean,avg_confidence_mean
old_final_value_formal,lotte_technology_search_100k,"13,17,19",8,final_fused,value,0.8825503355704698,0.004939463571771713,0.6870948143534062,0.7583892617449663,0.807606263982103,0.4899328859060403,0.6666666666666666,193.91778523489936,0.746574384787472,0.253425615212528,0.40310402684563756,0.3434703579418345,0.6907857941834452,0.5672686191601333
cluster_only_value_formal,lotte_technology_search_100k,"13,17,19",8,cluster_only,value,0.8763982102908278,0.0007909471825353,0.6829437870205345,0.7606263982102908,0.8327740492170023,0.4379194630872483,0.6466666666666666,181.47231543624162,0.6707913870246084,0.3292086129753915,0.3951342281879195,0.275657158836689,0.7223154362416108,0.611984782483944
cluster_only_route_quality_smoke,lotte_technology_search_100k,13,8,cluster_only,route_quality,0.8791946308724832,0.0,0.7259083065421301,0.7768456375838926,0.8540268456375839,0.34395973154362414,0.58,299.27642617449663,1.0,0.0,0.004823825503355705,0.9951761744966443,0.7594379194630873,0.24346472556962784
